"Household Unique Sequential Number","Final Weight Based on Projection (provincial projections)","Survey Month","Survey Year","C05-Age as of Last Birthday","C11 - Location of Work (Province, Municipality)","New Employment Criteria (jul 05, 2005)"
000014,001355.5357,08,2024,06,"    "," "
000015,001497.1043,08,2024,17,"    ",3
000015,001291.5639,08,2024,71,"    ",3
000015,001368.0227,08,2024,42,2809,1
000016,001368.0227,08,2024,39,2809,1
000016,001251.5455,08,2024,35,2809,1
000016,001804.6674,08,2024,14,"    "," "
000016,001355.5357,08,2024,12,"    "," "
000016,001804.6674,08,2024,06,"    "," "
000016,001804.6674,08,2024,02,"    "," "
000017,001428.5134,08,2024,35,2812,1
000017,001415.4743,08,2024,05,"    "," "
000017,001294.0050,08,2024,54,2812,1
000017,001203.6197,08,2024,64,2812,1
000018,001203.6197,08,2024,59,2812,1
000019,001137.1194,08,2024,62,2812,1
000019,001203.6197,08,2024,55,2812,1
000019,001382.7080,08,2024,25,2812,1
000019,001563.3027,08,2024,20,"    ",3
000019,001348.6738,08,2024,79,"    ",3
000020,001137.1194,08,2024,55,2812,1
000020,001294.0050,08,2024,53,2812,1
000020,001382.7080,08,2024,30,2812,1
000021,001203.6197,08,2024,62,2812,1
000021,001697.5165,08,2024,45,2812,1
000021,001428.5134,08,2024,40,2812,1
000021,001873.7706,08,2024,15,"    ",3
000022,001697.5165,08,2024,51,2812,1
000022,001306.8859,08,2024,44,2812,1
000022,001563.3027,08,2024,23,2812,1
000022,001873.7706,08,2024,21,"    ",3
000022,001873.7706,08,2024,20,"    ",3
000022,001563.3027,08,2024,18,"    ",3
000022,001884.4655,08,2024,13,"    "," "
000023,001974.1131,08,2024,67,2812,1
000023,001203.6197,08,2024,64,2812,1
000023,001873.7706,08,2024,17,"    ",3
000023,001563.3027,08,2024,15,"    ",3
000024,001294.0050,08,2024,49,2812,1
000024,001563.3027,08,2024,19,2812,1
000024,001415.4743,08,2024,14,"    "," "
000024,001415.4743,08,2024,10,"    "," "
000024,001382.7080,08,2024,28,2812,1
000024,001519.3176,08,2024,29,"    ",3
000024,001415.4743,08,2024,08,"    "," "
000024,001884.4655,08,2024,02,"    "," "
000025,001203.6197,08,2024,64,"    ",3
000025,001306.8859,08,2024,38,"    ",3
000025,001415.4743,08,2024,00,"    "," "
000025,001415.4743,08,2024,10,"    "," "
000025,001563.3027,08,2024,17,"    ",3
000025,001884.4655,08,2024,14,"    "," "
000025,001306.8859,08,2024,36,2812,1
000025,001873.7706,08,2024,16,"    ",3
000025,001884.4655,08,2024,06,"    "," "
000025,001415.4743,08,2024,12,"    "," "
000025,001428.5134,08,2024,37,"    "," "
000026,001382.7080,08,2024,32,2812,1
000026,001873.7706,08,2024,23,2812,1
000026,001415.4743,08,2024,04,"    "," "
000027,001697.5165,08,2024,46,2812,1
000027,001306.8859,08,2024,38,2812,1
000027,001873.7706,08,2024,19,"    ",3
000027,001415.4743,08,2024,11,"    "," "
000027,001348.6738,08,2024,71,"    ",3
000028,001974.1131,08,2024,75,2812,1
000028,001348.6738,08,2024,71,"    ",3
000028,001428.5134,08,2024,39,2812,1
000028,001519.3176,08,2024,32,2812,1
000028,001415.4743,08,2024,07,"    "," "
000028,001415.4743,08,2024,05,"    "," "
000029,001137.1194,08,2024,55,2812,1
000029,001294.0050,08,2024,46,2812,1
000029,001873.7706,08,2024,17,"    ",3
000030,001697.5165,08,2024,51,2812,1
000030,001294.0050,08,2024,52,2812,1
000030,001873.7706,08,2024,23,"    ",2
000030,001519.3176,08,2024,30,"    ",3
000030,001884.4655,08,2024,03,"    "," "
000030,001382.7080,08,2024,28,2813,1
000030,001519.3176,08,2024,27,2817,1
000030,001884.4655,08,2024,01,"    "," "
000030,001382.7080,08,2024,31,"    "," "
000031,001203.6197,08,2024,58,2812,1
000031,001563.3027,08,2024,17,"    ",3
000031,001519.3176,08,2024,31,2812,1
000031,001884.4655,08,2024,07,"    "," "
000031,001415.4743,08,2024,07,"    "," "
000032,001203.6197,08,2024,56,2812,1
000032,001382.7080,08,2024,25,2812,1
000032,001382.7080,08,2024,33,2812,1
000032,001884.4655,08,2024,10,"    "," "
000032,001884.4655,08,2024,04,"    "," "
000033,001203.6197,08,2024,55,2812,1
000033,001563.3027,08,2024,23,2812,1
000033,001873.7706,08,2024,19,2812,1
000033,001563.3027,08,2024,17,2812,1
000033,001415.4743,08,2024,14,"    "," "
000034,001348.6738,08,2024,78,"    ",3
000034,001697.5165,08,2024,49,2812,1
000034,001382.7080,08,2024,25,2812,1
000034,001563.3027,08,2024,22,2812,1
000034,001873.7706,08,2024,21,2812,1
000034,001306.8859,08,2024,37,"    "," "
000035,001428.5134,08,2024,41,2812,1
000035,001306.8859,08,2024,39,2805,1
000035,001884.4655,08,2024,09,"    "," "
000035,001884.4655,08,2024,04,"    "," "
000036,001133.4155,08,2024,61,2812,1
000036,001199.6992,08,2024,62,"    ",3
000036,001514.3687,08,2024,29,2812,1
000036,001514.3687,08,2024,27,2817,1
000036,001514.3687,08,2024,25,2802,1
000036,001558.2106,08,2024,24,"    ",3
000036,001344.2808,08,2024,84,"    ",3
000037,001691.9871,08,2024,48,2812,1
000037,001289.7901,08,2024,45,"    "," "
000037,001867.6671,08,2024,16,"    ",3
000038,001691.9871,08,2024,48,2817,1
000038,001289.7901,08,2024,45,2817,1
000038,001558.2106,08,2024,23,2812,1
000038,001558.2106,08,2024,22,2817,1
000039,001691.9871,08,2024,52,2802,1
000039,001289.7901,08,2024,47,"    ",3
000039,001867.6671,08,2024,22,"    ",2
000039,001867.6671,08,2024,20,"    ",3
000039,001558.2106,08,2024,18,"    ",3
000040,001423.8603,08,2024,42,2817,1
000041,001378.2041,08,2024,29,2817,1
000041,001133.4155,08,2024,55,2817,1
000041,001378.2041,08,2024,29,2812,1
000041,001378.2041,08,2024,28,2812,1
000041,001378.2041,08,2024,30,2812,1
000041,001378.2041,08,2024,28,2812,1
000041,001378.2041,08,2024,28,2817,1
000041,001378.2041,08,2024,30,2817,1
000041,001378.2041,08,2024,28,2812,1
000041,001378.2041,08,2024,29,2817,1
000041,001378.2041,08,2024,32,2817,1
000042,001423.8603,08,2024,35,2817,1
000042,001302.6290,08,2024,44,2817,1
000042,001878.3273,08,2024,10,"    "," "
000042,001878.3273,08,2024,08,"    "," "
000042,001878.3273,08,2024,05,"    "," "
000042,001410.8636,08,2024,03,"    "," "
000043,001344.2808,08,2024,73,2817,1
000044,001967.6828,08,2024,66,2817,1
000044,001199.6992,08,2024,58,2817,1
000044,001302.6290,08,2024,36,"    ",3
000044,001344.2808,08,2024,69,2817,1
000045,001133.4155,08,2024,63,2817,1
000045,001423.8603,08,2024,35,2817,1
000045,001423.8603,08,2024,35,2817,1
000046,001423.8603,08,2024,41,2817,1
000046,001302.6290,08,2024,39,2817,1
000046,001558.2106,08,2024,18,"    ",3
000047,001691.9871,08,2024,47,2817,1
000047,001302.6290,08,2024,40,"    "," "
000047,001410.8636,08,2024,10,"    "," "
000047,001878.3273,08,2024,09,"    "," "
000048,001423.8603,08,2024,36,2817,1
000049,001133.4155,08,2024,55,2817,1
000049,001289.7901,08,2024,52,"    ",3
000049,001967.6828,08,2024,80,"    ",3
000049,001344.2808,08,2024,80,"    ",3
000050,001289.7901,08,2024,54,2817,1
000050,001133.4155,08,2024,62,"    "," "
000051,001423.8603,08,2024,39,2817,1
000051,001289.7901,08,2024,45,2817,1
000051,001867.6671,08,2024,16,"    ",3
000051,001410.8636,08,2024,14,"    "," "
000051,001878.3273,08,2024,12,"    "," "
000052,001691.9871,08,2024,52,2817,1
000052,001289.7901,08,2024,51,2817,1
000052,001558.2106,08,2024,22,2817,1
000052,001410.8636,08,2024,10,"    "," "
000052,001378.2041,08,2024,28,2817,1
000053,001394.4183,08,2024,34,2818,1
000053,001532.1848,08,2024,34,2818,1
000053,001900.4252,08,2024,14,"    "," "
000053,001427.4620,08,2024,07,"    "," "
000054,001360.0958,08,2024,87,"    ",3
000054,001711.8929,08,2024,54,2818,1
000054,001304.9641,08,2024,52,"    ",3
000054,001532.1848,08,2024,31,"    ",3
000054,001532.1848,08,2024,32,"    ",3
000054,001427.4620,08,2024,08,"    "," "
000054,001900.4252,08,2024,03,"    "," "
000055,001990.8321,08,2024,70,"    ",3
000055,001317.9540,08,2024,38,2818,1
000055,001889.6397,08,2024,24,2812,1
000055,001889.6397,08,2024,17,"    ",3
000055,001440.6116,08,2024,43,2818,1
000055,001317.9540,08,2024,44,"    "," "
000056,001440.6116,08,2024,43,2818,1
000057,001711.8929,08,2024,48,2818,1
000057,001532.1848,08,2024,32,"    ",3
000058,001360.0958,08,2024,70,"    ",3
000058,001394.4183,08,2024,31,2818,1
000058,001532.1848,08,2024,31,2807,1
000058,001427.4620,08,2024,05,"    "," "
000059,001440.6116,08,2024,40,2818,1
000059,001317.9540,08,2024,38,"    ",3
000059,001576.5424,08,2024,18,"    ",3
000059,001427.4620,08,2024,12,"    "," "
000059,001900.4252,08,2024,00,"    "," "
000060,001440.6116,08,2024,42,2818,1
000060,001317.9540,08,2024,37,2818,1
000060,001889.6397,08,2024,18,"    ",3
000060,001900.4252,08,2024,14,"    "," "
000060,001900.4252,08,2024,08,"    "," "
000061,001213.8133,08,2024,62,"    ",3
000061,001394.4183,08,2024,28,2818,1
000061,001317.9540,08,2024,37,2820,1
000061,001427.4620,08,2024,07,"    "," "
000061,001427.4620,08,2024,02,"    "," "
000061,001427.4620,08,2024,00,"    "," "
000062,001711.8929,08,2024,54,2818,1
000062,001576.5424,08,2024,24,2818,1
000062,001576.5424,08,2024,23,2818,1
000062,001532.1848,08,2024,28,"    "," "
000062,001304.9641,08,2024,47,"    "," "
000063,001711.8929,08,2024,48,2818,1
000063,001304.9641,08,2024,52,2818,1
000063,001427.4620,08,2024,09,"    "," "
000064,001711.8929,08,2024,53,2818,1
000064,001304.9641,08,2024,47,2818,1
000064,001576.5424,08,2024,24,2818,1
000064,001889.6397,08,2024,18,"    ",3
000064,001427.4620,08,2024,09,"    "," "
000065,001304.9641,08,2024,52,2818,1
000065,001576.5424,08,2024,16,"    ",3
000066,001990.8321,08,2024,76,2818,1
000066,001440.6116,08,2024,35,2818,1
000067,001360.0958,08,2024,73,2818,1
000068,001360.0958,08,2024,71,"    ",3
000068,001440.6116,08,2024,35,2818,1
000068,001394.4183,08,2024,30,2818,1
000068,001317.9540,08,2024,42,2812,1
000068,001900.4252,08,2024,10,"    "," "
000069,001146.7498,08,2024,61,2818,1
000069,001213.8133,08,2024,59,2818,1
000069,001576.5424,08,2024,21,"    ",3
000070,002013.9813,08,2024,72,2820,1
000070,001731.7986,08,2024,52,2820,1
000070,001320.1381,08,2024,49,2805,1
000070,001550.0009,08,2024,29,2812,1
000070,001911.6122,08,2024,20,"    ",3
000070,001410.6324,08,2024,34,2820,1
000070,001550.0009,08,2024,29,"    ",3
000070,001922.5232,08,2024,02,"    "," "
000071,002013.9813,08,2024,74,"    ",3
000071,001375.9109,08,2024,71,"    ",3
000071,001333.2791,08,2024,42,2812,1
000071,001457.3629,08,2024,39,2812,1
000071,001333.2791,08,2024,39,2812,1
000071,001444.0604,08,2024,04,"    "," "
000072,001320.1381,08,2024,47,2812,1
000072,001550.0009,08,2024,25,"    ",2
000072,001911.6122,08,2024,15,"    ",3
000072,001444.0604,08,2024,11,"    "," "
000073,001160.0841,08,2024,55,2820,1
000074,001160.0841,08,2024,55,2820,1
000074,001227.9274,08,2024,56,2820,1
000074,001550.0009,08,2024,29,2820,1
000074,001550.0009,08,2024,26,2812,1
000074,001550.0009,08,2024,25,2820,1
000075,001410.6324,08,2024,31,2820,1
000075,001550.0009,08,2024,27,"    ",3
000075,001922.5232,08,2024,06,"    "," "
000075,001444.0604,08,2024,01,"    "," "
000076,001160.0841,08,2024,60,2820,1
000076,001333.2791,08,2024,43,"    ",3
000077,001375.9109,08,2024,79,"    ",3
000077,001731.7986,08,2024,52,2820,1
000078,001227.9274,08,2024,56,2820,1
000078,001457.3629,08,2024,36,2820,1
000078,001457.3629,08,2024,37,2820,1
000078,001550.0009,08,2024,32,2820,1
000078,001444.0604,08,2024,11,"    "," "
000079,001160.0841,08,2024,59,"    ",3
000079,001227.9274,08,2024,62,2820,1
000079,001333.2791,08,2024,37,"    ",3
000079,001922.5232,08,2024,12,"    "," "
000079,001333.2791,08,2024,35,2820,1
000079,001922.5232,08,2024,08,"    "," "
000079,001444.0604,08,2024,02,"    "," "
000080,002013.9813,08,2024,81,"    ",3
000080,001375.9109,08,2024,78,"    ",3
000081,001410.6324,08,2024,27,2820,1
000081,001911.6122,08,2024,24,"    ",3
000081,001444.0604,08,2024,07,"    "," "
000081,001922.5232,08,2024,05,"    "," "
000081,001444.0604,08,2024,03,"    "," "
000082,002013.9813,08,2024,79,"    ",3
000082,001375.9109,08,2024,66,2820,1
000082,001457.3629,08,2024,44,2820,1
000082,001410.6324,08,2024,28,2820,1
000083,001457.3629,08,2024,43,"    ",3
000083,001333.2791,08,2024,43,2820,1
000083,001594.8743,08,2024,18,"    ",3
000084,001457.3629,08,2024,36,2820,1
000084,001550.0009,08,2024,25,2820,1
000084,001444.0604,08,2024,02,"    "," "
000084,001922.5232,08,2024,08,"    "," "
000084,001922.5232,08,2024,06,"    "," "
000085,001333.2791,08,2024,40,2820,1
000086,001160.0841,08,2024,62,2820,1
000086,001320.1381,08,2024,50,2820,1
000086,001594.8743,08,2024,24,2820,1
000086,001444.0604,08,2024,13,"    "," "
000086,001922.5232,08,2024,09,"    "," "
000086,001922.5232,08,2024,06,"    "," "
000087,001387.7419,08,2024,28,2820,1
000087,001387.7419,08,2024,27,2823,1
000088,001298.7160,08,2024,47,"    ",3
000088,001568.9940,08,2024,16,"    ",3
000089,001433.7140,08,2024,36,2823,1
000089,001311.6437,08,2024,37,"    "," "
000089,001568.9940,08,2024,15,"    ",3
000090,001353.5838,08,2024,88,"    ",3
000090,001141.2592,08,2024,56,2823,1
000091,001353.5838,08,2024,82,"    ",3
000091,001311.6437,08,2024,43,2823,1
000092,001208.0016,08,2024,63,2812,1
000092,001880.5922,08,2024,24,2812,1
000092,001353.5838,08,2024,82,"    ",3
000093,001703.6964,08,2024,50,2823,1
000093,001524.8488,08,2024,33,2823,1
000093,001420.6274,08,2024,13,"    "," "
000094,001141.2592,08,2024,62,2823,1
000094,001298.7160,08,2024,52,2823,1
000094,001387.7419,08,2024,28,2823,1
000094,001387.7419,08,2024,30,2812,1
000094,001524.8488,08,2024,32,2823,1
000095,001703.6964,08,2024,47,2823,1
000095,001703.6964,08,2024,49,2823,1
000095,001311.6437,08,2024,42,2823,1
000095,001568.9940,08,2024,17,"    ",3
000095,001891.3261,08,2024,11,"    "," "
000095,001420.6274,08,2024,06,"    "," "
000096,001703.6964,08,2024,54,2823,1
000096,001298.7160,08,2024,51,"    ",3
000096,001420.6274,08,2024,12,"    "," "
000097,001981.3000,08,2024,81,"    ",3
000097,001353.5838,08,2024,80,"    ",3
000097,001141.2592,08,2024,56,"    "," "
000097,001298.7160,08,2024,53,"    "," "
000097,001420.6274,08,2024,06,"    "," "
000098,001141.2592,08,2024,60,2823,1
000098,001208.0016,08,2024,60,"    ",3
000099,001208.0016,08,2024,63,2823,1
000099,001433.7140,08,2024,42,2823,1
000099,001311.6437,08,2024,38,2823,1
000099,001420.6274,08,2024,14,"    "," "
000099,001420.6274,08,2024,09,"    "," "
000100,001141.2592,08,2024,59,2823,1
000100,001524.8488,08,2024,28,2822,1
000100,001524.8488,08,2024,26,2812,1
000101,001141.2592,08,2024,64,2823,1
000101,001208.0016,08,2024,56,2823,1
000101,001568.9940,08,2024,21,2823,1
000101,001880.5922,08,2024,21,"    ",3
000101,001891.3261,08,2024,00,"    "," "
000102,001387.7419,08,2024,34,2823,1
000102,001524.8488,08,2024,26,2823,1
000102,001891.3261,08,2024,08,"    "," "
000102,001420.6274,08,2024,04,"    "," "
000103,001298.7160,08,2024,54,2823,1
000103,001311.6437,08,2024,44,"    ",3
000104,001330.5446,08,2024,89,"    ",3
000104,001862.2012,08,2024,41,2909,1
000104,002047.5786,08,2024,39,2909,1
000104,002807.9816,08,2024,14,"    "," "
000104,002807.9816,08,2024,07,"    "," "
000105,002103.2273,08,2024,56,2909,1
000105,001774.0123,08,2024,55,2909,1
000105,001180.9497,08,2024,90,"    ",3
000106,002103.2273,08,2024,64,2909,1
000106,001774.0123,08,2024,61,2909,1
000106,001888.5872,08,2024,21,"    ",3
000106,002803.8602,08,2024,14,"    "," "
000106,002807.9816,08,2024,13,"    "," "
000107,001862.2012,08,2024,42,2909,1
000107,002803.8602,08,2024,11,"    "," "
000108,001330.5446,08,2024,72,2909,1
000108,001180.9497,08,2024,67,"    ",3
000108,002214.0279,08,2024,51,2909,1
000108,002694.8797,08,2024,25,2909,1
000108,001912.0748,08,2024,20,"    ",3
000109,002214.0279,08,2024,48,2925,1
000109,002047.5786,08,2024,42,2909,1
000109,001912.0748,08,2024,24,2909,1
000109,001888.5872,08,2024,22,2909,1
000109,001888.5872,08,2024,21,"    ",3
000110,001180.9497,08,2024,76,"    ",3
000110,002214.0279,08,2024,51,2909,1
000110,002353.1519,08,2024,46,"    "," "
000110,001888.5872,08,2024,21,"    ",3
000111,001330.5446,08,2024,72,2909,1
000111,001180.9497,08,2024,78,"    ",3
000112,001180.9497,08,2024,84,"    ",3
000112,002214.0279,08,2024,47,2909,1
000112,002214.0279,08,2024,45,2909,1
000112,002097.7035,08,2024,27,2906,1
000112,001912.0748,08,2024,20,"    ",3
000113,001330.5446,08,2024,77,2909,1
000113,002214.0279,08,2024,47,2909,1
000113,002353.1519,08,2024,47,2909,1
000113,001912.0748,08,2024,19,"    ",3
000113,001912.0748,08,2024,15,"    ",3
000114,001862.2012,08,2024,42,2909,1
000114,002353.1519,08,2024,51,2906,1
000115,002097.7035,08,2024,34,2909,1
000115,002694.8797,08,2024,34,2909,1
000115,002807.9816,08,2024,13,"    "," "
000115,002803.8602,08,2024,08,"    "," "
000115,002803.8602,08,2024,05,"    "," "
000115,002803.8602,08,2024,01,"    "," "
000116,002097.7035,08,2024,32,2909,1
000116,002694.8797,08,2024,30,2909,1
000116,002807.9816,08,2024,08,"    "," "
000117,002318.7679,08,2024,53,2912,1
000117,002067.0521,08,2024,28,"    ",3
000117,001884.1358,08,2024,24,2820,1
000117,002655.5024,08,2024,25,"    ",2
000117,001834.9909,08,2024,40,2928,1
000118,001163.6938,08,2024,66,2912,1
000118,001163.6938,08,2024,66,2912,1
000119,001748.0906,08,2024,59,2934,1
000119,001860.9913,08,2024,24,"    ",3
000119,001163.6938,08,2024,88,"    ",3
000120,001748.0906,08,2024,60,2912,1
000120,002067.0521,08,2024,29,2912,1
000120,002655.5024,08,2024,30,"    ",3
000120,002762.8905,08,2024,09,"    "," "
000120,002762.8905,08,2024,03,"    "," "
000120,001860.9913,08,2024,16,"    ",3
000121,001163.6938,08,2024,86,"    ",3
000122,001163.6938,08,2024,66,"    ",3
000122,001834.9909,08,2024,42,2912,1
000122,002017.6596,08,2024,41,2912,1
000122,001860.9913,08,2024,20,"    ",3
000122,002766.9517,08,2024,12,"    "," "
000122,002766.9517,08,2024,07,"    "," "
000123,002318.7679,08,2024,45,2912,1
000123,001884.1358,08,2024,22,"    ",3
000123,001860.9913,08,2024,19,"    ",3
000123,001884.1358,08,2024,16,"    ",3
000124,001748.0906,08,2024,61,2912,1
000125,002181.6767,08,2024,50,2912,1
000125,002318.7679,08,2024,53,"    ",3
000125,002067.0521,08,2024,30,2912,1
000125,002655.5024,08,2024,27,"    ",3
000125,002762.8905,08,2024,08,"    "," "
000125,002766.9517,08,2024,01,"    "," "
000126,001834.9909,08,2024,44,2912,1
000126,002017.6596,08,2024,43,2912,1
000126,001834.9909,08,2024,36,"    "," "
000126,001860.9913,08,2024,23,"    ",3
000126,002762.8905,08,2024,00,"    "," "
000126,001163.6938,08,2024,84,"    ",3
000127,001748.0906,08,2024,62,"    ",3
000127,002181.6767,08,2024,46,"    "," "
000127,002017.6596,08,2024,40,"    ",3
000127,001860.9913,08,2024,21,"    ",3
000127,001860.9913,08,2024,19,"    ",3
000127,001860.9913,08,2024,17,"    ",3
000128,001311.1028,08,2024,76,2912,1
000128,001163.6938,08,2024,71,"    ",3
000129,002072.4952,08,2024,60,2903,1
000129,002318.7679,08,2024,53,2934,1
000129,001163.6938,08,2024,67,2912,1
000129,002655.5024,08,2024,26,2912,1
000129,001163.6938,08,2024,88,"    ",3
000130,002072.4952,08,2024,55,2912,1
000130,002318.7679,08,2024,54,"    ",3
000131,001163.6938,08,2024,72,"    ",3
000131,001834.9909,08,2024,43,2912,1
000131,002017.6596,08,2024,40,"    ",3
000131,002766.9517,08,2024,04,"    "," "
000131,002766.9517,08,2024,00,"    "," "
000132,001310.6092,08,2024,65,2914,1
000132,001747.4324,08,2024,57,"    "," "
000132,001163.2557,08,2024,86,"    ",3
000133,002071.7149,08,2024,63,2914,1
000133,001747.4324,08,2024,63,2914,1
000133,001883.4264,08,2024,20,2914,1
000134,001163.2557,08,2024,66,2914,1
000134,001834.3000,08,2024,39,2914,1
000134,002654.5026,08,2024,34,"    ",3
000134,002765.9099,08,2024,04,"    "," "
000135,001310.6092,08,2024,68,"    ",3
000135,001163.2557,08,2024,68,"    ",3
000135,001310.6092,08,2024,98,"    ",3
000135,001860.2907,08,2024,22,2914,1
000136,001834.3000,08,2024,40,2922,1
000136,002016.9000,08,2024,42,"    "," "
000136,001860.2907,08,2024,16,"    ",3
000136,001883.4264,08,2024,15,"    ",3
000136,001834.3000,08,2024,38,2914,1
000137,001163.2557,08,2024,72,"    ",3
000137,001834.3000,08,2024,42,2914,1
000138,001163.2557,08,2024,69,"    ",3
000139,001834.3000,08,2024,37,2914,1
000139,002654.5026,08,2024,31,2914,1
000139,002765.9099,08,2024,06,"    "," "
000140,002066.2739,08,2024,26,2914,1
000141,002066.2739,08,2024,34,2914,1
000141,002654.5026,08,2024,32,2914,1
000141,002761.8503,08,2024,13,"    "," "
000141,002761.8503,08,2024,04,"    "," "
000141,002071.7149,08,2024,58,2906,1
000141,001747.4324,08,2024,56,2914,1
000142,002317.8949,08,2024,52,2926,1
000142,002066.2739,08,2024,28,2914,1
000142,001883.4264,08,2024,23,2914,1
000142,001860.2907,08,2024,16,"    ",3
000143,001163.2557,08,2024,81,"    ",3
000144,001834.3000,08,2024,42,2906,1
000144,002016.9000,08,2024,38,"    ",3
000144,001860.2907,08,2024,16,"    ",3
000144,002765.9099,08,2024,09,"    "," "
000145,002071.7149,08,2024,62,2914,1
000145,001747.4324,08,2024,61,2914,1
000146,002180.8553,08,2024,53,2914,1
000146,002066.2739,08,2024,29,"    "," "
000146,002066.2739,08,2024,25,2914,1
000146,002066.2739,08,2024,25,2914,1
000147,002066.2739,08,2024,26,2914,1
000148,002180.8553,08,2024,54,7404,1
000148,002317.8949,08,2024,54,"    ",3
000148,002066.2739,08,2024,34,7404,1
000148,002654.5026,08,2024,32,"    ",3
000148,002761.8503,08,2024,09,"    "," "
000148,002761.8503,08,2024,01,"    "," "
000148,002066.2739,08,2024,26,2914,1
000148,002654.5026,08,2024,26,2914,1
000148,002761.8503,08,2024,01,"    "," "
000148,002066.2739,08,2024,30,2914,1
000148,002654.5026,08,2024,30,"    ",3
000148,002761.8503,08,2024,01,"    "," "
000149,001741.0306,08,2024,42,2909,1
000149,001914.3457,08,2024,41,2906,1
000149,001765.6996,08,2024,20,"    ",3
000149,001787.6590,08,2024,17,"    ",3
000149,002625.2704,08,2024,08,"    "," "
000149,002621.4172,08,2024,09,"    "," "
000150,002069.9644,08,2024,52,2916,1
000150,001914.3457,08,2024,42,"    "," "
000150,002621.4172,08,2024,14,"    "," "
000150,002625.2704,08,2024,13,"    "," "
000150,002625.2704,08,2024,12,"    "," "
000151,002069.9644,08,2024,46,2916,1
000151,001914.3457,08,2024,42,2916,1
000151,001765.6996,08,2024,18,"    ",3
000151,002621.4172,08,2024,12,"    "," "
000151,002625.2704,08,2024,11,"    "," "
000152,001243.9680,08,2024,82,"    ",3
000153,001966.3734,08,2024,58,2916,1
000154,001966.3734,08,2024,63,2916,1
000155,001243.9680,08,2024,71,2916,1
000156,001658.5800,08,2024,62,2916,1
000156,001741.0306,08,2024,44,2916,1
000156,001914.3457,08,2024,41,"    "," "
000156,001787.6590,08,2024,19,"    ",3
000156,001765.6996,08,2024,17,"    ",3
000156,002621.4172,08,2024,11,"    "," "
000157,001243.9680,08,2024,67,"    ",3
000158,001741.0306,08,2024,44,2916,1
000158,001914.3457,08,2024,35,2916,1
000158,002621.4172,08,2024,12,"    "," "
000158,002621.4172,08,2024,05,"    "," "
000159,001772.4778,08,2024,42,2914,1
000159,001948.9234,08,2024,35,2917,1
000160,001266.4371,08,2024,65,2917,1
000160,001688.5379,08,2024,58,2917,1
000160,001996.6333,08,2024,32,"    ",2
000160,002565.0366,08,2024,30,"    "," "
000160,001819.9484,08,2024,18,"    ",3
000160,002672.6891,08,2024,13,"    "," "
000161,001266.4371,08,2024,66,2917,1
000161,001124.0499,08,2024,65,2917,1
000161,001772.4778,08,2024,37,2917,1
000162,002001.8909,08,2024,56,2917,1
000162,001688.5379,08,2024,56,"    "," "
000162,001819.9484,08,2024,15,"    ",3
000162,001819.9484,08,2024,18,"    ",3
000162,001797.5924,08,2024,17,"    ",3
000163,001688.5379,08,2024,64,2917,1
000163,001996.6333,08,2024,28,2917,1
