Area_slug,Year,Value,variable,type,method,pi80_lo,pi80_hi,pi95_lo,pi95_hi,__source__
alabat quezon,2029,25.820880560763367,WX_tmin_avg,forecast,ETS,25.81194983783139,25.829811283695346,25.807205391273772,25.83455573025296,weather_tmin_avg_city_forecast.csv
alabat quezon,2018,23.97945205479452,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
alabat quezon,2019,23.692054794520548,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
alabat quezon,2020,24.0103825136612,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
alabat quezon,2021,24.26931506849315,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
alabat quezon,2022,24.49369863013699,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
alabat quezon,2023,24.74493150684932,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
alabat quezon,2024,4605.569701114625,WX_total_rain_mm,forecast,ETS,4605.38178109015,4605.7576211391,4605.281948577149,4605.857453652101,weather_total_rain_mm_city_forecast.csv
alabat quezon,2025,5040.7834875228555,WX_total_rain_mm,forecast,ETS,5040.595567498381,5040.97140754733,5040.495734985379,5041.071240060332,weather_total_rain_mm_city_forecast.csv
alabat quezon,2026,5517.123790773063,WX_total_rain_mm,forecast,ETS,5516.935870748588,5517.311710797538,5516.836038235587,5517.411543310539,weather_total_rain_mm_city_forecast.csv
alabat quezon,2027,6038.476954635551,WX_total_rain_mm,forecast,ETS,6038.289034611076,6038.664874660026,6038.189202098075,6038.764707173027,weather_total_rain_mm_city_forecast.csv
alabat quezon,2028,6609.096571776456,WX_total_rain_mm,forecast,ETS,6608.908651751981,6609.2844918009305,6608.80881923898,6609.384324313932,weather_total_rain_mm_city_forecast.csv
alabat quezon,2029,7233.638187777698,WX_total_rain_mm,forecast,ETS,7233.450267753223,7233.826107802172,7233.350435240221,7233.925940315174,weather_total_rain_mm_city_forecast.csv
alabat quezon,2018,3178.5,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
alabat quezon,2019,1845.4,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
alabat quezon,2020,4243.6,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
alabat quezon,2021,3794.1,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
alabat quezon,2022,3866.6,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
alabat quezon,2023,3923.8,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
alabat quezon,2024,228.7384595615743,WX_wet_days,forecast,ETS,228.5725070993857,228.90441202376292,228.484344853848,228.9925742693006,weather_wet_days_city_forecast.csv
alabat quezon,2025,242.30900699218265,WX_wet_days,forecast,ETS,242.143054529994,242.47495945437123,242.05489228445632,242.56312169990892,weather_wet_days_city_forecast.csv
alabat quezon,2026,256.68466501905635,WX_wet_days,forecast,ETS,256.51871255686774,256.85061748124497,256.43055031133,256.9387797267827,weather_wet_days_city_forecast.csv
alabat quezon,2027,271.91319907505874,WX_wet_days,forecast,ETS,271.74724661287013,272.07915153724736,271.6590843673324,272.1673137827851,weather_wet_days_city_forecast.csv
alabat quezon,2028,288.045208410652,WX_wet_days,forecast,ETS,287.87925594846337,288.2111608728406,287.79109370292565,288.2993231183783,weather_wet_days_city_forecast.csv
alabat quezon,2029,305.13429421803465,WX_wet_days,forecast,ETS,304.96834175584604,305.30024668022327,304.8801795103083,305.388408925761,weather_wet_days_city_forecast.csv
alabat quezon,2018,178.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
alabat quezon,2019,138.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
alabat quezon,2020,203.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
alabat quezon,2021,190.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
alabat quezon,2022,222.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
alabat quezon,2023,203.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
alabat quezon,2024,1.877126278838725,WX_wind_speed_avg,forecast,ETS,1.5133394356037049,2.2409131220737453,1.3200776751351002,2.43417488254235,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2025,1.9248402630397097,WX_wind_speed_avg,forecast,ETS,1.5610534198046893,2.28862710627473,1.3677916593360848,2.4818888667433345,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2026,1.9737670714997737,WX_wind_speed_avg,forecast,ETS,1.609980228264753,2.337553914734794,1.4167184677961486,2.5308156752033986,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2027,2.0239375325537976,WX_wind_speed_avg,forecast,ETS,1.6601506893187772,2.387724375788818,1.4668889288501727,2.5809861362574225,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2028,2.075383258150796,WX_wind_speed_avg,forecast,ETS,1.7115964149157754,2.439170101385816,1.518334654447171,2.6324318618544207,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2029,2.1281366637723163,WX_wind_speed_avg,forecast,ETS,1.7643498205372958,2.4919235070073364,1.5710880600686914,2.685185267475941,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2018,1.793388429752066,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2019,1.6082191780821915,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2020,1.524590163934426,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2021,1.772602739726027,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2022,1.5808219178082192,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
alabat quezon,2023,2.095890410958904,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2024,1.959213994823818,WX_heavy_rain_days,forecast,ETS,-0.5804038895263215,4.498831879173958,-1.929575890587333,5.84800388023497,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2025,1.492255573353143,WX_heavy_rain_days,forecast,ETS,-1.0473623109969965,4.031873457703282,-2.396534312058008,5.381045458764294,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2026,1.136591869028459,WX_heavy_rain_days,forecast,ETS,-1.4030260153216805,3.6762097533785982,-2.7521980163826916,5.025381754439611,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2027,0.8656969354376749,WX_heavy_rain_days,forecast,ETS,-1.673920948912465,3.4053148197878143,-3.023092949973476,4.754486820848826,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2028,0.659367011543716,WX_heavy_rain_days,forecast,ETS,-1.8802508728064236,3.1989848958938554,-3.229422873867435,4.548156896954867,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2029,0.5022136940940937,WX_heavy_rain_days,forecast,ETS,-2.037404190256046,3.041831578444233,-3.3865761913170576,4.391003579505245,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2018,13.0,WX_heavy_rain_days,history,ETS,,,,,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2019,3.0,WX_heavy_rain_days,history,ETS,,,,,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2020,7.0,WX_heavy_rain_days,history,ETS,,,,,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2021,7.0,WX_heavy_rain_days,history,ETS,,,,,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2022,9.0,WX_heavy_rain_days,history,ETS,,,,,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2023,1.0,WX_heavy_rain_days,history,ETS,,,,,weather_heavy_rain_days_city_forecast.csv
ambulong batangas,2024,79.95663196279202,WX_rh_avg,forecast,ETS,79.9287744933838,79.98448943220023,79.91397521276068,79.99928871282336,weather_rh_avg_city_forecast.csv
ambulong batangas,2025,79.59639686191794,WX_rh_avg,forecast,ETS,79.56853939250972,79.62425433132616,79.5537401118866,79.63905361194928,weather_rh_avg_city_forecast.csv
ambulong batangas,2026,79.23778475746975,WX_rh_avg,forecast,ETS,79.20992728806154,79.26564222687797,79.19512800743841,79.2804415075011,weather_rh_avg_city_forecast.csv
ambulong batangas,2027,78.88078833723,WX_rh_avg,forecast,ETS,78.85293086782178,78.90864580663822,78.83813158719866,78.92344508726134,weather_rh_avg_city_forecast.csv
ambulong batangas,2028,78.5254003219255,WX_rh_avg,forecast,ETS,78.49754285251728,78.55325779133372,78.48274357189416,78.56805707195684,weather_rh_avg_city_forecast.csv
ambulong batangas,2029,78.1716134650791,WX_rh_avg,forecast,ETS,78.14375599567089,78.19947093448732,78.12895671504776,78.21427021511045,weather_rh_avg_city_forecast.csv
ambulong batangas,2018,81.9013698630137,WX_rh_avg,history,ETS,,,,,weather_rh_avg_city_forecast.csv
ambulong batangas,2019,81.13972602739726,WX_rh_avg,history,ETS,,,,,weather_rh_avg_city_forecast.csv
ambulong batangas,2020,82.30681818181819,WX_rh_avg,history,ETS,,,,,weather_rh_avg_city_forecast.csv
ambulong batangas,2021,81.35068493150685,WX_rh_avg,history,ETS,,,,,weather_rh_avg_city_forecast.csv
ambulong batangas,2022,81.22191780821917,WX_rh_avg,history,ETS,,,,,weather_rh_avg_city_forecast.csv
ambulong batangas,2023,79.4904109589041,WX_rh_avg,history,ETS,,,,,weather_rh_avg_city_forecast.csv
ambulong batangas,2024,27.92016061179041,WX_tavg_avg,forecast,ETS,27.917396341732957,27.922924881847862,27.915927823264933,27.92439340031589,weather_tavg_avg_city_forecast.csv
ambulong batangas,2025,27.90236392480198,WX_tavg_avg,forecast,ETS,27.899599654744524,27.905128194859433,27.8981311362765,27.906596713327456,weather_tavg_avg_city_forecast.csv
ambulong batangas,2026,27.884578581661906,WX_tavg_avg,forecast,ETS,27.881814311604447,27.887342851719357,27.880345793136424,27.88881137018738,weather_tavg_avg_city_forecast.csv
ambulong batangas,2027,27.86680457513945,WX_tavg_avg,forecast,ETS,27.864040305081996,27.869568845196905,27.862571786613973,27.87103736366493,weather_tavg_avg_city_forecast.csv
ambulong batangas,2028,27.849041898008508,WX_tavg_avg,forecast,ETS,27.846277627951057,27.851806168065963,27.84480910948303,27.853274686533982,weather_tavg_avg_city_forecast.csv
ambulong batangas,2029,27.83129054304756,WX_tavg_avg,forecast,ETS,27.828526272990104,27.834054813105013,27.82705775452208,27.835523331573036,weather_tavg_avg_city_forecast.csv
ambulong batangas,2018,27.9072602739726,WX_tavg_avg,history,ETS,,,,,weather_tavg_avg_city_forecast.csv
ambulong batangas,2019,28.008082191780822,WX_tavg_avg,history,ETS,,,,,weather_tavg_avg_city_forecast.csv
ambulong batangas,2020,28.28366477272728,WX_tavg_avg,history,ETS,,,,,weather_tavg_avg_city_forecast.csv
ambulong batangas,2021,27.904931506849312,WX_tavg_avg,history,ETS,,,,,weather_tavg_avg_city_forecast.csv
ambulong batangas,2022,27.82684931506849,WX_tavg_avg,history,ETS,,,,,weather_tavg_avg_city_forecast.csv
ambulong batangas,2023,27.966712328767123,WX_tavg_avg,history,ETS,,,,,weather_tavg_avg_city_forecast.csv
ambulong batangas,2024,31.622701767255503,WX_tmax_avg,forecast,ETS,31.622494650767944,31.62290888374307,31.62238462013393,31.623018914377084,weather_tmax_avg_city_forecast.csv
ambulong batangas,2025,31.490915671219227,WX_tmax_avg,forecast,ETS,31.490708554731665,31.49112278770679,31.49059852409765,31.491232818340805,weather_tmax_avg_city_forecast.csv
ambulong batangas,2026,31.35967878743041,WX_tmax_avg,forecast,ETS,31.35947167094285,31.359885903917977,31.359361640308833,31.35999593455199,weather_tmax_avg_city_forecast.csv
ambulong batangas,2027,31.228988827073305,WX_tmax_avg,forecast,ETS,31.228781710585743,31.229195943560867,31.228671679951727,31.229305974194883,weather_tmax_avg_city_forecast.csv
ambulong batangas,2028,31.098843510870672,WX_tmax_avg,forecast,ETS,31.09863639438311,31.099050627358235,31.098526363749095,31.09916065799225,weather_tmax_avg_city_forecast.csv
ambulong batangas,2029,30.969240569044093,WX_tmax_avg,forecast,ETS,30.96903345255653,30.969447685531655,30.968923421922515,30.96955771616567,weather_tmax_avg_city_forecast.csv
ambulong batangas,2018,32.113150684931504,WX_tmax_avg,history,ETS,,,,,weather_tmax_avg_city_forecast.csv
ambulong batangas,2019,32.46109589041096,WX_tmax_avg,history,ETS,,,,,weather_tmax_avg_city_forecast.csv
ambulong batangas,2020,32.611647727272725,WX_tmax_avg,history,ETS,,,,,weather_tmax_avg_city_forecast.csv
ambulong batangas,2021,31.85232876712329,WX_tmax_avg,history,ETS,,,,,weather_tmax_avg_city_forecast.csv
ambulong batangas,2022,31.74493150684932,WX_tmax_avg,history,ETS,,,,,weather_tmax_avg_city_forecast.csv
ambulong batangas,2023,31.757534246575343,WX_tmax_avg,history,ETS,,,,,weather_tmax_avg_city_forecast.csv
ambulong batangas,2024,24.22094254820295,WX_tmin_avg,forecast,ETS,24.214895301697876,24.22698979470802,24.211682701992057,24.23020239441384,weather_tmin_avg_city_forecast.csv
ambulong batangas,2025,24.3207332351614,WX_tmin_avg,forecast,ETS,24.31468598865633,24.326780481666475,24.31147338895051,24.329993081372297,weather_tmin_avg_city_forecast.csv
ambulong batangas,2026,24.420935061413207,WX_tmin_avg,forecast,ETS,24.414887814908138,24.42698230791828,24.411675215202315,24.4301949076241,weather_tmin_avg_city_forecast.csv
ambulong batangas,2027,24.521549720859102,WX_tmin_avg,forecast,ETS,24.515502474354033,24.52759696736418,24.512289874648214,24.53080956707,weather_tmin_avg_city_forecast.csv
ambulong batangas,2028,24.62257891437874,WX_tmin_avg,forecast,ETS,24.616531667873662,24.62862616088381,24.613319068167847,24.63183876058963,weather_tmin_avg_city_forecast.csv
ambulong batangas,2029,24.7240243498594,WX_tmin_avg,forecast,ETS,24.717977103354325,24.73007159636447,24.714764503648507,24.73328419607029,weather_tmin_avg_city_forecast.csv
ambulong batangas,2018,23.7013698630137,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
ambulong batangas,2019,23.555068493150685,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
ambulong batangas,2020,23.955681818181816,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
ambulong batangas,2021,23.957534246575342,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
ambulong batangas,2022,23.90876712328767,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
ambulong batangas,2023,24.175890410958907,WX_tmin_avg,history,ETS,,,,,weather_tmin_avg_city_forecast.csv
ambulong batangas,2024,1892.7587521221851,WX_total_rain_mm,forecast,ETS,1892.572382489212,1892.9451217551584,1892.4733736216951,1893.044130622675,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2025,1902.966018171507,WX_total_rain_mm,forecast,ETS,1902.7796485385336,1903.15238780448,1902.680639671017,1903.2513966719969,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2026,1913.2283299471164,WX_total_rain_mm,forecast,ETS,1913.0419603141431,1913.4146995800895,1912.9429514466265,1913.5137084476064,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2027,1923.5459842995128,WX_total_rain_mm,forecast,ETS,1923.3596146665395,1923.7323539324857,1923.2606057990224,1923.8313628000024,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2028,1933.9192796800423,WX_total_rain_mm,forecast,ETS,1933.7329100470693,1934.1056493130152,1933.6339011795524,1934.2046581805323,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2029,1944.3485161495469,WX_total_rain_mm,forecast,ETS,1944.1621465165736,1944.53488578252,1944.063137649057,1944.6338946500368,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2018,2119.22,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2019,1494.9,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2020,1877.1,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2021,1772.3,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2022,2218.5,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2023,1756.5,WX_total_rain_mm,history,ETS,,,,,weather_total_rain_mm_city_forecast.csv
ambulong batangas,2024,150.60456538630083,WX_wet_days,forecast,ETS,150.4993470965338,150.70978367606787,150.44344988009505,150.76568089250662,weather_wet_days_city_forecast.csv
ambulong batangas,2025,158.0509538664946,WX_wet_days,forecast,ETS,157.94573557672757,158.15617215626165,157.88983836028882,158.2120693727004,weather_wet_days_city_forecast.csv
ambulong batangas,2026,165.86551645386592,WX_wet_days,forecast,ETS,165.76029816409888,165.97073474363296,165.70440094766013,166.0266319600717,weather_wet_days_city_forecast.csv
ambulong batangas,2027,174.0664568955813,WX_wet_days,forecast,ETS,173.96123860581426,174.1716751853483,173.9053413893755,174.22757240178709,weather_wet_days_city_forecast.csv
ambulong batangas,2028,182.6728789923533,WX_wet_days,forecast,ETS,182.56766070258627,182.7780972821203,182.51176348614752,182.8339944985591,weather_wet_days_city_forecast.csv
ambulong batangas,2029,191.70483110006955,WX_wet_days,forecast,ETS,191.59961281030252,191.8100493898366,191.54371559386377,191.86594660627537,weather_wet_days_city_forecast.csv
ambulong batangas,2018,126.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
ambulong batangas,2019,98.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
ambulong batangas,2020,128.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
ambulong batangas,2021,133.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
ambulong batangas,2022,146.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
ambulong batangas,2023,138.0,WX_wet_days,history,ETS,,,,,weather_wet_days_city_forecast.csv
ambulong batangas,2024,2.108159214295516,WX_wind_speed_avg,forecast,ETS,2.0880435738912375,2.1282748546997947,2.0773571399264648,2.1389612886645675,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2025,2.14107397990807,WX_wind_speed_avg,forecast,ETS,2.1209583395037908,2.161189620312348,2.110271905539018,2.1718760542771207,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2026,2.174502644939596,WX_wind_speed_avg,forecast,ETS,2.1543870045353173,2.1946182853438745,2.1437005705705445,2.2053047193086472,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2027,2.208453232920201,WX_wind_speed_avg,forecast,ETS,2.1883375925159223,2.2285688733244795,2.1776511585511495,2.2392553072892523,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2028,2.2429338926516555,WX_wind_speed_avg,forecast,ETS,2.222818252247377,2.263049533055934,2.212131818282604,2.273735967020707,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2029,2.2779529001632643,WX_wind_speed_avg,forecast,ETS,2.2578372597589857,2.298068540567543,2.247150825794213,2.3087549745323157,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2018,1.9397260273972603,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2019,1.9232876712328768,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2020,1.8465909090909087,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
ambulong batangas,2021,2.3095890410958906,WX_wind_speed_avg,history,ETS,,,,,weather_wind_speed_avg_city_forecast.csv
