"Household Unique Sequential Number","Final Weight Based on Projection (provincial projections)","Survey Month","Survey Year","C05-Age as of Last Birthday","C11 - Location of Work (Province, Municipality)","New Employment Criteria (jul 05, 2005)"
000028,001683.4364,06,2024,03,"    "," "
000028,002284.6549,06,2024,01,"    "," "
000029,001770.7675,06,2024,50,2812,1
000029,002012.7819,06,2024,43,2812,1
000029,002013.3648,06,2024,21,"    ",3
000029,001590.8986,06,2024,18,"    ",3
000029,002284.6549,06,2024,14,"    "," "
000029,001647.8539,06,2024,25,2812,1
000029,001747.8879,06,2024,34,2812,1
000030,001481.0790,06,2024,63,"    ",3
000030,001647.8539,06,2024,27,2812,1
000030,001590.8986,06,2024,24,2812,1
000031,001624.4084,06,2024,42,2812,1
000031,001747.8879,06,2024,29,"    ",3
000031,002284.6549,06,2024,05,"    "," "
000031,001683.4364,06,2024,02,"    "," "
000031,001683.4364,06,2024,01,"    "," "
000032,001075.7275,06,2024,85,"    ",3
000032,001151.4232,06,2024,79,"    ",3
000032,002012.7819,06,2024,41,2812,1
000032,002013.3648,06,2024,19,"    ",3
000033,001624.4084,06,2024,43,2812,1
000033,001380.5059,06,2024,45,2812,1
000033,001590.8986,06,2024,23,2812,1
000033,001590.8986,06,2024,21,"    ",3
000034,001481.0790,06,2024,63,2812,1
000034,001380.5059,06,2024,54,2812,1
000034,002013.3648,06,2024,22,"    ",2
000035,001778.3010,06,2024,54,2812,1
000035,001386.3791,06,2024,47,2812,1
000035,001597.6668,06,2024,23,2812,1
000035,001597.6668,06,2024,17,2812,1
000035,002294.3747,06,2024,13,"    "," "
000035,001690.5984,06,2024,11,"    "," "
000036,001631.3193,06,2024,38,2812,1
000036,001631.3193,06,2024,35,2812,1
000036,001654.8645,06,2024,33,2812,1
000036,001755.3240,06,2024,34,2812,1
000036,001597.6668,06,2024,19,"    ",3
000036,002294.3747,06,2024,09,"    "," "
000036,001156.3218,06,2024,72,"    ",3
000037,001080.3040,06,2024,66,2812,1
000037,001156.3218,06,2024,71,2812,1
000038,001080.3040,06,2024,71,"    ",3
000038,001435.6319,06,2024,64,"    ",3
000038,001597.6668,06,2024,23,"    ",3
000039,001487.3801,06,2024,55,2812,1
000039,001435.6319,06,2024,57,2812,1
000039,001654.8645,06,2024,31,2812,1
000039,001654.8645,06,2024,26,2812,1
000039,001755.3240,06,2024,25,2812,1
000039,002021.9304,06,2024,18,2812,1
000039,001755.3240,06,2024,32,2812,1
000039,002294.3747,06,2024,14,"    "," "
000040,001487.3801,06,2024,64,2812,1
000040,001654.8645,06,2024,32,2812,1
000041,001631.3193,06,2024,39,2812,1
000041,002021.9304,06,2024,22,"    ",3
000041,001690.5984,06,2024,03,"    "," "
000041,002294.3747,06,2024,02,"    "," "
000042,001778.3010,06,2024,46,2812,1
000042,001654.8645,06,2024,34,2808,1
000042,002021.3450,06,2024,41,2812,1
000042,001597.6668,06,2024,18,"    ",3
000042,002021.9304,06,2024,17,"    ",3
000042,002294.3747,06,2024,14,"    "," "
000043,001654.8645,06,2024,32,2812,1
000043,001755.3240,06,2024,31,2812,1
000043,001690.5984,06,2024,10,"    "," "
000044,001487.3801,06,2024,57,2812,1
000045,001156.3218,06,2024,73,"    ",3
000045,001597.6668,06,2024,18,"    ",3
000045,002294.3747,06,2024,14,"    "," "
000046,001156.3218,06,2024,80,"    ",3
000046,001080.3040,06,2024,81,"    ",3
000046,001755.3240,06,2024,25,2812,1
000046,001386.3791,06,2024,54,2812,1
000047,001080.3040,06,2024,68,"    ",3
000047,001156.3218,06,2024,69,"    ",3
000047,001435.6319,06,2024,56,2812,1
000048,001778.3010,06,2024,50,2812,1
000048,001386.3791,06,2024,53,2812,1
000048,001597.6668,06,2024,18,"    ",3
000049,001778.3010,06,2024,46,2804,1
000049,001386.3791,06,2024,46,2804,1
000049,002021.9304,06,2024,18,2804,1
000049,001690.5984,06,2024,14,"    "," "
000050,001386.3791,06,2024,48,2812,1
000051,001386.3791,06,2024,53,"    ",3
000051,001654.8645,06,2024,32,2820,1
000051,002294.3747,06,2024,12,"    "," "
000052,001487.3801,06,2024,60,"    ",3
000052,001435.6319,06,2024,58,"    ",3
000052,002021.9304,06,2024,24,"    ",3
000053,001597.6668,06,2024,21,"    ",3
000054,001386.3791,06,2024,48,2812,1
000055,002021.3450,06,2024,40,2812,1
000055,002021.9304,06,2024,19,"    ",3
000055,002021.9304,06,2024,17,"    ",3
000055,002294.3747,06,2024,12,"    "," "
000055,001690.5984,06,2024,03,"    "," "
000055,001631.3193,06,2024,39,"    "," "
000056,001156.3218,06,2024,70,"    ",3
000056,001597.6668,06,2024,23,"    ",3
000056,001597.6668,06,2024,20,"    ",3
000056,001690.5984,06,2024,14,"    "," "
000057,001766.6355,06,2024,53,2816,1
000057,001377.2846,06,2024,51,2816,1
000057,001743.8093,06,2024,26,2816,1
000058,001644.0087,06,2024,29,2815,1
000058,001743.8093,06,2024,33,2805,1
000058,001679.5082,06,2024,04,"    "," "
000058,001679.5082,06,2024,01,"    "," "
000059,001477.6230,06,2024,63,2816,1
000059,001426.2143,06,2024,56,"    ",3
000059,001743.8093,06,2024,28,2812,1
000059,001644.0087,06,2024,25,2819,1
000060,001644.0087,06,2024,34,2816,1
000060,001743.8093,06,2024,30,2816,1
000060,002279.3238,06,2024,10,"    "," "
000060,002279.3238,06,2024,09,"    "," "
000061,001644.0087,06,2024,28,2816,1
000061,001743.8093,06,2024,25,2816,1
000061,001679.5082,06,2024,05,"    "," "
000061,001679.5082,06,2024,02,"    "," "
000062,001073.2173,06,2024,74,2816,1
000062,001148.7364,06,2024,73,2816,1
000062,001679.5082,06,2024,13,"    "," "
000062,001679.5082,06,2024,11,"    "," "
000062,002008.0852,06,2024,36,"    "," "
000063,001620.6180,06,2024,38,2816,1
000063,002279.3238,06,2024,11,"    "," "
000063,001679.5082,06,2024,08,"    "," "
000063,001073.2173,06,2024,77,2812,1
000063,001148.7364,06,2024,76,2816,1
000063,001679.5082,06,2024,12,"    "," "
000063,002279.3238,06,2024,04,"    "," "
000064,002008.0852,06,2024,43,2820,1
000064,001679.5082,06,2024,11,"    "," "
000064,001679.5082,06,2024,14,"    "," "
000065,001073.2173,06,2024,76,2816,1
000065,001148.7364,06,2024,70,2816,1
000065,001620.6180,06,2024,41,2816,1
000065,001620.6180,06,2024,39,2805,1
000065,001644.0087,06,2024,30,2820,1
000066,001644.0087,06,2024,34,2812,1
000066,001743.8093,06,2024,33,2816,1
000067,001766.6355,06,2024,45,2816,1
000067,001587.1863,06,2024,18,"    ",3
000067,002008.6667,06,2024,16,"    ",3
000067,001679.5082,06,2024,12,"    "," "
000067,001587.1863,06,2024,21,2816,1
000067,002008.6667,06,2024,19,2816,1
000067,001148.7364,06,2024,73,"    ",3
000068,001620.6180,06,2024,38,2816,1
000068,001679.5082,06,2024,14,"    "," "
000068,001477.6230,06,2024,58,2816,1
000068,001426.2143,06,2024,55,2816,1
000068,001743.8093,06,2024,34,"    "," "
000069,001426.2143,06,2024,62,2816,1
000069,001148.7364,06,2024,83,2816,1
000069,001477.6230,06,2024,56,2816,1
000069,001587.1863,06,2024,23,"    ",3
000069,001587.1863,06,2024,18,"    ",3
000069,002279.3238,06,2024,12,"    "," "
000069,002279.3238,06,2024,10,"    "," "
000069,002008.0852,06,2024,40,"    "," "
000070,001766.6355,06,2024,46,2816,1
000070,001377.2846,06,2024,48,2816,1
000070,002008.6667,06,2024,23,"    ",3
000070,001587.1863,06,2024,20,"    ",3
000071,001620.6180,06,2024,38,2816,1
000071,001377.2846,06,2024,46,2812,1
000071,001587.1863,06,2024,15,"    ",3
000072,001073.2173,06,2024,71,"    ",3
000072,001426.2143,06,2024,61,2816,1
000072,001743.8093,06,2024,30,2816,1
000073,001477.6230,06,2024,64,2816,1
000073,001426.2143,06,2024,63,2816,1
000073,002008.6667,06,2024,22,"    ",3
000073,001620.6180,06,2024,36,2816,1
000074,001477.6230,06,2024,57,"    ",3
000074,001766.6355,06,2024,52,"    "," "
000075,001148.7364,06,2024,79,2816,1
000076,001644.0087,06,2024,34,2805,1
000076,001743.8093,06,2024,30,2805,1
000076,001679.5082,06,2024,07,"    "," "
000076,001679.5082,06,2024,04,"    "," "
000076,001620.6180,06,2024,43,2816,1
000076,001073.2173,06,2024,75,"    ",3
000076,001148.7364,06,2024,73,"    ",3
000077,001992.0502,06,2024,39,2821,1
000077,001992.0502,06,2024,35,2821,1
000078,001064.6474,06,2024,70,"    ",3
000079,001139.5635,06,2024,83,"    ",3
000079,001607.6770,06,2024,41,2821,1
000079,001752.5285,06,2024,50,2821,1
000080,001064.6474,06,2024,78,"    ",3
000080,001139.5635,06,2024,75,"    ",3
000080,001607.6770,06,2024,43,2821,1
000080,001992.0502,06,2024,38,2821,1
000080,001574.5122,06,2024,16,"    ",3
000080,002261.1229,06,2024,09,"    "," "
000081,001465.8238,06,2024,57,2821,1
000081,001414.8256,06,2024,63,"    ",3
000081,001729.8845,06,2024,31,2821,1
000081,001729.8845,06,2024,26,2820,1
000081,001992.0502,06,2024,35,2818,1
000081,002261.1229,06,2024,02,"    "," "
000081,001607.6770,06,2024,35,2821,1
000081,001729.8845,06,2024,34,2821,1
000081,001666.0969,06,2024,11,"    "," "
000081,001574.5122,06,2024,24,2821,1
000081,001729.8845,06,2024,30,"    ",3
000081,002261.1229,06,2024,04,"    "," "
000082,001607.6770,06,2024,42,2812,1
000082,001992.0502,06,2024,36,2821,1
000082,002261.1229,06,2024,12,"    "," "
000083,001607.6770,06,2024,41,2821,1
000083,001992.0502,06,2024,40,2821,1
000083,002261.1229,06,2024,14,"    "," "
000083,001666.0969,06,2024,09,"    "," "
000084,001465.8238,06,2024,58,2821,1
000084,001414.8256,06,2024,58,2821,1
000084,001630.8809,06,2024,32,2812,1
000084,001729.8845,06,2024,32,"    ",3
000084,001666.0969,06,2024,07,"    "," "
000084,001666.0969,06,2024,04,"    "," "
000084,001666.0969,06,2024,04,"    "," "
000085,001607.6770,06,2024,44,2821,1
000085,001992.0502,06,2024,43,2821,1
000085,001992.6270,06,2024,23,"    ",3
000085,001607.6770,06,2024,35,2812,1
000086,001064.6474,06,2024,68,"    ",3
000086,001414.8256,06,2024,61,"    ",3
000086,001465.8238,06,2024,60,"    ",3
000086,001992.6270,06,2024,17,"    ",3
000086,001992.0502,06,2024,42,"    "," "
000087,001064.6474,06,2024,85,"    ",3
000087,001139.5635,06,2024,79,"    ",3
000087,001752.5285,06,2024,46,2821,1
000088,001508.9363,06,2024,61,2822,1
000088,001678.8480,06,2024,27,2812,1
000088,001406.4716,06,2024,54,"    "," "
000089,001804.0735,06,2024,48,2822,1
000089,002050.6399,06,2024,42,2822,1
000089,001620.8214,06,2024,23,2822,1
000089,001620.8214,06,2024,19,2822,1
000089,001678.8480,06,2024,30,2822,1
000089,001780.7635,06,2024,26,2822,1
000089,001678.8480,06,2024,27,2822,1
000089,002051.2337,06,2024,21,2822,1
000089,002327.6265,06,2024,04,"    "," "
000089,001715.0998,06,2024,02,"    "," "
000090,001508.9363,06,2024,55,2822,1
000090,001406.4716,06,2024,54,2822,1
000090,001620.8214,06,2024,20,2822,1
000090,002051.2337,06,2024,19,"    ",3
000090,001620.8214,06,2024,16,"    ",3
000091,001406.4716,06,2024,53,2822,1
000091,001780.7635,06,2024,34,"    "," "
000092,001804.0735,06,2024,52,2822,1
000092,001406.4716,06,2024,53,2822,1
000092,001678.8480,06,2024,31,2822,1
000092,001780.7635,06,2024,30,"    ",3
000092,001715.0998,06,2024,10,"    "," "
000092,002327.6265,06,2024,05,"    "," "
000092,001715.0998,06,2024,03,"    "," "
000092,002327.6265,06,2024,00,"    "," "
000092,002051.2337,06,2024,22,2822,1
000092,001715.0998,06,2024,00,"    "," "
000092,001620.8214,06,2024,21,2822,1
000092,002051.2337,06,2024,18,"    ",3
000092,002327.6265,06,2024,01,"    "," "
000093,001456.4382,06,2024,64,"    ",3
000093,001654.9616,06,2024,40,"    "," "
000093,001095.9606,06,2024,75,2822,1
000093,001173.0801,06,2024,73,2822,1
000093,001456.4382,06,2024,62,2822,1
000094,001804.0735,06,2024,52,2822,1
000094,001406.4716,06,2024,51,2822,1
000094,001620.8214,06,2024,19,2822,1
000094,001678.8480,06,2024,28,"    "," "
000095,001804.0735,06,2024,46,2822,1
000095,001406.4716,06,2024,46,2822,1
000095,001620.8214,06,2024,15,2822,1
000095,001715.0998,06,2024,11,"    "," "
000096,001095.9606,06,2024,80,2822,1
000096,001173.0801,06,2024,76,2822,1
000097,001508.9363,06,2024,62,2822,1
000097,001456.4382,06,2024,56,2822,1
000097,001780.7635,06,2024,26,2809,1
000097,001620.8214,06,2024,22,"    ",3
000098,001456.4382,06,2024,60,2822,1
000098,001678.8480,06,2024,34,2820,1
000099,001197.6157,06,2024,57,"    ",3
000099,002112.1153,06,2024,32,2906,1
000099,001781.4608,06,2024,31,"    "," "
000099,001330.3128,06,2024,24,"    "," "
000100,001338.9537,06,2024,46,2906,1
000100,001772.2699,06,2024,44,"    "," "
000100,001330.3128,06,2024,18,"    ",3
000100,001705.6580,06,2024,15,"    ",3
000101,001630.6915,06,2024,44,2906,1
000101,002112.1153,06,2024,33,2906,1
000101,002709.2374,06,2024,12,"    "," "
000101,001488.8477,06,2024,10,"    "," "
000102,001338.9537,06,2024,48,2906,1
000102,001712.3676,06,2024,45,"    ",3
000102,001488.8477,06,2024,12,"    "," "
000102,001488.8477,06,2024,10,"    "," "
000102,001338.9537,06,2024,45,2906,1
000102,001712.3676,06,2024,47,"    "," "
000102,001705.6580,06,2024,22,"    ",3
000103,001338.9537,06,2024,47,2906,1
000103,001712.3676,06,2024,45,2906,1
000103,001705.6580,06,2024,23,2906,1
000103,001330.3128,06,2024,17,"    ",3
000104,001898.4602,06,2024,74,"    ",3
000104,002112.1153,06,2024,29,2906,1
000104,001488.8477,06,2024,09,"    "," "
000105,002240.5118,06,2024,69,2906,1
000105,001898.4602,06,2024,70,"    ",3
000105,001338.9537,06,2024,45,2914,1
000106,001338.9537,06,2024,50,2906,1
000106,001712.3676,06,2024,48,"    ",3
000106,001488.8477,06,2024,12,"    "," "
000106,001705.6580,06,2024,23,2906,1
000106,001330.3128,06,2024,23,2927,1
000106,001488.8477,06,2024,01,"    "," "
000107,001338.9537,06,2024,51,2906,1
000107,001712.3676,06,2024,49,2906,1
000107,001781.4608,06,2024,31,2906,1
000107,001705.6580,06,2024,23,"    ",3
000107,001705.6580,06,2024,22,2906,1
000107,001705.6580,06,2024,15,"    ",3
000107,002709.2374,06,2024,14,"    "," "
000107,001488.8477,06,2024,09,"    "," "
000107,001630.6915,06,2024,43,2906,1
000108,002240.5118,06,2024,69,2906,1
000109,001712.3676,06,2024,45,"    ",3
000109,001338.9537,06,2024,48,"    "," "
000109,001330.3128,06,2024,20,"    ",3
000109,001330.3128,06,2024,15,"    ",3
000110,001898.4602,06,2024,72,2906,1
000110,001630.6915,06,2024,35,2906,1
000110,002112.1153,06,2024,26,"    ",3
000110,001772.2699,06,2024,42,"    ",3
000110,001705.6580,06,2024,22,2906,1
000110,001330.3128,06,2024,18,"    ",3
000111,001630.6915,06,2024,36,2906,1
000111,002112.1153,06,2024,32,"    ",3
000111,002709.2374,06,2024,10,"    "," "
000111,001488.8477,06,2024,05,"    "," "
000111,001488.8477,06,2024,03,"    "," "
000112,001630.6915,06,2024,39,2906,1
000112,001772.2699,06,2024,41,"    ",3
000112,002709.2374,06,2024,14,"    "," "
000113,001898.4602,06,2024,88,"    ",3
000113,001197.6157,06,2024,56,"    ",3
000113,002240.5118,06,2024,69,2906,1
000113,001330.3128,06,2024,22,"    ",3
000113,001330.3128,06,2024,15,"    ",3
000114,001338.9537,06,2024,49,"    ",3
000114,001712.3676,06,2024,47,"    "," "
000114,001705.6580,06,2024,16,"    ",3
000114,001488.8477,06,2024,14,"    "," "
000115,001630.6915,06,2024,43,2906,1
000115,001772.2699,06,2024,44,"    ",3
000115,001705.6580,06,2024,21,"    ",3
000115,001488.8477,06,2024,13,"    "," "
000115,002709.2374,06,2024,10,"    "," "
000116,002240.5118,06,2024,65,"    ",3
000116,001197.6157,06,2024,63,"    ",3
000116,001630.6915,06,2024,43,2906,1
000116,001630.6915,06,2024,39,2906,1
000116,001630.6915,06,2024,35,2906,1
000116,002112.1153,06,2024,33,"    ",3
000116,001488.8477,06,2024,00,"    "," "
000117,001673.9870,06,2024,51,"    ",3
000117,001741.5315,06,2024,27,"    ",3
000117,002064.7748,06,2024,26,3910,1
000117,001667.4277,06,2024,16,"    ",3
000118,002190.2935,06,2024,65,"    ",3
000118,001170.7726,06,2024,57,"    "," "
000118,001741.5315,06,2024,32,2820,1
000118,001300.4954,06,2024,21,"    ",3
000119,001855.9086,06,2024,65,2906,1
000119,001855.9086,06,2024,65,2918,1
000120,001308.9427,06,2024,52,2906,1
000120,001673.9870,06,2024,50,"    ",3
000120,002064.7748,06,2024,31,2906,1
000120,001455.4770,06,2024,05,"    "," "
000121,001308.9427,06,2024,49,2906,1
000121,001673.9870,06,2024,46,2906,1
000121,002064.7748,06,2024,25,"    "," "
000121,001455.4770,06,2024,12,"    "," "
000121,001455.4770,06,2024,10,"    "," "
000122,002255.0361,06,2024,58,2906,1
000122,001741.5315,06,2024,33,2906,1
000122,001673.9870,06,2024,52,5811,1
000122,001732.5466,06,2024,44,"    ",3
000122,001594.1416,06,2024,39,2906,1
000122,001741.5315,06,2024,32,2906,1
000122,001594.1416,06,2024,41,2906,1
000122,001732.5466,06,2024,38,2906,1
000122,001455.4770,06,2024,12,"    "," "
000122,001455.4770,06,2024,07,"    "," "
000122,001455.4770,06,2024,07,"    "," "
000123,001170.7726,06,2024,64,2906,1
000123,001855.9086,06,2024,65,"    ",3
000123,001741.5315,06,2024,26,2906,1
000124,001594.1416,06,2024,35,2906,1
000125,001308.9427,06,2024,54,2906,1
000125,001673.9870,06,2024,51,"    ",3
000125,001667.4277,06,2024,24,2906,1
000125,001667.4277,06,2024,22,"    ",3
000125,001667.4277,06,2024,18,"    ",3
000125,001667.4277,06,2024,15,"    ",3
000125,002648.5131,06,2024,05,"    "," "
000126,002255.0361,06,2024,61,2906,1
000126,001855.9086,06,2024,89,"    ",3
000127,001750.0471,06,2024,42,2911,1
000127,001313.6317,06,2024,21,"    ",3
000127,002675.2658,06,2024,14,"    "," "
000128,002277.8143,06,2024,59,2911,1
000128,001750.0471,06,2024,35,2906,1
000128,001759.1228,06,2024,31,2933,1
000129,001322.1643,06,2024,54,2911,1
000129,001182.5985,06,2024,59,2911,1
000129,001684.2704,06,2024,21,2911,1
000129,001470.1788,06,2024,01,"    "," "
000129,001874.6551,06,2024,81,"    ",3
000129,001313.6317,06,2024,20,"    ",3
000130,001322.1643,06,2024,54,"    ",3
000130,001690.8960,06,2024,49,2911,1
000130,001313.6317,06,2024,23,"    ",3
000130,001759.1228,06,2024,27,2911,1
000130,001470.1788,06,2024,02,"    "," "
000130,002675.2658,06,2024,07,"    "," "
000131,001182.5985,06,2024,56,2911,1
000131,001684.2704,06,2024,22,"    ",3
000131,001313.6317,06,2024,19,"    ",3
000131,001874.6551,06,2024,93,"    ",3
000132,002212.4176,06,2024,71,2911,1
000132,001874.6551,06,2024,67,2911,1
000132,001750.0471,06,2024,43,"    "," "
000132,001610.2440,06,2024,41,"    "," "
000132,001684.2704,06,2024,17,"    ",3
000132,001684.2704,06,2024,16,"    ",3
000133,001322.1643,06,2024,51,2911,1
000133,001750.0471,06,2024,41,2911,1
000133,001470.1788,06,2024,12,"    "," "
000133,001470.1788,06,2024,08,"    "," "
000133,001470.1788,06,2024,06,"    "," "
000134,001182.5985,06,2024,56,"    ",2
000134,002085.6311,06,2024,27,2911,1
000134,001759.1228,06,2024,25,2911,1
000134,001470.1788,06,2024,14,2911," "
000134,002085.6311,06,2024,29,2911,1
000135,001750.0471,06,2024,44,2911,1
000135,001684.2704,06,2024,20,2911,1
000135,001313.6317,06,2024,16,"    ",3
000135,001470.1788,06,2024,12,"    "," "
000135,001313.6317,06,2024,17,"    ",3
000135,001684.2704,06,2024,18,2911,1
000136,001759.1228,06,2024,30,2911,1
000136,002212.4176,06,2024,81,"    ",3
000137,001610.2440,06,2024,44,2911,1
000137,001750.0471,06,2024,43,2911,1
000137,001470.1788,06,2024,14,"    "," "
000137,002675.2658,06,2024,13,"    "," "
000138,001851.7002,06,2024,74,2928,1
000139,001737.5825,06,2024,33,2903,1
000139,001728.6180,06,2024,35,"    ",2
000139,002642.5075,06,2024,13,"    "," "
000139,001452.1766,06,2024,07,"    "," "
000139,001452.1766,06,2024,00,"    "," "
000140,001590.5267,06,2024,36,2928,1
000140,001728.6180,06,2024,35,"    ",3
000140,001452.1766,06,2024,14,"    "," "
000141,001851.7002,06,2024,68,2928,1
000141,001590.5267,06,2024,39,2928,1
000141,001728.6180,06,2024,42,"    "," "
000141,001663.6467,06,2024,21,"    ",3
000141,001297.5465,06,2024,16,"    ",3
000142,001305.9746,06,2024,54,2934,1
000142,001168.1178,06,2024,55,2934,1
000142,001297.5465,06,2024,20,"    ",3
000142,001663.6467,06,2024,19,"    ",3
000142,001297.5465,06,2024,17,"    ",3
000143,001305.9746,06,2024,54,2928,1
000143,001670.1911,06,2024,54,2934,1
000143,001452.1766,06,2024,13,"    "," "
000144,001737.5825,06,2024,32,2928,1
000144,002060.0928,06,2024,34,2928,1
000144,002642.5075,06,2024,11,"    "," "
000145,001590.5267,06,2024,42,2928,1
000145,001728.6180,06,2024,38,2928,1
000145,001663.6467,06,2024,16,"    ",3
000145,001452.1766,06,2024,14,"    "," "
000145,002642.5075,06,2024,05,"    "," "
000146,001305.9746,06,2024,50,2928,1
000146,001670.1911,06,2024,50,2928,1
000146,001737.5825,06,2024,26,2928,1
000146,001297.5465,06,2024,24,2934,1
000146,001663.6467,06,2024,20,"    ",3
000146,001452.1766,06,2024,01,"    "," "
000147,002249.9227,06,2024,57,2928,1
000147,001168.1178,06,2024,60,2928,1
000147,001737.5825,06,2024,32,"    "," "
000147,002060.0928,06,2024,32,"    ",3
000147,002642.5075,06,2024,03,"    "," "
000147,001452.1766,06,2024,01,"    "," "
000148,002249.9227,06,2024,63,2928,1
000148,001168.1178,06,2024,59,2928,1
000149,001590.5267,06,2024,38,2928,1
000149,001728.6180,06,2024,38,2928,1
000149,001663.6467,06,2024,18,"    ",3
000149,002642.5075,06,2024,11,"    "," "
000150,001737.5825,06,2024,33,2928,1
000150,001728.6180,06,2024,42,2928,1
000150,001452.1766,06,2024,07,"    "," "
000150,001297.5465,06,2024,21,"    ",3
000150,001297.5465,06,2024,20,"    ",3
000151,001590.5267,06,2024,43,2928,1
000151,001728.6180,06,2024,42,"    "," "
000151,001297.5465,06,2024,15,"    ",3
000151,002642.5075,06,2024,14,"    "," "
000151,002642.5075,06,2024,10,"    "," "
000152,001305.9746,06,2024,47,2928,1
000152,001728.6180,06,2024,44,2928,1
000152,001297.5465,06,2024,21,"    ",3
000152,001297.5465,06,2024,18,"    ",3
000153,001305.9746,06,2024,47,2928,1
000153,001728.6180,06,2024,43,2928,1
000153,001452.1766,06,2024,13,"    "," "
000153,001452.1766,06,2024,11,"    "," "
000153,002642.5075,06,2024,09,"    "," "
000153,001452.1766,06,2024,01,"    "," "
000154,001359.6627,06,2024,54,2914,1
000154,001738.8521,06,2024,54,2934,1
000154,001350.8881,06,2024,20,"    ",3
000154,001350.8881,06,2024,18,"    ",3
000155,001927.8229,06,2024,66,2934,1
000155,001655.9127,06,2024,44,2934,1
000155,001655.9127,06,2024,42,2934,1
000155,001799.6808,06,2024,40,"    ",3
000155,002751.1399,06,2024,10,"    "," "
000156,001359.6627,06,2024,46,2934,1
000156,001738.8521,06,2024,47,2934,1
000156,001732.0386,06,2024,24,2903,1
000156,001732.0386,06,2024,20,"    ",3
000156,001350.8881,06,2024,19,"    ",3
000157,001799.6808,06,2024,42,2934,1
000157,001732.0386,06,2024,23,2934,1
000157,001511.8750,06,2024,13,"    "," "
000157,002751.1399,06,2024,12,"    "," "
