Area_slug,Area_display,Region,Year,Price
paranaque,Parañaque,NCR,2027,24572736.675541546
paranaque,Parañaque,NCR,2028,24846544.25396038
paranaque,Parañaque,NCR,2029,25121179.09331333
pasay city,Pasay City,NCR,2023,24500000.0
pasay city,Pasay City,NCR,2024,23755903.304886557
pasay city,Pasay City,NCR,2025,24027454.961030457
pasay city,Pasay City,NCR,2026,24299719.598328304
pasay city,Pasay City,NCR,2027,24572736.675541546
pasay city,Pasay City,NCR,2028,24846544.25396038
pasay city,Pasay City,NCR,2029,25121179.09331333
pasig,Pasig,NCR,2023,24500000.0
pasig,Pasig,NCR,2024,23755903.304886557
pasig,Pasig,NCR,2025,24027454.961030457
pasig,Pasig,NCR,2026,24299719.598328304
pasig,Pasig,NCR,2027,24572736.675541546
pasig,Pasig,NCR,2028,24846544.25396038
pasig,Pasig,NCR,2029,25121179.09331333
pateros,Pateros,NCR,2023,24500000.0
pateros,Pateros,NCR,2024,23755903.304886557
pateros,Pateros,NCR,2025,24027454.961030457
pateros,Pateros,NCR,2026,24299719.598328304
pateros,Pateros,NCR,2027,24572736.675541546
pateros,Pateros,NCR,2028,24846544.25396038
pateros,Pateros,NCR,2029,25121179.09331333
quezon,Quezon,Region IV-A (Calabarzon),2023,14623750.0
quezon,Quezon,Region IV-A (Calabarzon),2024,14264798.632027404
quezon,Quezon,Region IV-A (Calabarzon),2025,14483203.5904334
quezon,Quezon,Region IV-A (Calabarzon),2026,14701190.303909114
quezon,Quezon,Region IV-A (Calabarzon),2027,14918853.710167259
quezon,Quezon,Region IV-A (Calabarzon),2028,15136282.129098509
quezon,Quezon,Region IV-A (Calabarzon),2029,15353557.936002526
quezon city,Quezon City,NCR,2023,16247500.0
quezon city,Quezon City,NCR,2024,15754042.405965077
quezon city,Quezon City,NCR,2025,15934125.488952748
quezon city,Quezon City,NCR,2026,16114681.394850574
quezon city,Quezon City,NCR,2027,16295736.291259643
quezon city,Quezon City,NCR,2028,16477315.419029439
quezon city,Quezon City,NCR,2029,16659443.155861564
rizal,Rizal,Region IV-A (Calabarzon),2023,14623750.0
rizal,Rizal,Region IV-A (Calabarzon),2024,14264798.632027404
rizal,Rizal,Region IV-A (Calabarzon),2025,14483203.5904334
rizal,Rizal,Region IV-A (Calabarzon),2026,14701190.303909114
rizal,Rizal,Region IV-A (Calabarzon),2027,14918853.710167259
rizal,Rizal,Region IV-A (Calabarzon),2028,15136282.129098509
rizal,Rizal,Region IV-A (Calabarzon),2029,15353557.936002526
san juan,San Juan,NCR,2023,30000000.0
san juan,San Juan,NCR,2024,29088861.18965701
san juan,San Juan,NCR,2025,29421373.421669945
san juan,San Juan,NCR,2026,29754758.691830575
san juan,San Juan,NCR,2027,30089065.316989645
san juan,San Juan,NCR,2028,30424339.902808625
san juan,San Juan,NCR,2029,30760627.461199995
taguig,Taguig,NCR,2023,35000000.0
taguig,Taguig,NCR,2024,33937004.721266516
taguig,Taguig,NCR,2025,34324935.65861494
taguig,Taguig,NCR,2026,34713885.140469
taguig,Taguig,NCR,2027,35103909.53648792
taguig,Taguig,NCR,2028,35495063.2199434
taguig,Taguig,NCR,2029,35887398.70473333
tarlac,Tarlac,Region III (Central Luzon),2023,5740500.0
tarlac,Tarlac,Region III (Central Luzon),2024,5583494.663101437
tarlac,Tarlac,Region III (Central Luzon),2025,5645480.890575675
tarlac,Tarlac,Region III (Central Luzon),2026,5706525.75605713
tarlac,Tarlac,Region III (Central Luzon),2027,5766681.130451913
tarlac,Tarlac,Region III (Central Luzon),2028,5825994.80811164
tarlac,Tarlac,Region III (Central Luzon),2029,5884510.931432182
valenzuela,Valenzuela,NCR,2023,9200000.0
valenzuela,Valenzuela,NCR,2024,8920584.098161483
valenzuela,Valenzuela,NCR,2025,9022554.515978783
valenzuela,Valenzuela,NCR,2026,9124792.66549471
valenzuela,Valenzuela,NCR,2027,9227313.363876825
valenzuela,Valenzuela,NCR,2028,9330130.903527979
valenzuela,Valenzuela,NCR,2029,9433259.088101331
zambales,Zambales,Region III (Central Luzon),2023,3961400.0
zambales,Zambales,Region III (Central Luzon),2024,3853053.8730790056
zambales,Zambales,Region III (Central Luzon),2025,3895829.28315068
zambales,Zambales,Region III (Central Luzon),2026,3937955.0788336755
zambales,Zambales,Region III (Central Luzon),2027,3979467.055164569
zambales,Zambales,Region III (Central Luzon),2028,4020398.1940342216
zambales,Zambales,Region III (Central Luzon),2029,4060778.957194573
