Area_slug,Area_display,Region,Year,Consumption_Const2018,GRDP_Const2018,PTI,Households,Price,UnitsPer1k,Flood_Index_0to1,Landslide_Index_0to1,StormSurge_Index_0to1,Fault_Proximity_Index,GRDP_MAPE_backtest,EmploymentRate_2024_2025_avg,Flood_Level,Flood_Level_Num,Flood_Why,Landslide_Level,Landslide_Level_Num,Landslide_Why,StormSurge_Level,StormSurge_Level_Num,StormSurge_Why,Nearest_Fault_Name,Fault_Distance_km,Hazard_Tooltip_Short
aurora,Aurora,Region III (Central Luzon),2029,153001.1111538983,2678619085.6883545,12.938511212665238,71974.73691766897,4201981.197096017,69328.4217484705,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bataan,Bataan,Region III (Central Luzon),2024,151216.99395108753,2310908201.2535706,10.933701376063327,234422.34544106585,3880100.548240364,222641.252170543,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bataan,Bataan,Region III (Central Luzon),2025,151572.14523803064,2384450378.140533,10.739574746517343,240000.72462761748,3945982.691454042,226761.9445207701,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bataan,Bataan,Region III (Central Luzon),2026,151928.13064046146,2457992555.0274963,10.543828548059404,245710.73610217567,4011074.343180965,230958.08608127307,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bataan,Bataan,Region III (Central Luzon),2027,152284.95211739992,2531534731.9144287,10.346968961207311,251555.4595305781,4075414.379218891,235231.04320276235,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bataan,Bataan,Region III (Central Luzon),2028,152642.61163246777,2605076908.801392,10.149453497300206,257538.0460070373,4139038.837234794,239582.2067035313,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bataan,Bataan,Region III (Central Luzon),2029,153001.1111538983,2678619085.6883545,9.951695523429514,263661.71969624405,4201981.197096017,244012.99230260224,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
batangas,Batangas,Region IV-A (Calabarzon),2024,148183.62986866213,3058452095.8840027,35.51890119632108,811550.3660550283,14317432.620023375,762956.8425028953,0.6,0.2,0.6,0.0952380952380952,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,10.5,Flood: Medium | Surge: Medium | Landslide: Low | Fault: nearest fault ~10.5 km
batangas,Batangas,Region IV-A (Calabarzon),2025,149524.30669294007,3150440804.141388,35.01261280623466,831755.6074356416,14596735.979606183,777731.0457062015,0.6,0.2,0.6,0.0952380952380952,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,10.5,Flood: Medium | Surge: Medium | Landslide: Low | Fault: nearest fault ~10.5 km
batangas,Batangas,Region IV-A (Calabarzon),2026,150877.11315899252,3242429512.398773,34.4987866469639,852462.9414158168,14875142.912948811,792790.645019526,0.6,0.2,0.6,0.0952380952380952,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,10.5,Flood: Medium | Surge: Medium | Landslide: Low | Fault: nearest fault ~10.5 km
batangas,Batangas,Region IV-A (Calabarzon),2027,152242.15900856137,3334418220.656189,33.978780300122644,873684.8209404508,15152758.251427278,808141.1399959382,0.6,0.2,0.6,0.0952380952380952,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,10.5,Flood: Medium | Surge: Medium | Landslide: Low | Fault: nearest fault ~10.5 km
batangas,Batangas,Region IV-A (Calabarzon),2028,153619.5549762652,3426406928.913574,33.453836700197726,895434.007220719,15429679.790195497,823788.1359037356,0.6,0.2,0.6,0.0952380952380952,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,10.5,Flood: Medium | Surge: Medium | Landslide: Low | Fault: nearest fault ~10.5 km
batangas,Batangas,Region IV-A (Calabarzon),2029,155009.41279858412,3518395637.1709595,32.9250940106502,917723.5773503532,15705998.963532962,839737.3457535374,0.6,0.2,0.6,0.0952380952380952,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,10.5,Flood: Medium | Surge: Medium | Landslide: Low | Fault: nearest fault ~10.5 km
bulacan,Bulacan,Region III (Central Luzon),2024,151216.99395108753,2310908201.2535706,6.442474149867152,1032880.5097697856,2137512.855663388,968072.4742748338,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bulacan,Bulacan,Region III (Central Luzon),2025,151572.14523803064,2384450378.140533,6.328088751031511,1057459.2210144573,2173806.741949856,985989.7685782006,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bulacan,Bulacan,Region III (Central Luzon),2026,151928.13064046146,2457992555.0274963,6.212749052230065,1082617.9129110696,2209665.1535123494,1004235.1256415535,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bulacan,Bulacan,Region III (Central Luzon),2027,152284.95211739992,2531534731.9144287,6.096753310639334,1108370.1546729773,2245109.506681826,1022814.4865315196,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bulacan,Bulacan,Region III (Central Luzon),2028,152642.61163246777,2605076908.801392,5.980371106054306,1134729.830231724,2280159.654288254,1041733.8987028868,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
bulacan,Bulacan,Region III (Central Luzon),2029,153001.1111538983,2678619085.6883545,5.86384600711743,1161711.145472262,2314834.0400925525,1060999.5178819783,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
caloocan,Caloocan,NCR,2024,236601.1090121588,380720786.2901936,12.205449609732533,429366.1264117278,4382309.894751229,398332.8669500073,0.2,0.2,0.2,0.1063829787234042,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.4,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~9.4 km
caloocan,Caloocan,NCR,2025,238598.1624837792,387742364.9473362,11.882486897066052,430996.9733786632,4441161.618232444,399509.6247992984,0.2,0.2,0.2,0.1063829787234042,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.4,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~9.4 km
caloocan,Caloocan,NCR,2026,240612.07226932416,394763943.6044789,11.566173027901252,432634.0147369719,4500065.646153952,400689.8590351765,0.2,0.2,0.2,0.1063829787234042,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.4,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~9.4 km
caloocan,Caloocan,NCR,2027,242642.9806460661,401785522.2616234,11.256498460124428,434277.2740146036,4559029.590093579,401873.5799276084,0.2,0.2,0.2,0.1063829787234042,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.4,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~9.4 km
caloocan,Caloocan,NCR,2028,244691.0310921803,408807100.918766,10.953442148996874,435926.7748288723,4618060.774313129,403060.7977768998,0.2,0.2,0.2,0.1063829787234042,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.4,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~9.4 km
caloocan,Caloocan,NCR,2029,246756.3682968842,415828679.5759087,10.656972668489251,437582.54088679806,4677166.253932709,404251.5229137865,0.2,0.2,0.2,0.1063829787234042,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.4,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~9.4 km
cavite,Cavite,Region IV-A (Calabarzon),2024,148183.62986866213,3058452095.8840027,33.74281931558484,1242064.4006638408,14317432.620023375,1172486.4280043798,0.2,0.2,1.0,0.0689655172413793,2.215450179366341,94.27798652397928,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,14.5,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~14.5 km
cavite,Cavite,Region IV-A (Calabarzon),2025,149524.30669294007,3150440804.141388,33.261847295255734,1272988.1881148564,14596735.979606183,1195190.926837667,0.2,0.2,1.0,0.0689655172413793,2.215450179366341,94.27798652397928,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,14.5,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~14.5 km
cavite,Cavite,Region IV-A (Calabarzon),2026,150877.11315899252,3242429512.398773,32.77371442323743,1304680.4199777502,14875142.912948811,1218334.0128189556,0.2,0.2,1.0,0.0689655172413793,2.215450179366341,94.27798652397928,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,14.5,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~14.5 km
cavite,Cavite,Region IV-A (Calabarzon),2027,152242.15900856137,3334418220.656189,32.27971039683363,1337160.155278538,15152758.251427278,1241924.13747653,0.2,0.2,1.0,0.0689655172413793,2.215450179366341,94.27798652397928,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,14.5,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~14.5 km
cavite,Cavite,Region IV-A (Calabarzon),2028,153619.5549762652,3426406928.913574,31.78101599901893,1370446.924839672,15429679.790195497,1265969.9147982833,0.2,0.2,1.0,0.0689655172413793,2.215450179366341,94.27798652397928,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,14.5,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~14.5 km
cavite,Cavite,Region IV-A (Calabarzon),2029,155009.41279858412,3518395637.1709595,31.27871248069707,1404560.7429366272,15705998.963532962,1290480.124346886,0.2,0.2,1.0,0.0689655172413793,2.215450179366341,94.27798652397928,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,14.5,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~14.5 km
laguna,Laguna,Region IV-A (Calabarzon),2024,148183.62986866213,3058452095.8840027,33.68989458041064,1037279.9221242917,14317432.620023375,944042.8299118554,0.6,0.2,0.6,0.0991654393716249,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
laguna,Laguna,Region IV-A (Calabarzon),2025,149524.30669294007,3150440804.141388,33.20967695219572,1063105.172265777,14596735.979606183,962323.6550185378,0.6,0.2,0.6,0.0991654393716249,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
laguna,Laguna,Region IV-A (Calabarzon),2026,150877.11315899252,3242429512.398773,32.722309703901374,1089572.170097063,14875142.912948811,980957.6143214658,0.6,0.2,0.6,0.0991654393716249,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
laguna,Laguna,Region IV-A (Calabarzon),2027,152242.15900856137,3334418220.656189,32.229080509974615,1116696.8323009007,15152758.251427278,999951.5126795172,0.6,0.2,0.6,0.0991654393716249,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
laguna,Laguna,Region IV-A (Calabarzon),2028,153619.5549762652,3426406928.913574,31.7311683013626,1144495.4695693776,15429679.790195497,1019312.2857580552,0.6,0.2,0.6,0.0991654393716249,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
laguna,Laguna,Region IV-A (Calabarzon),2029,155009.41279858412,3518395637.1709595,31.229652633055164,1172984.7963386334,15705998.963532962,1039047.002537147,0.6,0.2,0.6,0.0991654393716249,2.215450179366341,94.27798652397928,Medium,2.0,Medium (computed): flood index ~ 0.6,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
las pinas,Las Piñas,NCR,2024,236601.1090121588,380720786.2901936,41.06776199158618,166646.33908520843,23859242.76031225,149919.23775191102,0.2,0.2,1.0,0.2702702702702702,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,3.7,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~3.7 km
las pinas,Las Piñas,NCR,2025,238598.1624837792,387742364.9473362,39.98108708488155,167279.3062894899,24179657.69926553,150362.13025318796,0.2,0.2,1.0,0.2702702702702702,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,3.7,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~3.7 km
las pinas,Las Piñas,NCR,2026,240612.07226932416,394763943.6044789,38.91678358858599,167914.6776718882,24500357.406838182,150806.3311507096,0.2,0.2,1.0,0.2702702702702702,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,3.7,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~3.7 km
las pinas,Las Piñas,NCR,2027,242642.9806460661,401785522.2616234,37.87481939628251,168552.4623641127,24821383.32384282,151251.8443097497,0.2,0.2,1.0,0.2702702702702702,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,3.7,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~3.7 km
las pinas,Las Piñas,NCR,2028,244691.0310921803,408807100.918766,36.85512369859102,169192.66953255702,25142775.32681592,151698.67360700067,0.2,0.2,1.0,0.2702702702702702,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,3.7,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~3.7 km
las pinas,Las Piñas,NCR,2029,246756.3682968842,415828679.5759087,35.857590756129994,169835.3083784316,25464571.82696697,152146.8229306077,0.2,0.2,1.0,0.2702702702702702,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,3.7,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~3.7 km
lucena,Lucena,Region IV-A (Calabarzon),2024,148183.62986866213,3058452095.8840027,43.80989705944778,75813.15798125595,14317432.620023375,72117.35088862295,1.0,0.2,0.2,0.1030927835051546,2.215450179366341,94.27798652397928,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.7,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~9.7 km
lucena,Lucena,Region IV-A (Calabarzon),2025,149524.30669294007,3150440804.141388,43.18542835391314,77700.68489382957,14596735.979606183,73513.86028097251,1.0,0.2,0.2,0.1030927835051546,2.215450179366341,94.27798652397928,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.7,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~9.7 km
lucena,Lucena,Region IV-A (Calabarzon),2026,150877.11315899252,3242429512.398773,42.55166237619658,79635.11613565247,14875142.912948811,74937.34631244744,1.0,0.2,0.2,0.1030927835051546,2.215450179366341,94.27798652397928,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.7,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~9.7 km
