year,month,Region,Province,City,EMP_w,observed,needs_projection,POP15p_n,LF_n,projection_reliance,months_observed
2024,4,NCR,NCR,Makati City,756406,TRUE,FALSE,,,,
2024,5,NCR,NCR,Makati City,704804,TRUE,FALSE,,,,
2024,6,NCR,NCR,Makati City,603367,TRUE,FALSE,,,,
2024,7,NCR,NCR,Makati City,580118,TRUE,FALSE,,,,
2024,8,NCR,NCR,Makati City,602095,TRUE,FALSE,,,,
2024,9,NCR,NCR,Makati City,652229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Makati City,652229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Makati City,652229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Makati City,652229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Malabon City,123339,TRUE,FALSE,,,,
2024,2,NCR,NCR,Malabon City,124415,TRUE,FALSE,,,,
2024,3,NCR,NCR,Malabon City,130316,TRUE,FALSE,,,,
2024,4,NCR,NCR,Malabon City,135021,TRUE,FALSE,,,,
2024,5,NCR,NCR,Malabon City,136389,TRUE,FALSE,,,,
2024,6,NCR,NCR,Malabon City,102784,TRUE,FALSE,,,,
2024,7,NCR,NCR,Malabon City,114664,TRUE,FALSE,,,,
2024,8,NCR,NCR,Malabon City,179756,TRUE,FALSE,,,,
2024,9,NCR,NCR,Malabon City,130836,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Malabon City,130836,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Malabon City,130836,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Malabon City,130836,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Mandaluyong City,281088,TRUE,FALSE,,,,
2024,2,NCR,NCR,Mandaluyong City,245405,TRUE,FALSE,,,,
2024,3,NCR,NCR,Mandaluyong City,368114,TRUE,FALSE,,,,
2024,4,NCR,NCR,Mandaluyong City,287106,TRUE,FALSE,,,,
2024,5,NCR,NCR,Mandaluyong City,285556,TRUE,FALSE,,,,
2024,6,NCR,NCR,Mandaluyong City,349382,TRUE,FALSE,,,,
2024,7,NCR,NCR,Mandaluyong City,306771,TRUE,FALSE,,,,
2024,8,NCR,NCR,Mandaluyong City,309053,TRUE,FALSE,,,,
2024,9,NCR,NCR,Mandaluyong City,304059,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Mandaluyong City,304059,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Mandaluyong City,304059,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Mandaluyong City,304059,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Marikina City,198056,TRUE,FALSE,,,,
2024,2,NCR,NCR,Marikina City,244003,TRUE,FALSE,,,,
2024,3,NCR,NCR,Marikina City,159435,TRUE,FALSE,,,,
2024,4,NCR,NCR,Marikina City,246389,TRUE,FALSE,,,,
2024,5,NCR,NCR,Marikina City,224788,TRUE,FALSE,,,,
2024,6,NCR,NCR,Marikina City,173775,TRUE,FALSE,,,,
2024,7,NCR,NCR,Marikina City,187823,TRUE,FALSE,,,,
2024,8,NCR,NCR,Marikina City,251085,TRUE,FALSE,,,,
2024,9,NCR,NCR,Marikina City,210669,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Marikina City,210669,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Marikina City,210669,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Marikina City,210669,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Muntinlupa City,322227,TRUE,FALSE,,,,
2024,2,NCR,NCR,Muntinlupa City,317101,TRUE,FALSE,,,,
2024,3,NCR,NCR,Muntinlupa City,300885,TRUE,FALSE,,,,
2024,4,NCR,NCR,Muntinlupa City,369340,TRUE,FALSE,,,,
2024,5,NCR,NCR,Muntinlupa City,267461,TRUE,FALSE,,,,
2024,6,NCR,NCR,Muntinlupa City,449010,TRUE,FALSE,,,,
2024,7,NCR,NCR,Muntinlupa City,253449,TRUE,FALSE,,,,
2024,8,NCR,NCR,Muntinlupa City,283281,TRUE,FALSE,,,,
2024,9,NCR,NCR,Muntinlupa City,320344,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Muntinlupa City,320344,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Muntinlupa City,320344,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Muntinlupa City,320344,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Navotas City,73256,TRUE,FALSE,,,,
2024,2,NCR,NCR,Navotas City,103301,TRUE,FALSE,,,,
2024,3,NCR,NCR,Navotas City,69378,TRUE,FALSE,,,,
2024,4,NCR,NCR,Navotas City,73111,TRUE,FALSE,,,,
2024,5,NCR,NCR,Navotas City,107786,TRUE,FALSE,,,,
2024,6,NCR,NCR,Navotas City,80171,TRUE,FALSE,,,,
2024,7,NCR,NCR,Navotas City,78299,TRUE,FALSE,,,,
2024,8,NCR,NCR,Navotas City,90882,TRUE,FALSE,,,,
2024,9,NCR,NCR,Navotas City,84523,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Navotas City,84523,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Navotas City,84523,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Navotas City,84523,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Paranaque City,394815,TRUE,FALSE,,,,
2024,2,NCR,NCR,Paranaque City,476213,TRUE,FALSE,,,,
2024,3,NCR,NCR,Paranaque City,292501,TRUE,FALSE,,,,
2024,4,NCR,NCR,Paranaque City,401743,TRUE,FALSE,,,,
2024,5,NCR,NCR,Paranaque City,386271,TRUE,FALSE,,,,
2024,6,NCR,NCR,Paranaque City,408066,TRUE,FALSE,,,,
2024,7,NCR,NCR,Paranaque City,413374,TRUE,FALSE,,,,
2024,8,NCR,NCR,Paranaque City,397859,TRUE,FALSE,,,,
2024,9,NCR,NCR,Paranaque City,396355,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Paranaque City,396355,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Paranaque City,396355,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Paranaque City,396355,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Pasay City,330464,TRUE,FALSE,,,,
2024,2,NCR,NCR,Pasay City,328318,TRUE,FALSE,,,,
2024,3,NCR,NCR,Pasay City,277655,TRUE,FALSE,,,,
2024,4,NCR,NCR,Pasay City,324293,TRUE,FALSE,,,,
2024,5,NCR,NCR,Pasay City,349782,TRUE,FALSE,,,,
2024,6,NCR,NCR,Pasay City,340270,TRUE,FALSE,,,,
2024,7,NCR,NCR,Pasay City,348800,TRUE,FALSE,,,,
2024,8,NCR,NCR,Pasay City,302165,TRUE,FALSE,,,,
2024,9,NCR,NCR,Pasay City,325218,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Pasay City,325218,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Pasay City,325218,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Pasay City,325218,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Pasig City,535667,TRUE,FALSE,,,,
2024,2,NCR,NCR,Pasig City,501976,TRUE,FALSE,,,,
2024,3,NCR,NCR,Pasig City,592824,TRUE,FALSE,,,,
2024,4,NCR,NCR,Pasig City,525749,TRUE,FALSE,,,,
2024,5,NCR,NCR,Pasig City,551262,TRUE,FALSE,,,,
2024,6,NCR,NCR,Pasig City,526636,TRUE,FALSE,,,,
2024,7,NCR,NCR,Pasig City,556327,TRUE,FALSE,,,,
2024,8,NCR,NCR,Pasig City,526090,TRUE,FALSE,,,,
2024,9,NCR,NCR,Pasig City,539566,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Pasig City,539566,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Pasig City,539566,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Pasig City,539566,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Quezon City,1754776,TRUE,FALSE,,,,
2024,2,NCR,NCR,Quezon City,1694714,TRUE,FALSE,,,,
2024,3,NCR,NCR,Quezon City,2072558,TRUE,FALSE,,,,
2024,4,NCR,NCR,Quezon City,1799038,TRUE,FALSE,,,,
2024,5,NCR,NCR,Quezon City,1819734,TRUE,FALSE,,,,
2024,6,NCR,NCR,Quezon City,1920359,TRUE,FALSE,,,,
2024,7,NCR,NCR,Quezon City,1751465,TRUE,FALSE,,,,
2024,8,NCR,NCR,Quezon City,1789186,TRUE,FALSE,,,,
2024,9,NCR,NCR,Quezon City,1825229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Quezon City,1825229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Quezon City,1825229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Quezon City,1825229,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,San Juan City,62969,TRUE,FALSE,,,,
2024,2,NCR,NCR,San Juan City,71916,TRUE,FALSE,,,,
2024,3,NCR,NCR,San Juan City,50782,TRUE,FALSE,,,,
2024,4,NCR,NCR,San Juan City,66331,TRUE,FALSE,,,,
2024,5,NCR,NCR,San Juan City,88894,TRUE,FALSE,,,,
2024,6,NCR,NCR,San Juan City,41106,TRUE,FALSE,,,,
2024,7,NCR,NCR,San Juan City,50925,TRUE,FALSE,,,,
2024,8,NCR,NCR,San Juan City,103107,TRUE,FALSE,,,,
2024,9,NCR,NCR,San Juan City,67004,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,San Juan City,67004,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,San Juan City,67004,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,San Juan City,67004,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Taguig City,642038,TRUE,FALSE,,,,
2024,2,NCR,NCR,Taguig City,694566,TRUE,FALSE,,,,
2024,3,NCR,NCR,Taguig City,690574,TRUE,FALSE,,,,
2024,4,NCR,NCR,Taguig City,624428,TRUE,FALSE,,,,
2024,5,NCR,NCR,Taguig City,613455,TRUE,FALSE,,,,
2024,6,NCR,NCR,Taguig City,664218,TRUE,FALSE,,,,
2024,7,NCR,NCR,Taguig City,679258,TRUE,FALSE,,,,
2024,8,NCR,NCR,Taguig City,621946,TRUE,FALSE,,,,
2024,9,NCR,NCR,Taguig City,653810,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Taguig City,653810,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Taguig City,653810,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Taguig City,653810,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,NCR,NCR,Valenzuela City,271961,TRUE,FALSE,,,,
2024,2,NCR,NCR,Valenzuela City,290431,TRUE,FALSE,,,,
2024,3,NCR,NCR,Valenzuela City,267922,TRUE,FALSE,,,,
2024,4,NCR,NCR,Valenzuela City,255039,TRUE,FALSE,,,,
2024,5,NCR,NCR,Valenzuela City,261587,TRUE,FALSE,,,,
2024,6,NCR,NCR,Valenzuela City,276732,TRUE,FALSE,,,,
2024,7,NCR,NCR,Valenzuela City,268907,TRUE,FALSE,,,,
2024,8,NCR,NCR,Valenzuela City,325774,TRUE,FALSE,,,,
2024,9,NCR,NCR,Valenzuela City,277294,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,NCR,NCR,Valenzuela City,277294,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,NCR,NCR,Valenzuela City,277294,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,NCR,NCR,Valenzuela City,277294,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Bataan,Balanga City,49383,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Bataan,Balanga City,19449,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Bataan,Balanga City,165968,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Bataan,Balanga City,71153,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Bataan,Balanga City,8834,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Bataan,Balanga City,97360,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Bataan,Balanga City,44683,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Bataan,Balanga City,44550,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Bataan,Balanga City,62673,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Bataan,Balanga City,62673,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Bataan,Balanga City,62673,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Bataan,Balanga City,62673,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Bulacan,Malolos City,78278,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Bulacan,Malolos City,1776,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Bulacan,Malolos City,55234,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Bulacan,Malolos City,133642,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Bulacan,Malolos City,293697,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Bulacan,Malolos City,52480,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Bulacan,Malolos City,18368,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Bulacan,Malolos City,14228,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Bulacan,Malolos City,80963,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Bulacan,Malolos City,80963,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Bulacan,Malolos City,80963,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Bulacan,Malolos City,80963,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Bulacan,Meycauayan City,88182,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Bulacan,Meycauayan City,3150,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Bulacan,Meycauayan City,219560,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Bulacan,Meycauayan City,47536,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Bulacan,Meycauayan City,231944,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Bulacan,Meycauayan City,25318,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Bulacan,Meycauayan City,111845,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Bulacan,Meycauayan City,2919,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Bulacan,Meycauayan City,91307,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Bulacan,Meycauayan City,91307,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Bulacan,Meycauayan City,91307,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Bulacan,Meycauayan City,91307,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Bulacan,San Jose del Monte City,180825,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Bulacan,San Jose del Monte City,11343,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Bulacan,San Jose del Monte City,189584,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Bulacan,San Jose del Monte City,152646,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Bulacan,San Jose del Monte City,8366,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Bulacan,San Jose del Monte City,395608,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Bulacan,San Jose del Monte City,389772,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Bulacan,San Jose del Monte City,229064,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Bulacan,San Jose del Monte City,194651,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Bulacan,San Jose del Monte City,194651,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Bulacan,San Jose del Monte City,194651,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Bulacan,San Jose del Monte City,194651,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,181003,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,290236,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,71227,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,188323,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,156387,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,233572,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,195364,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,346099,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,207776,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,207776,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,207776,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,207776,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Nueva Ecija,Gapan City,44153,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Nueva Ecija,Gapan City,33414,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,3,Region III (Central Luzon),Nueva Ecija,Gapan City,33414,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,4,Region III (Central Luzon),Nueva Ecija,Gapan City,130581,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Nueva Ecija,Gapan City,5685,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Nueva Ecija,Gapan City,9703,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Nueva Ecija,Gapan City,5120,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Nueva Ecija,Gapan City,5244,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Nueva Ecija,Gapan City,33414,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,10,Region III (Central Luzon),Nueva Ecija,Gapan City,33414,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,11,Region III (Central Luzon),Nueva Ecija,Gapan City,33414,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,12,Region III (Central Luzon),Nueva Ecija,Gapan City,33414,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,1,Region III (Central Luzon),Nueva Ecija,Palayan City,21598,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,3,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,4,Region III (Central Luzon),Nueva Ecija,Palayan City,3005,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,6,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,7,Region III (Central Luzon),Nueva Ecija,Palayan City,2653,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,9,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,10,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,11,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,12,Region III (Central Luzon),Nueva Ecija,Palayan City,9085,FALSE,FALSE,,,EMP_w_city_mean_2024,3
2024,1,Region III (Central Luzon),Nueva Ecija,San Jose City,105766,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Nueva Ecija,San Jose City,199645,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Nueva Ecija,San Jose City,23386,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Nueva Ecija,San Jose City,42074,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Nueva Ecija,San Jose City,74467,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,6,Region III (Central Luzon),Nueva Ecija,San Jose City,74467,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,7,Region III (Central Luzon),Nueva Ecija,San Jose City,1465,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Nueva Ecija,San Jose City,74467,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,9,Region III (Central Luzon),Nueva Ecija,San Jose City,74467,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,10,Region III (Central Luzon),Nueva Ecija,San Jose City,74467,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,11,Region III (Central Luzon),Nueva Ecija,San Jose City,74467,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,12,Region III (Central Luzon),Nueva Ecija,San Jose City,74467,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,1,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,61975,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,198040,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,3,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,198040,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,4,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,16569,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,198040,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,6,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,510676,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,10749,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,390232,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,198040,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,10,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,198040,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,11,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,198040,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,12,Region III (Central Luzon),Nueva Ecija,Science City of Munoz,198040,FALSE,FALSE,,,EMP_w_city_mean_2024,5
2024,1,Region III (Central Luzon),Pampanga,Angeles City,335532,TRUE,FALSE,,,,
