Area_slug,Area_display,Region,Year,Employment_Rate,Employment_Source
bulacan,Bulacan,Region III (Central Luzon),2026,95.11404290147468,"PSA Employment Rate (July 2025, region)"
bulacan,Bulacan,Region III (Central Luzon),2027,95.11404290147468,"PSA Employment Rate (July 2025, region)"
bulacan,Bulacan,Region III (Central Luzon),2028,95.11404290147468,"PSA Employment Rate (July 2025, region)"
bulacan,Bulacan,Region III (Central Luzon),2029,95.11404290147468,"PSA Employment Rate (July 2025, region)"
caloocan,Caloocan,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
caloocan,Caloocan,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
caloocan,Caloocan,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
caloocan,Caloocan,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
caloocan,Caloocan,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
caloocan,Caloocan,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
cavite,Cavite,Region IV-A (Calabarzon),2024,93.41652577308828,"PSA Employment Rate (July 2025, region)"
cavite,Cavite,Region IV-A (Calabarzon),2025,93.41652577308828,"PSA Employment Rate (July 2025, region)"
cavite,Cavite,Region IV-A (Calabarzon),2026,93.41652577308828,"PSA Employment Rate (July 2025, region)"
cavite,Cavite,Region IV-A (Calabarzon),2027,93.41652577308828,"PSA Employment Rate (July 2025, region)"
cavite,Cavite,Region IV-A (Calabarzon),2028,93.41652577308828,"PSA Employment Rate (July 2025, region)"
cavite,Cavite,Region IV-A (Calabarzon),2029,93.41652577308828,"PSA Employment Rate (July 2025, region)"
laguna,Laguna,Region IV-A (Calabarzon),2024,93.41652577308828,"PSA Employment Rate (July 2025, region)"
laguna,Laguna,Region IV-A (Calabarzon),2025,93.41652577308828,"PSA Employment Rate (July 2025, region)"
laguna,Laguna,Region IV-A (Calabarzon),2026,93.41652577308828,"PSA Employment Rate (July 2025, region)"
laguna,Laguna,Region IV-A (Calabarzon),2027,93.41652577308828,"PSA Employment Rate (July 2025, region)"
laguna,Laguna,Region IV-A (Calabarzon),2028,93.41652577308828,"PSA Employment Rate (July 2025, region)"
laguna,Laguna,Region IV-A (Calabarzon),2029,93.41652577308828,"PSA Employment Rate (July 2025, region)"
las pinas,Las Piñas,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
las pinas,Las Piñas,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
las pinas,Las Piñas,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
las pinas,Las Piñas,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
las pinas,Las Piñas,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
las pinas,Las Piñas,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
lucena,Lucena,Region IV-A (Calabarzon),2024,93.41652577308828,"PSA Employment Rate (July 2025, region)"
lucena,Lucena,Region IV-A (Calabarzon),2025,93.41652577308828,"PSA Employment Rate (July 2025, region)"
lucena,Lucena,Region IV-A (Calabarzon),2026,93.41652577308828,"PSA Employment Rate (July 2025, region)"
lucena,Lucena,Region IV-A (Calabarzon),2027,93.41652577308828,"PSA Employment Rate (July 2025, region)"
lucena,Lucena,Region IV-A (Calabarzon),2028,93.41652577308828,"PSA Employment Rate (July 2025, region)"
lucena,Lucena,Region IV-A (Calabarzon),2029,93.41652577308828,"PSA Employment Rate (July 2025, region)"
makati,Makati,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
makati,Makati,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
makati,Makati,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
makati,Makati,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
makati,Makati,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
makati,Makati,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
malabon,Malabon,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
malabon,Malabon,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
malabon,Malabon,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
malabon,Malabon,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
malabon,Malabon,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
malabon,Malabon,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
mandaluyong,Mandaluyong,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
mandaluyong,Mandaluyong,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
mandaluyong,Mandaluyong,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
mandaluyong,Mandaluyong,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
mandaluyong,Mandaluyong,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
mandaluyong,Mandaluyong,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
manila,Manila,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
manila,Manila,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
manila,Manila,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
manila,Manila,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
manila,Manila,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
manila,Manila,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
marikina,Marikina,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
marikina,Marikina,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
marikina,Marikina,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
marikina,Marikina,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
marikina,Marikina,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
marikina,Marikina,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
muntinlupa,Muntinlupa,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
muntinlupa,Muntinlupa,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
muntinlupa,Muntinlupa,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
muntinlupa,Muntinlupa,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
muntinlupa,Muntinlupa,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
muntinlupa,Muntinlupa,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
navotas,Navotas,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
navotas,Navotas,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
navotas,Navotas,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
navotas,Navotas,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
navotas,Navotas,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
navotas,Navotas,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
nueva ecija,Nueva Ecija,Region III (Central Luzon),2024,95.11404290147468,"PSA Employment Rate (July 2025, region)"
nueva ecija,Nueva Ecija,Region III (Central Luzon),2025,95.11404290147468,"PSA Employment Rate (July 2025, region)"
nueva ecija,Nueva Ecija,Region III (Central Luzon),2026,95.11404290147468,"PSA Employment Rate (July 2025, region)"
nueva ecija,Nueva Ecija,Region III (Central Luzon),2027,95.11404290147468,"PSA Employment Rate (July 2025, region)"
nueva ecija,Nueva Ecija,Region III (Central Luzon),2028,95.11404290147468,"PSA Employment Rate (July 2025, region)"
nueva ecija,Nueva Ecija,Region III (Central Luzon),2029,95.11404290147468,"PSA Employment Rate (July 2025, region)"
olongapo,Olongapo,Region III (Central Luzon),2024,95.11404290147468,"PSA Employment Rate (July 2025, region)"
olongapo,Olongapo,Region III (Central Luzon),2025,95.11404290147468,"PSA Employment Rate (July 2025, region)"
olongapo,Olongapo,Region III (Central Luzon),2026,95.11404290147468,"PSA Employment Rate (July 2025, region)"
olongapo,Olongapo,Region III (Central Luzon),2027,95.11404290147468,"PSA Employment Rate (July 2025, region)"
olongapo,Olongapo,Region III (Central Luzon),2028,95.11404290147468,"PSA Employment Rate (July 2025, region)"
olongapo,Olongapo,Region III (Central Luzon),2029,95.11404290147468,"PSA Employment Rate (July 2025, region)"
pampanga,Pampanga,Region III (Central Luzon),2024,95.11404290147468,"PSA Employment Rate (July 2025, region)"
pampanga,Pampanga,Region III (Central Luzon),2025,95.11404290147468,"PSA Employment Rate (July 2025, region)"
pampanga,Pampanga,Region III (Central Luzon),2026,95.11404290147468,"PSA Employment Rate (July 2025, region)"
pampanga,Pampanga,Region III (Central Luzon),2027,95.11404290147468,"PSA Employment Rate (July 2025, region)"
pampanga,Pampanga,Region III (Central Luzon),2028,95.11404290147468,"PSA Employment Rate (July 2025, region)"
pampanga,Pampanga,Region III (Central Luzon),2029,95.11404290147468,"PSA Employment Rate (July 2025, region)"
paranaque,Parañaque,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
paranaque,Parañaque,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
paranaque,Parañaque,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
paranaque,Parañaque,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
paranaque,Parañaque,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
paranaque,Parañaque,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasay city,Pasay City,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasay city,Pasay City,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasay city,Pasay City,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasay city,Pasay City,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasay city,Pasay City,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasay city,Pasay City,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasig,Pasig,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasig,Pasig,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasig,Pasig,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasig,Pasig,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasig,Pasig,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pasig,Pasig,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pateros,Pateros,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pateros,Pateros,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pateros,Pateros,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pateros,Pateros,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pateros,Pateros,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
pateros,Pateros,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
quezon,Quezon,Region IV-A (Calabarzon),2024,93.41652577308828,"PSA Employment Rate (July 2025, region)"
quezon,Quezon,Region IV-A (Calabarzon),2025,93.41652577308828,"PSA Employment Rate (July 2025, region)"
quezon,Quezon,Region IV-A (Calabarzon),2026,93.41652577308828,"PSA Employment Rate (July 2025, region)"
quezon,Quezon,Region IV-A (Calabarzon),2027,93.41652577308828,"PSA Employment Rate (July 2025, region)"
quezon,Quezon,Region IV-A (Calabarzon),2028,93.41652577308828,"PSA Employment Rate (July 2025, region)"
quezon,Quezon,Region IV-A (Calabarzon),2029,93.41652577308828,"PSA Employment Rate (July 2025, region)"
quezon city,Quezon City,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
quezon city,Quezon City,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
quezon city,Quezon City,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
quezon city,Quezon City,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
quezon city,Quezon City,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
quezon city,Quezon City,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
rizal,Rizal,Region IV-A (Calabarzon),2024,93.41652577308828,"PSA Employment Rate (July 2025, region)"
rizal,Rizal,Region IV-A (Calabarzon),2025,93.41652577308828,"PSA Employment Rate (July 2025, region)"
rizal,Rizal,Region IV-A (Calabarzon),2026,93.41652577308828,"PSA Employment Rate (July 2025, region)"
rizal,Rizal,Region IV-A (Calabarzon),2027,93.41652577308828,"PSA Employment Rate (July 2025, region)"
rizal,Rizal,Region IV-A (Calabarzon),2028,93.41652577308828,"PSA Employment Rate (July 2025, region)"
rizal,Rizal,Region IV-A (Calabarzon),2029,93.41652577308828,"PSA Employment Rate (July 2025, region)"
san juan,San Juan,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
san juan,San Juan,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
san juan,San Juan,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
san juan,San Juan,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
san juan,San Juan,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
san juan,San Juan,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
taguig,Taguig,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
taguig,Taguig,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
taguig,Taguig,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
taguig,Taguig,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
taguig,Taguig,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
taguig,Taguig,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
tarlac,Tarlac,Region III (Central Luzon),2024,95.11404290147468,"PSA Employment Rate (July 2025, region)"
tarlac,Tarlac,Region III (Central Luzon),2025,95.11404290147468,"PSA Employment Rate (July 2025, region)"
tarlac,Tarlac,Region III (Central Luzon),2026,95.11404290147468,"PSA Employment Rate (July 2025, region)"
tarlac,Tarlac,Region III (Central Luzon),2027,95.11404290147468,"PSA Employment Rate (July 2025, region)"
tarlac,Tarlac,Region III (Central Luzon),2028,95.11404290147468,"PSA Employment Rate (July 2025, region)"
tarlac,Tarlac,Region III (Central Luzon),2029,95.11404290147468,"PSA Employment Rate (July 2025, region)"
valenzuela,Valenzuela,NCR,2024,95.33214222705136,"PSA Employment Rate (July 2025, region)"
valenzuela,Valenzuela,NCR,2025,95.33214222705136,"PSA Employment Rate (July 2025, region)"
valenzuela,Valenzuela,NCR,2026,95.33214222705136,"PSA Employment Rate (July 2025, region)"
valenzuela,Valenzuela,NCR,2027,95.33214222705136,"PSA Employment Rate (July 2025, region)"
valenzuela,Valenzuela,NCR,2028,95.33214222705136,"PSA Employment Rate (July 2025, region)"
valenzuela,Valenzuela,NCR,2029,95.33214222705136,"PSA Employment Rate (July 2025, region)"
zambales,Zambales,Region III (Central Luzon),2024,95.11404290147468,"PSA Employment Rate (July 2025, region)"
zambales,Zambales,Region III (Central Luzon),2025,95.11404290147468,"PSA Employment Rate (July 2025, region)"
zambales,Zambales,Region III (Central Luzon),2026,95.11404290147468,"PSA Employment Rate (July 2025, region)"
zambales,Zambales,Region III (Central Luzon),2027,95.11404290147468,"PSA Employment Rate (July 2025, region)"
zambales,Zambales,Region III (Central Luzon),2028,95.11404290147468,"PSA Employment Rate (July 2025, region)"
zambales,Zambales,Region III (Central Luzon),2029,95.11404290147468,"PSA Employment Rate (July 2025, region)"
