Area_slug,Area_display,Region,Year,Employment_Rate,Employment_Source
mandaluyong,Mandaluyong,NCR,2029,0.4422879110170733,region
manila,Manila,NCR,2023,0.4422879110170733,region
manila,Manila,NCR,2024,0.4422879110170733,region
manila,Manila,NCR,2025,0.4422879110170733,region
manila,Manila,NCR,2026,0.4422879110170733,region
manila,Manila,NCR,2027,0.4422879110170733,region
manila,Manila,NCR,2028,0.4422879110170733,region
manila,Manila,NCR,2029,0.4422879110170733,region
marikina,Marikina,NCR,2023,0.4422879110170733,region
marikina,Marikina,NCR,2024,0.4422879110170733,region
marikina,Marikina,NCR,2025,0.4422879110170733,region
marikina,Marikina,NCR,2026,0.4422879110170733,region
marikina,Marikina,NCR,2027,0.4422879110170733,region
marikina,Marikina,NCR,2028,0.4422879110170733,region
marikina,Marikina,NCR,2029,0.4422879110170733,region
muntinlupa,Muntinlupa,NCR,2023,0.4422879110170733,region
muntinlupa,Muntinlupa,NCR,2024,0.4422879110170733,region
muntinlupa,Muntinlupa,NCR,2025,0.4422879110170733,region
muntinlupa,Muntinlupa,NCR,2026,0.4422879110170733,region
muntinlupa,Muntinlupa,NCR,2027,0.4422879110170733,region
muntinlupa,Muntinlupa,NCR,2028,0.4422879110170733,region
muntinlupa,Muntinlupa,NCR,2029,0.4422879110170733,region
navotas,Navotas,NCR,2023,0.4422879110170733,region
navotas,Navotas,NCR,2024,0.4422879110170733,region
navotas,Navotas,NCR,2025,0.4422879110170733,region
navotas,Navotas,NCR,2026,0.4422879110170733,region
navotas,Navotas,NCR,2027,0.4422879110170733,region
navotas,Navotas,NCR,2028,0.4422879110170733,region
navotas,Navotas,NCR,2029,0.4422879110170733,region
nueva ecija,Nueva Ecija,Region III (Central Luzon),2023,0.4773251777673353,region
nueva ecija,Nueva Ecija,Region III (Central Luzon),2024,0.4773251777673353,region
nueva ecija,Nueva Ecija,Region III (Central Luzon),2025,0.4773251777673353,region
nueva ecija,Nueva Ecija,Region III (Central Luzon),2026,0.4773251777673353,region
nueva ecija,Nueva Ecija,Region III (Central Luzon),2027,0.4773251777673353,region
nueva ecija,Nueva Ecija,Region III (Central Luzon),2028,0.4773251777673353,region
nueva ecija,Nueva Ecija,Region III (Central Luzon),2029,0.4773251777673353,region
olongapo,Olongapo,Region III (Central Luzon),2023,0.4773251777673353,region
olongapo,Olongapo,Region III (Central Luzon),2024,0.4773251777673353,region
olongapo,Olongapo,Region III (Central Luzon),2025,0.4773251777673353,region
olongapo,Olongapo,Region III (Central Luzon),2026,0.4773251777673353,region
olongapo,Olongapo,Region III (Central Luzon),2027,0.4773251777673353,region
olongapo,Olongapo,Region III (Central Luzon),2028,0.4773251777673353,region
olongapo,Olongapo,Region III (Central Luzon),2029,0.4773251777673353,region
pampanga,Pampanga,Region III (Central Luzon),2023,0.4773251777673353,region
pampanga,Pampanga,Region III (Central Luzon),2024,0.4773251777673353,region
pampanga,Pampanga,Region III (Central Luzon),2025,0.4773251777673353,region
pampanga,Pampanga,Region III (Central Luzon),2026,0.4773251777673353,region
pampanga,Pampanga,Region III (Central Luzon),2027,0.4773251777673353,region
pampanga,Pampanga,Region III (Central Luzon),2028,0.4773251777673353,region
pampanga,Pampanga,Region III (Central Luzon),2029,0.4773251777673353,region
paranaque,Parañaque,NCR,2023,0.4422879110170733,region
paranaque,Parañaque,NCR,2024,0.4422879110170733,region
paranaque,Parañaque,NCR,2025,0.4422879110170733,region
paranaque,Parañaque,NCR,2026,0.4422879110170733,region
paranaque,Parañaque,NCR,2027,0.4422879110170733,region
paranaque,Parañaque,NCR,2028,0.4422879110170733,region
paranaque,Parañaque,NCR,2029,0.4422879110170733,region
pasay city,Pasay City,NCR,2023,0.4422879110170733,region
pasay city,Pasay City,NCR,2024,0.4422879110170733,region
pasay city,Pasay City,NCR,2025,0.4422879110170733,region
pasay city,Pasay City,NCR,2026,0.4422879110170733,region
pasay city,Pasay City,NCR,2027,0.4422879110170733,region
pasay city,Pasay City,NCR,2028,0.4422879110170733,region
pasay city,Pasay City,NCR,2029,0.4422879110170733,region
pasig,Pasig,NCR,2023,0.4422879110170733,region
pasig,Pasig,NCR,2024,0.4422879110170733,region
pasig,Pasig,NCR,2025,0.4422879110170733,region
pasig,Pasig,NCR,2026,0.4422879110170733,region
pasig,Pasig,NCR,2027,0.4422879110170733,region
pasig,Pasig,NCR,2028,0.4422879110170733,region
pasig,Pasig,NCR,2029,0.4422879110170733,region
pateros,Pateros,NCR,2023,0.4422879110170733,region
pateros,Pateros,NCR,2024,0.4422879110170733,region
pateros,Pateros,NCR,2025,0.4422879110170733,region
pateros,Pateros,NCR,2026,0.4422879110170733,region
pateros,Pateros,NCR,2027,0.4422879110170733,region
pateros,Pateros,NCR,2028,0.4422879110170733,region
pateros,Pateros,NCR,2029,0.4422879110170733,region
quezon,Quezon,Region IV-A (Calabarzon),2023,0.4383164490260022,region
quezon,Quezon,Region IV-A (Calabarzon),2024,0.4383164490260022,region
quezon,Quezon,Region IV-A (Calabarzon),2025,0.4383164490260022,region
quezon,Quezon,Region IV-A (Calabarzon),2026,0.4383164490260022,region
quezon,Quezon,Region IV-A (Calabarzon),2027,0.4383164490260022,region
quezon,Quezon,Region IV-A (Calabarzon),2028,0.4383164490260022,region
quezon,Quezon,Region IV-A (Calabarzon),2029,0.4383164490260022,region
quezon city,Quezon City,NCR,2023,0.4422879110170733,region
quezon city,Quezon City,NCR,2024,0.4422879110170733,region
quezon city,Quezon City,NCR,2025,0.4422879110170733,region
quezon city,Quezon City,NCR,2026,0.4422879110170733,region
quezon city,Quezon City,NCR,2027,0.4422879110170733,region
quezon city,Quezon City,NCR,2028,0.4422879110170733,region
quezon city,Quezon City,NCR,2029,0.4422879110170733,region
rizal,Rizal,Region IV-A (Calabarzon),2023,0.4383164490260022,region
rizal,Rizal,Region IV-A (Calabarzon),2024,0.4383164490260022,region
rizal,Rizal,Region IV-A (Calabarzon),2025,0.4383164490260022,region
rizal,Rizal,Region IV-A (Calabarzon),2026,0.4383164490260022,region
rizal,Rizal,Region IV-A (Calabarzon),2027,0.4383164490260022,region
rizal,Rizal,Region IV-A (Calabarzon),2028,0.4383164490260022,region
rizal,Rizal,Region IV-A (Calabarzon),2029,0.4383164490260022,region
san juan,San Juan,NCR,2023,0.4422879110170733,region
san juan,San Juan,NCR,2024,0.4422879110170733,region
san juan,San Juan,NCR,2025,0.4422879110170733,region
san juan,San Juan,NCR,2026,0.4422879110170733,region
san juan,San Juan,NCR,2027,0.4422879110170733,region
san juan,San Juan,NCR,2028,0.4422879110170733,region
san juan,San Juan,NCR,2029,0.4422879110170733,region
taguig,Taguig,NCR,2023,0.4422879110170733,region
taguig,Taguig,NCR,2024,0.4422879110170733,region
taguig,Taguig,NCR,2025,0.4422879110170733,region
taguig,Taguig,NCR,2026,0.4422879110170733,region
taguig,Taguig,NCR,2027,0.4422879110170733,region
taguig,Taguig,NCR,2028,0.4422879110170733,region
taguig,Taguig,NCR,2029,0.4422879110170733,region
tarlac,Tarlac,Region III (Central Luzon),2023,0.4773251777673353,region
tarlac,Tarlac,Region III (Central Luzon),2024,0.4773251777673353,region
tarlac,Tarlac,Region III (Central Luzon),2025,0.4773251777673353,region
tarlac,Tarlac,Region III (Central Luzon),2026,0.4773251777673353,region
tarlac,Tarlac,Region III (Central Luzon),2027,0.4773251777673353,region
tarlac,Tarlac,Region III (Central Luzon),2028,0.4773251777673353,region
tarlac,Tarlac,Region III (Central Luzon),2029,0.4773251777673353,region
valenzuela,Valenzuela,NCR,2023,0.4422879110170733,region
valenzuela,Valenzuela,NCR,2024,0.4422879110170733,region
valenzuela,Valenzuela,NCR,2025,0.4422879110170733,region
valenzuela,Valenzuela,NCR,2026,0.4422879110170733,region
valenzuela,Valenzuela,NCR,2027,0.4422879110170733,region
valenzuela,Valenzuela,NCR,2028,0.4422879110170733,region
valenzuela,Valenzuela,NCR,2029,0.4422879110170733,region
zambales,Zambales,Region III (Central Luzon),2023,0.4773251777673353,region
zambales,Zambales,Region III (Central Luzon),2024,0.4773251777673353,region
zambales,Zambales,Region III (Central Luzon),2025,0.4773251777673353,region
zambales,Zambales,Region III (Central Luzon),2026,0.4773251777673353,region
zambales,Zambales,Region III (Central Luzon),2027,0.4773251777673353,region
zambales,Zambales,Region III (Central Luzon),2028,0.4773251777673353,region
zambales,Zambales,Region III (Central Luzon),2029,0.4773251777673353,region
