Region,Province,City,EMP_w_2024,months_observed_2024,quality_flag,projection_note,DEM_Region_std,DEM_geo_source_for_demand,DEM_households_single_duplex_2020,DEM_units_single_duplex_2020,DEM_single_house_households_2020,DEM_single_house_occupied_units_2020,DEM_duplex_households_2020,DEM_duplex_occupied_units_2020,DEM_CAGR_occ_2015_2020,DEM_households_single_duplex_2024,DEM_units_single_duplex_2024,DEM_single_house_households_2024,DEM_single_house_occupied_units_2024,DEM_duplex_households_2024,DEM_duplex_occupied_units_2024,DEM_CAGR_occ_2015_2020.1,DEM_growth_rate_used_value,DEM_growth_rate_used_basis,DEM_growth_rate_geo_source,DEM_years_used_from,DEM_years_used_to,GRDP_city_raw,GRDP_grdp_pc_2024_const,GRDP_geo_source_for_grdp,INC_income_per_hh_2018,INC_income_per_hh_2021,INC_income_per_hh_2023p,INC_income_total_2023p_millions,INC_geo_source_for_income,INC_cagr_21_23p,INC_cagr_18_23p,INC_growth_rate_used_income,INC_years_used_income,INC_growth_rate_geo_source_income,INC_switched_to_longer_cagr,INC_switch_reason,INC_income_per_hh_2024,INC_qa_flag_missing_any_cagr,INC_qa_flag_nonpositive_2024,RISK_Risk_Gate,RISK_Risk_Gate_Reasons,RISK_Fault_Distance_km,RISK_Nearest_Fault_Name,RISK_Flood_Level_Num,RISK_StormSurge_Level_Num,RISK_Landslide_Level_Num,RISK_events_50km,RISK_events_50km_per_year,RISK_m5plus_50km,RISK_avg_mag_50km,RISK_avg_depth_km_50km,RISK_Flood_Level_Tip,RISK_StormSurge_Level_Tip,RISK_Landslide_Level_Tip,RISK_Risk_Gate_Tip,RISK_Risk_Gate_Reasons_ASCII,PRICE_median_2024_final,price_source_flag,Amort_1yr,Amort_3yr,Amort_5yr,Amort_10yr,Amort_15yr,Amort_20yr,Amort_25yr,Amort_30yr,rate_snapshot_date,rate_1yr,rate_3yr,rate_5yr,rate_10yr,rate_15yr,rate_20yr,rate_25yr,rate_30yr,MonthlyIncome,IPR_1yr,IPR_3yr,IPR_5yr,IPR_10yr,IPR_15yr,IPR_20yr,IPR_25yr,IPR_30yr,AffordabilityScore,EconomyScore,DemandScore,HazardSafety_NoFault,ProfitabilityScore,FinalCityScore,FloodRisk,StormSurgeRisk,LandslideRisk,RISK_HydroRisk,EarthquakeRisk,HazardRisk_NoFault
NCR,NCR,Pasay City,325219,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,National Capital Region,city,69342,60326,65408,56954,3934,3372,0.018713957,74680,64970,70443,61339,4237,3632,0.018713957,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Pasay City,503483,region,429850,393060,477310,58005.62,city,0.101972716,0.021166879,0.101972716,2021–2023p,city,False,,525982.5969,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,3.7,Valley Fault System,1,2,1,203,26,0,2.19,21.08,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 2 (Medium): 0.5 to 1.5 m or depth x velocity 0.5 to 1.5 m2/s.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,28643000.0,inherit_province,2461910.6579734376,874623.787061556,560433.1834290453,334417.7302225086,269609.61394331127,248570.6087328899,242827.5410009165,246087.59824598825,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,43831.883075,0.0178040104473494,0.0501151280395202,0.078210720512322,0.1310692559447609,0.1625753712336689,0.1763357433867053,0.1805062263297167,0.1781149614503767,0.0708618750091208,0.5059857658980954,0.0597366844995143,0.8176743241656121,0.24268639326278935,0.5301803587142008,0.0,0.5,0.0,0.25,0.20581418958596956,0.18232567583438783
NCR,NCR,Pasig City,539566,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,National Capital Region,city,136386,124606,124121,113387,12265,11219,0.018713957,146885,134199,133676,122116,13209,12083,0.018713957,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Pasig City,503483,region,451830,429920,590370,130765.02,city,0.171839993,0.054945062,0.054945062,2018–2023p,city,True,abs>15%,622807.916,False,False,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Valley Fault System,1,1,1,220,28,0,2.13,20.45,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer),25500000.0,city_median>=5,2191764.891188865,778651.2086747085,498936.779577581,297722.0305370935,240025.31702525704,221294.92450821117,216182.04432229063,219084.37507498168,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,51900.65966666667,0.023679848087408,0.066654567652959,0.1040225170623976,0.1743258957794871,0.2162299390326618,0.2345316314054952,0.2400784941662019,0.2368980428152562,0.1025746311663775,0.57657894130162,0.1468404153057167,0.9157355863689839,0.3010295120483424,0.6083825492086632,0.0,0.0,0.0,0.0,0.21066103407754022,0.0842644136310161
NCR,NCR,Quezon City,1825229,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,National Capital Region,city,582490,547417,554889,521248,27601,26169,0.018713957,627332,589559,597606,561375,29726,28184,0.018713957,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Quezon City,503483,region,478680,429280,480700,359208.8,city,0.058197505,0.000842567,0.058197505,2021–2023p,city,False,,508675.5409,False,False,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Valley Fault System,1,1,1,136,17,0,1.99,22.24,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer),22995980.0,city_median>=5,1976540.454999268,702190.1028101735,449942.7531149201,268486.66116825066,216455.58391397924,199564.45718009156,194953.64578802,197570.97676614812,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,42389.62840833334,0.0214463753074808,0.0603677383641403,0.0942111593416564,0.1578835545270136,0.1958352269867024,0.2124107118437426,0.2174343969664721,0.2145539243778056,0.0905202515200071,1.0,0.7197730715612214,0.9236689640711768,0.5801627149202472,0.751915839495712,0.0,0.0,0.0,0.0,0.19082758982205786,0.07633103592882315
NCR,NCR,San Juan City,67004,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,National Capital Region,city,17515,16242,16664,15478,851,764,0.018713957,18863,17492,17947,16670,917,823,0.018713957,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,San Juan City,503483,region,588490,549370,842810,24320.15,city,0.238603692,0.074479462,0.074479462,2018–2023p,city,True,abs>15%,905582.0351,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,2.9,Valley Fault System,1,1,1,131,17,0,2.05,21.93,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,28000000.0,city_median>=5,2406643.8020897345,854989.5624663468,547852.1501244027,326910.46490347525,263557.2108512627,242990.50534234956,237376.36239310345,240563.2353764505,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,75465.16959166666,0.0313570165747581,0.0882644337481453,0.1377473275856096,0.2308435418668802,0.2863331621545164,0.3105683881983114,0.3179135817520606,0.3137020063501116,0.1440094336799271,0.4209450758636134,0.0,0.9231637695305372,0.22598180381741623,0.5745727866739767,0.0,0.0,0.0,0.0,0.19209057617365696,0.0768362304694628
NCR,NCR,Taguig City,653810,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,National Capital Region,city,151357,137316,135188,122616,16169,14700,0.018713957,163009,147887,145595,132055,17414,15832,0.018713957,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Taguig City,503483,region,428620,376130,519600,150373.59,city,0.175345596,0.039248346,0.039248346,2018–2023p,city,True,abs>15%,539993.4407,False,False,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Valley Fault System,1,1,1,244,31,0,2.19,20.12,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer),112000000.0,city_median>=5,9626575.208358938,3419958.249865387,2191408.600497611,1307641.859613901,1054228.8434050507,971962.021369398,949505.4495724138,962252.941505802,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,44999.45339166667,0.0046745028650056,0.0131578955367182,0.0205344879003616,0.0344126742814377,0.0426847108890732,0.0462975429104389,0.0473925172435093,0.0467646826012797,0.0,0.614204131907508,0.1640626179559832,0.9138297204562782,0.2784941763541999,0.5961619484052391,0.0,0.0,0.0,0.0,0.2154256988593045,0.0861702795437218
NCR,NCR,Valenzuela City,277294,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,National Capital Region,city,132706,121133,123616,112612,9090,8521,0.018713957,142922,130458,133132,121281,9790,9177,0.018713957,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Valenzuela City,503483,region,369330,370890,403070,69892.16,city,0.042479865,0.017637677,0.042479865,2021–2023p,city,False,,420192.3593,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,9.2,Valley Fault System,1,1,1,102,13,0,1.96,23.8,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,28643000.0,inherit_province,2461910.6579734376,874623.787061556,560433.1834290453,334417.7302225086,269609.61394331127,248570.6087328899,242827.5410009165,246087.59824598825,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,35016.02994166667,0.0142231115610388,0.040035533516998,0.0624802937745743,0.1047074565046786,0.1298767852878911,0.1408695505883173,0.1442012293882863,0.1422909166948948,0.0515352393595646,0.49020211634287,0.1421334997508769,0.9280353376069879,0.2451216422311492,0.5865784899190686,0.0,0.0,0.0,0.0,0.17991165598253028,0.07196466239301212
Region III (Central Luzon),Bataan,Balanga City,62673,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,191552,182140,180934,171968,10618,10172,0.028605307,214428,203892,202542,192505,11886,11387,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Balanga City,191874,region,397360,372430,387330,83190.7,province,0.019807589,-0.005100076,-0.005100076,2018–2023p,province,True,sign_flip,385354.5876,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,61.8,Iba Fault,2,2,1,374,40,1,2.2,66.84,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 2 (Medium): 0.5 to 1.5 m or depth x velocity 0.5 to 1.5 m2/s.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,6262000.0,inherit_region,538228.6960244969,191212.3085772951,122523.22014567892,73111.19040091294,58942.68765537881,54343.09087334974,53087.52790377193,53800.24928311903,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,32112.8823,0.0596640099964837,0.1679435938979774,0.262096297026948,0.439233476078089,0.5448153719720913,0.590928520699002,0.6049044581282592,0.5968909573449894,0.2967864222420724,0.0195187016075116,0.2345279495915892,0.7408631921824105,0.17342763945815143,0.45714541582028095,0.5,0.5,0.0,0.5,0.14784201954397394,0.2591368078175896
Region III (Central Luzon),Bulacan,Malolos City,80963,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,721538,676204,671305,628197,50233,48007,0.028605307,807708,756960,751476,703219,56232,53740,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Malolos City,191874,region,356940,340370,371940,342693.71,province,0.045347791,0.008266954,0.045347791,2021–2023p,province,False,,388806.6576,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,30.6,Valley Fault System,1,1,1,72,9,0,2.01,44.57,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,5733000.0,city_median>=5,492760.31847787305,175059.1129149845,112172.72773797148,66934.91768898655,53963.33892179603,49752.30596884606,48602.810199987936,49255.32244332824,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,32400.5548,0.0657531736729221,0.1850835084245798,0.2888452073278068,0.4840605758350125,0.6004179031055706,0.6512372475818227,0.6666395351766725,0.6578081960031659,0.3296505302555452,0.025542341677727,0.9303965334152,0.9637074760643716,0.32815645545634886,0.6459319657603602,0.0,0.0,0.0,0.0,0.0907313098390711,0.03629252393562844
Region III (Central Luzon),Bulacan,Meycauayan City,91307,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,721538,676204,671305,628197,50233,48007,0.028605307,807708,756960,751476,703219,56232,53740,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Meycauayan City,191874,region,356940,340370,371940,342693.71,province,0.045347791,0.008266954,0.045347791,2021–2023p,province,False,,388806.6576,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,12.3,Valley Fault System,1,1,1,98,13,0,1.94,22.97,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,5638500.0,inherit_province,484637.8956458202,172173.52314166058,110323.7267313016,65831.59486993733,53073.83333517302,48932.21301331564,47801.66497691121,48443.42152393272,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,32400.5548,0.0668551821702336,0.1881854666663325,0.2936861884562058,0.4921733229160462,0.6104807729900216,0.6621518383234174,0.677812264816505,0.668832914371934,0.3355982314854446,0.0289490411247641,0.9303965334152,0.9266827199659204,0.3318982157271235,0.629290467846522,0.0,0.0,0.0,0.0,0.18329320008519884,0.07331728003407954
Region III (Central Luzon),Bulacan,San Jose del Monte City,194651,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,721538,676204,671305,628197,50233,48007,0.028605307,807708,756960,751476,703219,56232,53740,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,San Jose del Monte City,191874,region,356940,340370,371940,342693.71,province,0.045347791,0.008266954,0.045347791,2021–2023p,province,False,,388806.6576,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,3.7,Valley Fault System,1,1,1,149,19,0,2.05,19.94,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,5638500.0,inherit_province,484637.8956458202,172173.52314166058,110323.7267313016,65831.59486993733,53073.83333517302,48932.21301331564,47801.66497691121,48443.42152393272,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,32400.5548,0.0668551821702336,0.1881854666663325,0.2936861884562058,0.4921733229160462,0.6104807729900216,0.6621518383234174,0.677812264816505,0.668832914371934,0.3355982314854446,0.0629844188949304,0.9303965334152,0.9190086943943285,0.34551236683519004,0.6322605306147593,0.0,0.0,0.0,0.0,0.20247826401417857,0.08099130560567143
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,210001,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,558224,532052,539001,513407,19223,18645,0.028605307,624890,595592,603371,574721,21519,20872,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Cabanatuan City,191874,region,308780,267120,323630,194488.54,province,0.100705619,0.009438633,0.100705619,2021–2023p,province,False,,356221.3595,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,5.4,Unnamed Fault,2,1,1,289,32,2,2.13,31.66,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,5403000.0,city_median>=5,464396.3022389584,164982.45021448826,105715.898825791,63082.044352624165,50857.12893676329,46888.489298739805,45805.16021464064,46420.11288353436,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,29685.11329166667,0.0639219415584234,0.1799289151850638,0.2808008409462109,0.4705794429509764,0.5836962076364495,0.6331002285557641,0.6480735609822942,0.639488175441216,0.3197671023816169,0.0680397975213824,0.7273637749940864,0.742179968587909,0.300595514960017,0.521387741773963,0.5,0.0,0.0,0.25,0.3945500785302274,0.257820031412091
Region III (Central Luzon),Nueva Ecija,Gapan City,25061,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,558224,532052,539001,513407,19223,18645,0.028605307,624890,595592,603371,574721,21519,20872,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Gapan City,191874,region,308780,267120,323630,194488.54,province,0.100705619,0.009438633,0.100705619,2021–2023p,province,False,,356221.3595,False,False,REVIEW,High hydro hazard: Flood L3,15.7,Unnamed Fault,3,1,1,223,24,2,2.1,33.62,Flood Level 3 (High): above 1.5 m or high-velocity flow; avoid or elevate site significantly.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: Flood L3,5180500.0,inherit_province,445272.079168781,158188.33672703247,101362.43084712388,60484.27369401619,48762.7903862488,44957.58260450149,43918.86590633831,44508.49431670363,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,29685.11329166667,0.0666673584094512,0.187656776130663,0.2928611029113749,0.4907906052049273,0.6087656808917549,0.6602915809066293,0.6759080108073227,0.6669538870589499,0.3345845191449906,0.0071315419398821,0.7273637749940864,0.6490223102816537,0.28215917943276636,0.46559074485721,1.0,0.0,0.0,0.5,0.37744422429586555,0.35097768971834625
Region III (Central Luzon),Nueva Ecija,Palayan City,3407,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,558224,532052,539001,513407,19223,18645,0.028605307,624890,595592,603371,574721,21519,20872,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Palayan City,191874,region,308780,267120,323630,194488.54,province,0.100705619,0.009438633,0.100705619,2021–2023p,province,False,,356221.3595,False,False,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Unnamed Fault,1,1,1,273,30,1,2.08,24.18,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer),5180500.0,inherit_province,445272.079168781,158188.33672703247,101362.43084712388,60484.27369401619,48762.7903862488,44957.58260450149,43918.86590633831,44508.49431670363,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,29685.11329166667,0.0666673584094512,0.187656776130663,0.2928611029113749,0.4907906052049273,0.6087656808917549,0.6602915809066293,0.6759080108073227,0.6669538870589499,0.3345845191449906,0.0,0.7273637749940864,0.8759021653374809,0.27930656265681353,0.5776043639971472,0.0,0.0,0.0,0.0,0.3102445866562977,0.1240978346625191
Region III (Central Luzon),Nueva Ecija,San Jose City,46542,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,558224,532052,539001,513407,19223,18645,0.028605307,624890,595592,603371,574721,21519,20872,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,San Jose City,191874,region,308780,267120,323630,194488.54,province,0.100705619,0.009438633,0.100705619,2021–2023p,province,False,,356221.3595,False,False,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Philippine Fault,1,1,1,294,32,0,2.11,28.98,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer),2931250.0,city_median>=5,251945.52303126903,89506.71982069567,57353.27196614841,34223.43929458256,27591.14551099156,25438.068528027216,24850.33793802802,25183.963703472164,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,29685.11329166667,0.1178235395275606,0.3316523424289637,0.5175836055035831,0.867391293906738,1.075892745367927,1.1669562592364326,1.194555718545786,1.1787307844465291,0.610681919569228,0.0142061079512707,0.7273637749940864,0.927812480301089,0.3954279660070168,0.6616202231540529,0.0,0.0,0.0,0.0,0.18046879924727766,0.07218751969891106
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,123775,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,558224,532052,539001,513407,19223,18645,0.028605307,624890,595592,603371,574721,21519,20872,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Science City of Muñoz,191874,region,308780,267120,323630,194488.54,province,0.100705619,0.009438633,0.100705619,2021–2023p,province,False,,356221.3595,False,False,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,6.0,Philippine Fault,1,1,1,310,33,2,2.17,35.16,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,5180500.0,inherit_province,445272.079168781,158188.33672703247,101362.43084712388,60484.27369401619,48762.7903862488,44957.58260450149,43918.86590633831,44508.49431670363,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,29685.11329166667,0.0666673584094512,0.187656776130663,0.2928611029113749,0.4907906052049273,0.6087656808917549,0.6602915809066293,0.6759080108073227,0.6669538870589499,0.3345845191449906,0.0396420726064346,0.7273637749940864,0.8474277518590796,0.2951633916993874,0.5712955717792335,0.0,0.0,0.0,0.0,0.38143062035230113,0.15257224814092046
Region III (Central Luzon),Pampanga,Angeles City,354647,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),city,102225,95961,96350,90348,5875,5613,0.028605307,114433,107421,107857,101138,6577,6283,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Angeles City,191874,region,398260,443240,501930,69727.85,city,0.064148173,0.047358334,0.064148173,2021–2023p,city,False,,534127.8926,False,False,REVIEW,Elevated earthquake activity: M≥5 count ≥ 3 (=3),27.9,Iba Fault,1,1,1,579,63,3,2.16,42.58,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: M5 count  3 (=3),12400000.0,city_median>=5,1065799.398068311,378638.23480652494,242620.2379122355,144774.6344572533,116718.19337698777,107610.08093732622,105123.81763123152,106535.14709528524,2025-10-15,0.0575,0.0625,0.065,0.07125,0.0775,0.085,0.09125,0.0975,44510.65771666667,0.0417626973681343,0.1175545774964077,0.1834581405891118,0.3074479026214295,0.3813514965306379,0.4136290701480874,0.4234117321804994,0.4178025649775116,0.2001704166521014,0.1156776018732894,0.1131484119035516,0.800839045879303,0.14896888979086664,0.4749039678350848,0.0,0.0,0.0,0.0,0.4979023853017426,0.19916095412069704
