Area_slug,Area_display,Region,Year,Price
las pinas,Las Piñas,NCR,2027,24821383.32384282
las pinas,Las Piñas,NCR,2028,25142775.32681592
las pinas,Las Piñas,NCR,2029,25464571.82696697
lucena,Lucena,Region IV-A (Calabarzon),2023,14623750.0
lucena,Lucena,Region IV-A (Calabarzon),2024,14317432.620023375
lucena,Lucena,Region IV-A (Calabarzon),2025,14596735.979606183
lucena,Lucena,Region IV-A (Calabarzon),2026,14875142.912948811
lucena,Lucena,Region IV-A (Calabarzon),2027,15152758.251427278
lucena,Lucena,Region IV-A (Calabarzon),2028,15429679.790195495
lucena,Lucena,Region IV-A (Calabarzon),2029,15705998.963532962
makati,Makati,NCR,2023,78000000.0
makati,Makati,NCR,2024,75960038.17568798
makati,Makati,NCR,2025,76980134.71602903
makati,Makati,NCR,2026,78001137.8666685
makati,Makati,NCR,2027,79023179.56162204
makati,Makati,NCR,2028,80046386.75476089
makati,Makati,NCR,2029,81070881.73483363
malabon,Malabon,NCR,2023,24500000.0
malabon,Malabon,NCR,2024,23859242.76031225
malabon,Malabon,NCR,2025,24179657.69926553
malabon,Malabon,NCR,2026,24500357.406838182
malabon,Malabon,NCR,2027,24821383.32384282
malabon,Malabon,NCR,2028,25142775.32681592
malabon,Malabon,NCR,2029,25464571.82696697
mandaluyong,Mandaluyong,NCR,2023,28500000.0
mandaluyong,Mandaluyong,NCR,2024,27754629.333424456
mandaluyong,Mandaluyong,NCR,2025,28127356.915472146
mandaluyong,Mandaluyong,NCR,2026,28500415.75897503
mandaluyong,Mandaluyong,NCR,2027,28873854.070592668
mandaluyong,Mandaluyong,NCR,2028,29247718.23731648
mandaluyong,Mandaluyong,NCR,2029,29622052.941573825
manila,Manila,NCR,2023,13000000.0
manila,Manila,NCR,2024,12660006.362614663
manila,Manila,NCR,2025,12830022.452671506
manila,Manila,NCR,2026,13000189.644444749
manila,Manila,NCR,2027,13170529.926937006
manila,Manila,NCR,2028,13341064.459126817
manila,Manila,NCR,2029,13511813.622472271
marikina,Marikina,NCR,2023,9700000.0
marikina,Marikina,NCR,2024,9446312.439797096
marikina,Marikina,NCR,2025,9573170.599301046
marikina,Marikina,NCR,2026,9700141.503931852
marikina,Marikina,NCR,2027,9827241.560868382
marikina,Marikina,NCR,2028,9954486.557963856
marikina,Marikina,NCR,2029,10081891.702921618
muntinlupa,Muntinlupa,NCR,2023,28727000.0
muntinlupa,Muntinlupa,NCR,2024,27975692.52144857
muntinlupa,Muntinlupa,NCR,2025,28351388.845991872
muntinlupa,Muntinlupa,NCR,2026,28727419.070458792
muntinlupa,Muntinlupa,NCR,2027,29103831.785470724
muntinlupa,Muntinlupa,NCR,2028,29480673.74748739
muntinlupa,Muntinlupa,NCR,2029,29857989.994827762
navotas,Navotas,NCR,2023,24500000.0
navotas,Navotas,NCR,2024,23859242.76031225
navotas,Navotas,NCR,2025,24179657.69926553
navotas,Navotas,NCR,2026,24500357.406838182
navotas,Navotas,NCR,2027,24821383.32384282
navotas,Navotas,NCR,2028,25142775.32681592
navotas,Navotas,NCR,2029,25464571.82696697
nueva ecija,Nueva Ecija,Region III (Central Luzon),2023,3961400.0
nueva ecija,Nueva Ecija,Region III (Central Luzon),2024,3880100.548240364
nueva ecija,Nueva Ecija,Region III (Central Luzon),2025,3945982.691454042
nueva ecija,Nueva Ecija,Region III (Central Luzon),2026,4011074.343180965
nueva ecija,Nueva Ecija,Region III (Central Luzon),2027,4075414.379218891
nueva ecija,Nueva Ecija,Region III (Central Luzon),2028,4139038.837234794
nueva ecija,Nueva Ecija,Region III (Central Luzon),2029,4201981.197096017
olongapo,Olongapo,Region III (Central Luzon),2023,3961400.0
olongapo,Olongapo,Region III (Central Luzon),2024,3880100.548240364
olongapo,Olongapo,Region III (Central Luzon),2025,3945982.691454042
olongapo,Olongapo,Region III (Central Luzon),2026,4011074.343180965
olongapo,Olongapo,Region III (Central Luzon),2027,4075414.379218891
olongapo,Olongapo,Region III (Central Luzon),2028,4139038.837234794
olongapo,Olongapo,Region III (Central Luzon),2029,4201981.197096017
pampanga,Pampanga,Region III (Central Luzon),2023,3961400.0
pampanga,Pampanga,Region III (Central Luzon),2024,3880100.548240364
pampanga,Pampanga,Region III (Central Luzon),2025,3945982.691454042
pampanga,Pampanga,Region III (Central Luzon),2026,4011074.343180965
pampanga,Pampanga,Region III (Central Luzon),2027,4075414.379218891
pampanga,Pampanga,Region III (Central Luzon),2028,4139038.837234794
pampanga,Pampanga,Region III (Central Luzon),2029,4201981.197096017
paranaque,Parañaque,NCR,2023,24500000.0
paranaque,Parañaque,NCR,2024,23859242.76031225
paranaque,Parañaque,NCR,2025,24179657.69926553
paranaque,Parañaque,NCR,2026,24500357.406838182
paranaque,Parañaque,NCR,2027,24821383.32384282
paranaque,Parañaque,NCR,2028,25142775.32681592
paranaque,Parañaque,NCR,2029,25464571.82696697
pasay city,Pasay City,NCR,2023,24500000.0
pasay city,Pasay City,NCR,2024,23859242.76031225
pasay city,Pasay City,NCR,2025,24179657.69926553
pasay city,Pasay City,NCR,2026,24500357.406838182
pasay city,Pasay City,NCR,2027,24821383.32384282
pasay city,Pasay City,NCR,2028,25142775.32681592
pasay city,Pasay City,NCR,2029,25464571.82696697
pasig,Pasig,NCR,2023,24500000.0
pasig,Pasig,NCR,2024,23859242.76031225
pasig,Pasig,NCR,2025,24179657.69926553
pasig,Pasig,NCR,2026,24500357.406838182
pasig,Pasig,NCR,2027,24821383.32384282
pasig,Pasig,NCR,2028,25142775.32681592
pasig,Pasig,NCR,2029,25464571.82696697
pateros,Pateros,NCR,2023,24500000.0
pateros,Pateros,NCR,2024,23859242.76031225
pateros,Pateros,NCR,2025,24179657.69926553
pateros,Pateros,NCR,2026,24500357.406838182
pateros,Pateros,NCR,2027,24821383.32384282
pateros,Pateros,NCR,2028,25142775.32681592
pateros,Pateros,NCR,2029,25464571.82696697
quezon,Quezon,Region IV-A (Calabarzon),2023,14623750.0
quezon,Quezon,Region IV-A (Calabarzon),2024,14317432.620023375
quezon,Quezon,Region IV-A (Calabarzon),2025,14596735.979606183
quezon,Quezon,Region IV-A (Calabarzon),2026,14875142.912948811
quezon,Quezon,Region IV-A (Calabarzon),2027,15152758.251427278
quezon,Quezon,Region IV-A (Calabarzon),2028,15429679.790195495
quezon,Quezon,Region IV-A (Calabarzon),2029,15705998.963532962
quezon city,Quezon City,NCR,2023,16247500.0
quezon city,Quezon City,NCR,2024,15822573.336660134
quezon city,Quezon City,NCR,2025,16035060.753829254
quezon city,Quezon City,NCR,2026,16247737.01908585
quezon city,Quezon City,NCR,2027,16460629.61445454
quezon city,Quezon City,NCR,2028,16673764.984589458
quezon city,Quezon City,NCR,2029,16887168.60239371
rizal,Rizal,Region IV-A (Calabarzon),2023,14623750.0
rizal,Rizal,Region IV-A (Calabarzon),2024,14317432.620023375
rizal,Rizal,Region IV-A (Calabarzon),2025,14596735.979606183
rizal,Rizal,Region IV-A (Calabarzon),2026,14875142.912948811
rizal,Rizal,Region IV-A (Calabarzon),2027,15152758.251427278
rizal,Rizal,Region IV-A (Calabarzon),2028,15429679.790195495
rizal,Rizal,Region IV-A (Calabarzon),2029,15705998.963532962
san juan,San Juan,NCR,2023,30000000.0
san juan,San Juan,NCR,2024,29215399.29834153
san juan,San Juan,NCR,2025,29607744.12154963
san juan,San Juan,NCR,2026,30000437.641026344
san juan,San Juan,NCR,2027,30393530.60062386
san juan,San Juan,NCR,2028,30787071.82875419
san juan,San Juan,NCR,2029,31181108.359551396
taguig,Taguig,NCR,2023,35000000.0
taguig,Taguig,NCR,2024,34084632.51473179
taguig,Taguig,NCR,2025,34542368.1418079
taguig,Taguig,NCR,2026,35000510.5811974
taguig,Taguig,NCR,2027,35459119.03406117
taguig,Taguig,NCR,2028,35918250.46687989
taguig,Taguig,NCR,2029,36377959.752809964
tarlac,Tarlac,Region III (Central Luzon),2023,5740500.0
tarlac,Tarlac,Region III (Central Luzon),2024,5622688.24081734
tarlac,Tarlac,Region III (Central Luzon),2025,5718158.640958229
tarlac,Tarlac,Region III (Central Luzon),2026,5812483.532849581
tarlac,Tarlac,Region III (Central Luzon),2027,5905719.251755956
tarlac,Tarlac,Region III (Central Luzon),2028,5997918.020181334
tarlac,Tarlac,Region III (Central Luzon),2029,6089128.354099481
valenzuela,Valenzuela,NCR,2023,9200000.0
valenzuela,Valenzuela,NCR,2024,8959389.11815807
valenzuela,Valenzuela,NCR,2025,9079708.19727522
valenzuela,Valenzuela,NCR,2026,9200134.209914746
valenzuela,Valenzuela,NCR,2027,9320682.717524651
valenzuela,Valenzuela,NCR,2028,9441368.694151286
valenzuela,Valenzuela,NCR,2029,9562206.56359576
zambales,Zambales,Region III (Central Luzon),2023,3961400.0
zambales,Zambales,Region III (Central Luzon),2024,3880100.548240364
zambales,Zambales,Region III (Central Luzon),2025,3945982.691454042
zambales,Zambales,Region III (Central Luzon),2026,4011074.343180965
zambales,Zambales,Region III (Central Luzon),2027,4075414.379218891
zambales,Zambales,Region III (Central Luzon),2028,4139038.837234794
zambales,Zambales,Region III (Central Luzon),2029,4201981.197096017
