Region,Province,City,Risk_Gate,Risk_Gate_Reasons,Fault_Distance_km,Nearest_Fault_Name,Flood_Level_Num,StormSurge_Level_Num,Landslide_Level_Num,events_50km,events_50km_per_year,m5plus_50km,avg_mag_50km,avg_depth_km_50km,EarthquakeRisk,HydroMean,Landslide_Score,HazardScore,HazardSafetyIndex,Flood_Level_Tip,StormSurge_Level_Tip,Landslide_Level_Tip,Risk_Gate_Tip,Risk_Gate_Reasons_ASCII
Region III (Central Luzon),Bulacan,Malolos City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,30.6,Valley Fault System,1,1,1,72,9,0,2.01,44.57,0.3620622881519946,0.3333333333333333,0.3333333333333333,0.3448249152607978,0.6551750847392022,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region III (Central Luzon),Bulacan,Meycauayan City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,12.3,Valley Fault System,1,1,1,98,13,0,1.94,22.97,0.5575387061207218,0.3333333333333333,0.3333333333333333,0.4230154824482887,0.5769845175517113,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region III (Central Luzon),Bulacan,San Jose del Monte City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,3.7,Valley Fault System,1,1,1,149,19,0,2.05,19.94,0.6813090871884351,0.3333333333333333,0.3333333333333333,0.4725236348753741,0.5274763651246259,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,5.4,Unnamed Fault,2,1,1,289,32,2,2.13,31.66,0.6770308180954434,0.5,0.3333333333333333,0.5374789939048441,0.4625210060951559,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region III (Central Luzon),Nueva Ecija,Gapan City,REVIEW,High hydro hazard: Flood L3,15.7,Unnamed Fault,3,1,1,223,24,2,2.1,33.62,0.5600535299149606,0.6666666666666666,0.3333333333333333,0.5573547452993176,0.4426452547006824,Flood Level 3 (High): above 1.5 m or high-velocity flow; avoid or elevate site significantly.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: Flood L3
Region III (Central Luzon),Nueva Ecija,Palayan City,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Unnamed Fault,1,1,1,273,30,1,2.08,24.18,0.7260592120473492,0.3333333333333333,0.3333333333333333,0.4904236848189397,0.5095763151810603,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region III (Central Luzon),Nueva Ecija,San Jose City,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Philippine Fault,1,1,1,294,32,0,2.11,28.98,0.7281112051339971,0.3333333333333333,0.3333333333333333,0.4912444820535988,0.5087555179464012,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,6.0,Philippine Fault,1,1,1,310,33,2,2.17,35.16,0.6775818032738113,0.3333333333333333,0.3333333333333333,0.4710327213095245,0.5289672786904754,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region III (Central Luzon),Pampanga,Angeles City,REVIEW,Elevated earthquake activity: M≥5 count ≥ 3 (=3),27.9,Iba Fault,1,1,1,579,63,3,2.16,42.58,0.4695551993555545,0.3333333333333333,0.3333333333333333,0.3878220797422218,0.6121779202577782,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: M5 count  3 (=3)
Region III (Central Luzon),Pampanga,Mabalacat City,REVIEW,Elevated earthquake activity: M≥5 count ≥ 3 (=3),28.0,Care Fault,1,1,1,617,67,3,2.16,42.64,0.4710924091728183,0.3333333333333333,0.3333333333333333,0.3884369636691273,0.6115630363308726,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: M5 count  3 (=3)
Region III (Central Luzon),Pampanga,San Fernando City,REVIEW,Elevated earthquake activity: M≥5 count ≥ 3 (=3),37.2,Care Fault,1,1,1,475,52,3,2.18,39.67,0.3825544091981948,0.3333333333333333,0.3333333333333333,0.3530217636792779,0.646978236320722,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: M5 count  3 (=3)
Region III (Central Luzon),Tarlac,Tarlac City,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Care Fault,1,1,1,421,45,2,2.21,46.71,0.7362578206750481,0.3333333333333333,0.3333333333333333,0.4945031282700192,0.5054968717299808,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region III (Central Luzon),Zambales,Olongapo City,REVIEW,High hydro hazard: StormSurge L3,34.8,Iba Fault,2,3,1,882,95,1,2.17,35.68,0.4375136091667739,0.8333333333333333,0.3333333333333333,0.5750054436667096,0.4249945563332904,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 3 (High): >1.5 m or depth x velocity >1.5 m2/s; elevate or avoid exposed coast.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: StormSurge L3
Region IV-A (CALABARZON),Batangas,Batangas City,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=316.0) and M≥5 count ≥ 3 (=4),10.5,Lubang Fault,1,1,1,2946,316,4,2.24,49.2,0.8153768800208172,0.3333333333333333,0.3333333333333333,0.5261507520083268,0.4738492479916731,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=316.0) and M5 count  3 (=4)
Region IV-A (CALABARZON),Batangas,Lipa City,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=176.0),21.6,Valley Fault System,1,1,1,1631,176,2,2.33,19.7,0.690193928068648,0.3333333333333333,0.3333333333333333,0.4760775712274592,0.5239224287725408,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=176.0)
Region IV-A (CALABARZON),Batangas,Tanauan City,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=150.0),8.5,Valley Fault System,2,1,1,1378,150,2,2.35,19.85,0.8059101200818883,0.5,0.3333333333333333,0.589030714699422,0.4109692853005779,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=150.0)
Region IV-A (CALABARZON),Cavite,Bacoor City,REVIEW,High hydro hazard: StormSurge L3,5.0,Valley Fault System,2,3,1,404,51,0,2.32,23.03,0.7616418418371393,0.8333333333333333,0.3333333333333333,0.7046567367348557,0.2953432632651442,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 3 (High): >1.5 m or depth x velocity >1.5 m2/s; elevate or avoid exposed coast.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: StormSurge L3
Region IV-A (CALABARZON),Cavite,Cavite City,REVIEW,High hydro hazard: StormSurge L3,14.5,Valley Fault System,1,3,1,330,36,0,2.31,29.84,0.6456817190045876,0.6666666666666666,0.3333333333333333,0.5916060209351683,0.4083939790648316,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 3 (High): >1.5 m or depth x velocity >1.5 m2/s; elevate or avoid exposed coast.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: StormSurge L3
Region IV-A (CALABARZON),Cavite,City of Carmona,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Valley Fault System,2,1,1,972,124,0,2.35,19.88,0.8714473913831073,0.5,0.3333333333333333,0.6152456232199096,0.3847543767800904,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region IV-A (CALABARZON),Cavite,Dasmarinas City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,14.5,Valley Fault System,1,1,1,216,28,0,2.17,20.75,0.6152836002796238,0.3333333333333333,0.3333333333333333,0.4461134401118495,0.5538865598881505,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Cavite,General Trias City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,13.1,Valley Fault System,1,1,1,904,97,0,2.34,32.49,0.7032661957739419,0.3333333333333333,0.3333333333333333,0.4813064783095767,0.5186935216904233,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Cavite,Imus City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,9.2,Valley Fault System,1,1,1,625,80,0,2.34,22.48,0.7463682495603045,0.3333333333333333,0.3333333333333333,0.4985472998241218,0.5014527001758782,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Cavite,Tagaytay City,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=205.0) and M≥5 count ≥ 3 (=4),3.4,Valley Fault System,1,1,1,1910,205,4,2.26,39.64,0.8332900487563955,0.3333333333333333,0.3333333333333333,0.5333160195025581,0.4666839804974418,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=205.0) and M5 count  3 (=4)
