Region,Province,City,Year,DEM_households_single_duplex,DEM_units_single_duplex,demand_growth_rate,demand_growth_basis,demand_geo_source,demand_projection_method
NCR,NCR,Las Pinas City,2027,149689.8723048954,135536.09127066343,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Las Pinas City,2028,152491.16213854466,138072.50785465067,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Las Pinas City,2029,155344.87518968538,140656.39082952472,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Makati City,2024,84698.0,81534.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Makati City,2025,86283.03472998599,83059.823770038,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Makati City,2026,87897.73173175246,84614.20174049806,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Makati City,2027,89542.646103778,86197.66827345906,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Makati City,2028,91218.34333263029,87810.76773102881,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Makati City,2029,92925.39948736836,89454.05466248425,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Malabon City,2024,91533.0,85364.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Malabon City,2025,93245.944626081,86961.498225348,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Malabon City,2026,94990.94522423785,88588.89196379273,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Malabon City,2027,96768.60168855358,90246.74067868078,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Malabon City,2028,98579.52513950328,91935.61430313175,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Malabon City,2029,100424.33813404434,93656.09343596912,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Mandaluyong City,2024,68927.0,63018.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Mandaluyong City,2025,70216.896914139,64197.316142225995,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Mandaluyong City,2026,71530.93290366362,65398.70195602701,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Mandaluyong City,2027,72869.55970619265,66622.57045228791,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Mandaluyong City,2028,74233.23751314326,67869.34237096149,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Mandaluyong City,2029,75622.43512793501,69139.44632570993,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Marikina City,2024,94850.0,88251.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Marikina City,2025,96625.01882145,89902.52541920698,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Marikina City,2026,98433.25526879879,91584.95741409343,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Marikina City,2027,100275.33097526911,93298.8743689876,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Marikina City,2028,102151.87920730104,95044.86549207722,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Marikina City,2029,104063.54508225564,96823.53101796671,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Muntinlupa City,2024,112743.0,102307.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Muntinlupa City,2025,114852.86765405099,104221.568798799,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Muntinlupa City,2026,117002.21928065558,106171.96675577226,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Muntinlupa City,2027,119191.79378117833,108158.8643762452,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Muntinlupa City,2028,121422.34388475215,110182.94471335105,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Muntinlupa City,2029,123694.6364070506,112244.90360285006,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Navotas City,2024,59592.0,52092.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Navotas City,2025,60707.20212554399,53066.84744804399,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Navotas City,2026,61843.27409571173,54059.93814931225,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Navotas City,2027,63000.60646787809,55071.61350726113,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Navotas City,2028,64179.59710829187,56102.221314356626,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Navotas City,2029,65380.65132885375,57152.115871637965,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Paranaque City,2024,157581.0,147399.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Paranaque City,2025,160529.96405801698,150157.41854784297,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Paranaque City,2026,163534.11490261025,152967.45802177832,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Paranaque City,2027,166594.48529693074,155830.08445359717,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Paranaque City,2028,169712.1273312146,158746.28195336813,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Paranaque City,2029,172888.11278446944,161717.0530477533,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasay City,2024,74680.0,64970.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasay City,2025,76077.55830876,66185.84578629,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasay City,2026,77501.27046361512,67424.44485834325,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasay City,2027,78951.62590651658,68686.22302017115,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasay City,2028,80429.1232388112,69971.61404426303,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasay City,2029,81934.27039265,71281.05982070796,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasig City,2024,146885.0,134199.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasig City,2025,149633.799573945,136710.39431544297,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasig City,2026,152434.0400649184,139268.78675611524,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasig City,2027,155286.68413602954,141875.05684291132,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasig City,2028,158192.71246562374,144530.1005560421,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Pasig City,2029,161153.12408441879,147234.83064305352,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Quezon City,2024,627332.0,589559.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Quezon City,2025,639071.8640727239,600591.981774963,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Quezon City,2026,651031.4274568907,611831.4342964444,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Quezon City,2027,663214.8015959675,623281.2214491162,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Quezon City,2028,675626.1748747978,634945.2794262224,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Quezon City,2029,688269.8140594792,646827.6180827576,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,San Juan City,2024,18863.0,17492.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,San Juan City,2025,19216.001370890997,17819.344535843997,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,San Juan City,2026,19575.608794257794,18152.81498325597,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,San Juan City,2027,19941.945895482353,18492.52598228157,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,San Juan City,2028,20315.138613466734,18838.59431833537,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,San Juan City,2029,20695.315243928184,19191.138962349138,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Taguig City,2024,163009.0,147887.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Taguig City,2025,166059.54341661299,150654.55095885898,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Taguig City,2026,169167.1745715511,153473.89374735736,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Taguig City,2027,172332.9618022946,156345.99759556798,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Taguig City,2028,175557.99343914533,159271.8498716935,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Taguig City,2029,178843.37817937176,162252.4564215028,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Valenzuela City,2024,142922.0,130458.0,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Valenzuela City,2025,145596.63616235397,132899.38540230598,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Valenzuela City,2026,148321.32535084093,135386.45878605117,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Valenzuela City,2027,151097.00425563956,137920.07515415558,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Valenzuela City,2028,153924.62709610836,140501.1055100272,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
NCR,NCR,Valenzuela City,2029,156805.16594882595,143130.43715699427,0.018713957,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bataan,Balanga City,2024,214428.0,203892.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bataan,Balanga City,2025,220561.778769396,209724.393254844,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bataan,Balanga City,2026,226871.0161635607,215723.6239092876,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bataan,Balanga City,2027,233360.73123032134,221894.46439836532,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bataan,Balanga City,2028,240036.08658890915,228241.82367408113,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bataan,Balanga City,2029,246902.3925368635,234770.7511105181,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Malolos City,2024,807708.0,756960.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Malolos City,2025,830812.7353063561,778613.07318672,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Malolos City,2026,854578.3886593042,800885.5391794398,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Malolos City,2027,879023.865822469,823795.1158995283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Malolos City,2028,904168.6133646475,847360.0280949348,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Malolos City,2029,930032.6341297077,871599.0218381191,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Meycauayan City,2024,807708.0,756960.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Meycauayan City,2025,830812.7353063561,778613.07318672,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Meycauayan City,2026,854578.3886593042,800885.5391794398,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Meycauayan City,2027,879023.865822469,823795.1158995283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Meycauayan City,2028,904168.6133646475,847360.0280949348,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,Meycauayan City,2029,930032.6341297077,871599.0218381191,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,San Jose del Monte City,2024,807708.0,756960.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,San Jose del Monte City,2025,830812.7353063561,778613.07318672,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,San Jose del Monte City,2026,854578.3886593042,800885.5391794398,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,San Jose del Monte City,2027,879023.865822469,823795.1158995283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,San Jose del Monte City,2028,904168.6133646475,847360.0280949348,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Bulacan,San Jose del Monte City,2029,930032.6341297077,871599.0218381191,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2024,624890.0,595592.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2025,642765.1702912301,612629.092006744,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2026,661151.665316318,630153.5352607283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2027,680064.1116762527,648179.2705939969,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2028,699517.5543704341,666720.6376203741,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Cabanatuan City,2029,719527.4687650896,685792.3861427407,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Gapan City,2024,624890.0,595592.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Gapan City,2025,642765.1702912301,612629.092006744,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Gapan City,2026,661151.665316318,630153.5352607283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Gapan City,2027,680064.1116762527,648179.2705939969,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Gapan City,2028,699517.5543704341,666720.6376203741,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Gapan City,2029,719527.4687650896,685792.3861427407,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Palayan City,2024,624890.0,595592.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Palayan City,2025,642765.1702912301,612629.092006744,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Palayan City,2026,661151.665316318,630153.5352607283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Palayan City,2027,680064.1116762527,648179.2705939969,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Palayan City,2028,699517.5543704341,666720.6376203741,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Palayan City,2029,719527.4687650896,685792.3861427407,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,San Jose City,2024,624890.0,595592.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,San Jose City,2025,642765.1702912301,612629.092006744,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,San Jose City,2026,661151.665316318,630153.5352607283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,San Jose City,2027,680064.1116762527,648179.2705939969,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,San Jose City,2028,699517.5543704341,666720.6376203741,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,San Jose City,2029,719527.4687650896,685792.3861427407,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,2024,624890.0,595592.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,2025,642765.1702912301,612629.092006744,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,2026,661151.665316318,630153.5352607283,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,2027,680064.1116762527,648179.2705939969,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,2028,699517.5543704341,666720.6376203741,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,2029,719527.4687650896,685792.3861427407,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Angeles City,2024,114433.0,107421.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Angeles City,2025,117706.39109593102,110493.81068324701,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Angeles City,2026,121073.4185490922,113654.52005944119,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Angeles City,2027,124536.76085622849,116905.64249767916,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Angeles City,2028,128099.17313330648,120249.76429135753,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Angeles City,2029,131763.48930723086,123689.54571558945,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
