YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,Region,City/Province
2018,3,17,1.4,29.9,23.2,85,1,90,Region III (Central Luzon),"Baler, Aurora"
2018,3,18,0.0,31.1,23.0,85,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,3,19,0.0,31.5,23.2,84,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,3,20,0.2,31.0,22.7,86,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,3,21,87.0,31.0,21.0,92,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,3,22,0.5,26.5,21.3,86,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,3,23,0.0,28.2,21.0,81,2,180,Region III (Central Luzon),"Baler, Aurora"
2018,3,24,0.0,29.3,19.1,73,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,3,25,0.0,29.5,21.3,72,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,3,26,0.0,30.0,21.6,83,1,320,Region III (Central Luzon),"Baler, Aurora"
2018,3,27,0.0,30.0,21.4,79,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,3,28,0.8,30.5,22.0,82,2,360,Region III (Central Luzon),"Baler, Aurora"
2018,3,29,0.4,30.4,22.5,83,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,3,30,0.0,31.6,22.6,83,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,3,31,0.0,29.2,21.5,80,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,4,1,0.0,31.0,22.0,80,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,4,2,2.8,30.5,22.5,81,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,4,3,10.2,28.0,21.5,90,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,4,4,47.2,30.0,21.2,85,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,4,5,8.6,28.5,21.5,86,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,4,6,6.6,29.8,22.2,87,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,4,7,0.8,31.5,22.2,84,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,4,8,0.0,27.0,22.5,83,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,4,9,2.5,28.8,22.7,85,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,4,10,1.0,29.5,23.0,86,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,4,11,3.6,31.4,23.2,84,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,4,12,0.0,31.5,23.9,89,2,360,Region III (Central Luzon),"Baler, Aurora"
2018,4,13,16.4,31.0,24.2,91,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,4,14,5.0,31.0,23.5,92,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,4,15,1.4,31.3,24.0,89,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,4,16,0.0,30.8,23.4,91,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,4,17,1.7,32.0,23.2,89,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,4,18,8.0,31.0,22.6,88,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,4,19,0.6,30.5,24.2,87,2,180,Region III (Central Luzon),"Baler, Aurora"
2018,4,20,0.0,30.9,24.1,85,2,180,Region III (Central Luzon),"Baler, Aurora"
2018,4,21,0.8,31.5,24.0,86,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,4,22,10.5,31.5,24.0,92,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,4,23,3.8,31.5,23.5,88,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,4,24,0.0,31.0,24.2,85,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,4,25,9.0,32.4,23.3,81,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,4,26,1.2,31.1,23.2,86,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,4,27,22.0,31.8,23.5,82,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,4,28,5.0,31.5,24.0,90,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,4,29,24.0,32.0,23.5,92,0,0,Region III (Central Luzon),"Baler, Aurora"
2018,4,30,-1.0,31.5,24.2,88,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,1,23.4,31.5,24.0,91,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,5,2,0.0,31.5,24.5,87,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,3,7.8,31.9,24.2,87,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,5,4,21.0,31.5,22.8,91,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,5,5,41.8,26.5,23.5,94,1,320,Region III (Central Luzon),"Baler, Aurora"
2018,5,6,2.3,31.5,24.5,92,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,5,7,14.6,30.8,23.5,86,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,5,8,3.8,31.5,24.5,85,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,5,9,0.0,31.0,24.5,86,1,320,Region III (Central Luzon),"Baler, Aurora"
2018,5,10,0.0,32.0,24.8,80,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,11,0.6,32.0,24.6,83,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,12,0.0,32.0,24.3,87,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,13,0.0,32.5,24.8,86,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,14,14.6,32.0,24.0,85,2,360,Region III (Central Luzon),"Baler, Aurora"
2018,5,15,64.0,31.0,24.0,90,2,350,Region III (Central Luzon),"Baler, Aurora"
2018,5,16,7.0,30.7,24.1,91,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,5,17,0.0,31.4,25.1,82,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,5,18,8.0,31.6,22.6,83,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,19,5.5,31.5,23.0,89,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,20,5.4,31.8,23.3,87,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,21,15.0,31.2,24.3,87,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,22,1.0,31.0,24.5,89,1,320,Region III (Central Luzon),"Baler, Aurora"
2018,5,23,0.6,31.5,24.6,85,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,24,40.8,32.1,24.0,85,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,25,0.0,31.0,25.0,88,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,26,0.0,31.5,25.8,85,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,5,27,0.0,32.0,25.6,85,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,28,0.0,32.5,25.6,85,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,5,29,6.2,33.0,24.5,87,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,5,30,0.2,31.8,25.5,86,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,5,31,4.6,32.6,24.6,86,1,320,Region III (Central Luzon),"Baler, Aurora"
2018,6,1,3.4,32.6,25.0,87,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,6,2,0.7,32.0,25.0,90,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,6,3,0.0,32.0,25.3,83,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,6,4,0.0,32.5,26.5,85,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,6,5,0.0,33.0,25.6,85,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,6,47.0,33.7,23.0,86,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,7,0.0,29.5,25.7,84,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,8,0.0,30.8,25.7,78,6,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,9,2.0,32.0,24.6,79,5,270,Region III (Central Luzon),"Baler, Aurora"
2018,6,10,4.6,29.9,24.5,89,3,180,Region III (Central Luzon),"Baler, Aurora"
2018,6,11,14.6,31.9,24.2,86,5,270,Region III (Central Luzon),"Baler, Aurora"
2018,6,12,4.0,28.0,23.5,88,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,13,2.9,29.5,23.8,87,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,14,0.8,30.4,25.0,80,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,15,0.6,30.8,25.3,82,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,6,16,0.0,32.0,25.6,79,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,17,0.0,31.8,25.0,82,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,18,0.0,33.2,25.8,72,5,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,19,0.0,34.7,26.0,73,5,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,20,1.4,34.5,24.0,82,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,21,0.8,33.5,24.5,82,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,6,22,27.8,32.4,23.4,87,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,6,23,12.0,30.3,23.8,87,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,6,24,41.7,32.0,23.0,88,1,40,Region III (Central Luzon),"Baler, Aurora"
2018,6,25,2.8,30.5,23.6,87,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,6,26,19.2,32.0,23.1,92,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,6,27,0.0,30.5,24.5,100,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,6,28,0.0,32.6,25.5,85,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,6,29,0.0,34.0,25.6,74,6,270,Region III (Central Luzon),"Baler, Aurora"
2018,6,30,0.0,31.0,25.3,72,6,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,1,0.0,32.5,26.0,77,6,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,2,0.0,33.5,25.5,71,5,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,3,0.0,34.2,25.6,72,4,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,4,0.0,35.0,25.6,74,6,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,5,0.0,32.6,25.4,79,5,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,6,3.0,32.5,24.0,87,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,7,7,25.9,31.0,23.0,94,1,40,Region III (Central Luzon),"Baler, Aurora"
2018,7,8,103.6,27.0,23.0,96,0,0,Region III (Central Luzon),"Baler, Aurora"
2018,7,9,37.2,30.0,23.5,91,1,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,10,0.0,31.5,25.0,84,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,11,0.0,31.5,25.7,81,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,12,1.1,31.8,24.0,82,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,13,42.0,31.5,23.0,89,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,14,21.4,29.2,22.8,92,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,7,15,0.0,30.0,24.7,91,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,16,0.0,32.5,25.0,83,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,17,1.0,31.0,24.0,86,4,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,18,5.6,27.0,23.8,89,5,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,19,32.8,28.7,22.8,85,5,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,20,20.2,30.5,23.4,86,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,21,12.8,27.5,23.5,93,4,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,22,0.0,31.5,24.5,84,6,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,23,0.0,31.2,25.0,78,6,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,24,-1.0,30.9,24.5,81,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,7,25,0.0,32.0,24.6,79,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,26,4.0,31.5,23.5,84,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,27,3.6,30.4,23.6,83,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,7,28,0.0,31.6,24.8,84,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,29,0.0,31.8,25.0,87,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,30,0.0,32.0,24.3,84,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,7,31,2.0,32.5,25.0,87,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,1,0.0,32.4,25.1,82,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,2,2.8,32.8,25.5,81,5,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,3,0.6,32.5,25.0,79,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,4,29.8,32.8,24.0,86,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,8,5,2.7,31.5,23.5,89,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,6,-1.0,32.5,24.5,84,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,8,7,26.6,31.5,24.1,88,2,180,Region III (Central Luzon),"Baler, Aurora"
2018,8,8,0.6,29.0,24.5,90,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,9,4.8,29.9,24.2,87,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,10,3.8,28.5,23.8,83,5,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,11,12.2,27.5,23.2,91,4,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,12,1.2,31.5,24.2,86,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,13,1.4,28.8,24.2,88,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,14,-1.0,31.0,25.5,88,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,8,15,0.0,31.7,25.3,84,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,16,0.0,32.9,25.4,81,6,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,17,0.0,32.0,25.0,83,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,18,0.0,32.5,25.0,80,4,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,19,0.0,33.0,25.0,81,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,20,5.0,30.2,23.5,89,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,21,0.0,32.0,26.0,84,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,22,0.0,32.4,25.9,81,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,23,1.2,32.3,25.5,79,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,24,0.6,32.0,23.0,81,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,25,0.0,29.5,24.8,80,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,26,0.0,30.4,24.5,88,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,8,27,0.0,30.8,25.3,86,1,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,28,0.0,32.4,25.5,87,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,8,29,0.0,32.5,25.0,85,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,8,30,1.5,33.6,24.2,85,2,300,Region III (Central Luzon),"Baler, Aurora"
2018,8,31,1.0,34.0,24.0,86,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,9,1,2.0,32.5,23.5,89,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,9,2,3.0,34.5,22.8,86,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,3,0.0,32.5,24.0,86,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,4,20.2,33.0,24.0,86,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,5,12.6,32.2,23.2,87,2,140,Region III (Central Luzon),"Baler, Aurora"
2018,9,6,31.8,30.9,22.5,91,2,180,Region III (Central Luzon),"Baler, Aurora"
2018,9,7,24.0,26.5,22.5,91,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,8,11.5,32.0,23.5,82,4,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,9,0.0,32.2,25.0,87,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,10,10.2,32.5,23.5,86,4,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,11,0.2,31.5,24.5,89,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,12,0.2,31.7,25.2,83,2,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,13,1.4,33.2,24.6,79,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,14,30.6,29.8,22.6,85,9,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,15,22.9,26.5,23.0,92,4,180,Region III (Central Luzon),"Baler, Aurora"
2018,9,16,20.0,29.5,23.8,89,0,0,Region III (Central Luzon),"Baler, Aurora"
2018,9,17,4.7,30.2,23.5,81,2,350,Region III (Central Luzon),"Baler, Aurora"
2018,9,18,0.0,32.0,24.0,84,2,350,Region III (Central Luzon),"Baler, Aurora"
2018,9,19,9.8,32.0,24.0,89,2,360,Region III (Central Luzon),"Baler, Aurora"
2018,9,20,40.8,30.6,22.5,94,3,320,Region III (Central Luzon),"Baler, Aurora"
2018,9,21,8.2,31.1,23.4,89,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,22,3.8,31.5,24.0,90,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,9,23,0.0,31.5,24.5,89,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,9,24,0.6,32.2,25.0,81,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,25,0.7,33.0,24.5,85,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,26,51.4,33.9,23.2,82,4,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,27,0.0,33.0,25.6,75,3,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,28,0.0,34.0,25.5,79,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,9,29,0.0,32.5,25.5,75,6,270,Region III (Central Luzon),"Baler, Aurora"
2018,9,30,77.0,33.5,23.2,88,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,10,1,3.7,30.5,23.2,92,1,320,Region III (Central Luzon),"Baler, Aurora"
2018,10,2,0.0,32.0,23.9,84,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,10,3,0.0,31.3,23.4,75,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,10,4,0.0,31.0,24.3,83,2,290,Region III (Central Luzon),"Baler, Aurora"
2018,10,5,0.0,32.0,24.0,80,3,290,Region III (Central Luzon),"Baler, Aurora"
2018,10,6,20.0,32.0,23.0,86,1,290,Region III (Central Luzon),"Baler, Aurora"
2018,10,7,5.0,31.4,23.5,92,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,10,8,48.2,31.5,23.5,90,2,360,Region III (Central Luzon),"Baler, Aurora"
2018,10,9,21.6,31.1,23.2,90,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,10,10,18.6,31.0,23.2,95,2,320,Region III (Central Luzon),"Baler, Aurora"
2018,10,11,8.6,31.0,24.5,91,1,180,Region III (Central Luzon),"Baler, Aurora"
2018,10,12,0.0,30.9,25.3,89,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,10,13,2.0,31.8,24.0,87,1,160,Region III (Central Luzon),"Baler, Aurora"
2018,10,14,6.2,32.0,24.0,88,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,10,15,-1.0,32.0,24.4,90,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,10,16,0.0,32.5,24.6,87,1,270,Region III (Central Luzon),"Baler, Aurora"
2018,10,17,0.2,32.0,23.9,85,2,160,Region III (Central Luzon),"Baler, Aurora"
2018,10,18,15.2,31.0,22.7,90,1,340,Region III (Central Luzon),"Baler, Aurora"
2018,10,19,0.0,31.2,24.5,86,1,140,Region III (Central Luzon),"Baler, Aurora"
2018,10,20,29.0,31.0,22.8,88,2,360,Region III (Central Luzon),"Baler, Aurora"
2018,10,21,0.0,31.5,23.8,89,1,360,Region III (Central Luzon),"Baler, Aurora"
2018,10,22,0.0,31.0,23.9,85,2,160,Region III (Central Luzon),"Baler, Aurora"
