YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,Region,City/Province
2018,2,28,4.9,28.8,23.2,91,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,1,6.6,29.5,21.8,92,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,3,2,6.9,29.6,24.0,90,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,3,3,0.2,29.7,25.0,89,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,3,4,0.0,30.5,22.2,85,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,5,0.0,30.3,25.5,81,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,3,6,0.0,30.6,25.0,89,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,3,7,11.5,31.0,23.5,91,2,40,Region III (Central Luzon),"Infanta, Quezon"
2018,3,8,52.0,28.2,22.4,96,2,270,Region III (Central Luzon),"Infanta, Quezon"
2018,3,9,31.5,27.0,20.8,94,3,90,Region III (Central Luzon),"Infanta, Quezon"
2018,3,10,33.5,26.6,21.3,94,3,40,Region III (Central Luzon),"Infanta, Quezon"
2018,3,11,1.2,27.5,21.8,79,3,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,12,8.5,28.4,22.0,89,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,13,-1.0,29.5,23.4,84,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,14,6.2,29.3,22.8,81,2,350,Region III (Central Luzon),"Infanta, Quezon"
2018,3,15,0.2,29.3,22.0,89,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,16,3.3,30.0,21.5,89,3,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,17,0.4,29.6,22.0,89,3,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,18,3.3,30.0,22.0,82,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,19,0.0,30.5,21.3,90,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,3,20,0.0,30.4,22.0,88,1,90,Region III (Central Luzon),"Infanta, Quezon"
2018,3,21,11.7,30.0,21.6,89,1,290,Region III (Central Luzon),"Infanta, Quezon"
2018,3,22,40.5,25.7,21.5,93,3,70,Region III (Central Luzon),"Infanta, Quezon"
2018,3,23,0.0,27.0,20.8,87,3,90,Region III (Central Luzon),"Infanta, Quezon"
2018,3,24,0.0,28.6,21.0,82,3,40,Region III (Central Luzon),"Infanta, Quezon"
2018,3,25,0.0,28.5,21.5,77,2,40,Region III (Central Luzon),"Infanta, Quezon"
2018,3,26,0.0,29.0,22.0,83,2,90,Region III (Central Luzon),"Infanta, Quezon"
2018,3,27,0.0,29.0,24.0,80,2,90,Region III (Central Luzon),"Infanta, Quezon"
2018,3,28,0.0,29.5,24.0,81,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,29,26.1,30.0,21.3,86,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,3,30,3.8,29.5,21.7,91,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,3,31,2.7,28.2,21.5,89,2,70,Region III (Central Luzon),"Infanta, Quezon"
2018,4,1,6.4,28.1,22.0,90,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,2,29.4,29.2,23.0,87,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,3,-1.0,28.0,21.7,90,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,4,10.7,27.3,22.2,91,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,4,5,1.5,28.8,23.3,88,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,6,0.0,30.3,23.5,87,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,7,13.4,30.5,21.8,84,3,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,8,0.3,29.8,21.8,87,3,40,Region III (Central Luzon),"Infanta, Quezon"
2018,4,9,16.2,27.8,21.2,94,3,340,Region III (Central Luzon),"Infanta, Quezon"
2018,4,10,15.7,29.5,22.2,90,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,4,11,4.8,30.0,21.2,92,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,4,12,0.0,31.5,25.5,90,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,13,0.0,31.8,25.0,86,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,14,5.1,32.0,25.1,85,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,15,0.0,31.6,24.5,86,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,16,0.0,32.0,23.5,80,2,40,Region III (Central Luzon),"Infanta, Quezon"
2018,4,17,0.0,31.4,22.0,87,1,340,Region III (Central Luzon),"Infanta, Quezon"
2018,4,18,0.0,31.5,24.3,84,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,19,0.0,32.1,22.0,81,2,40,Region III (Central Luzon),"Infanta, Quezon"
2018,4,20,-1.0,31.6,21.2,83,3,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,21,0.3,32.0,24.9,86,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,22,-1.0,32.0,24.8,90,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,23,1.3,32.0,23.2,89,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,24,0.3,31.8,24.5,90,1,20,Region III (Central Luzon),"Infanta, Quezon"
2018,4,25,0.0,32.0,23.2,82,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,4,26,0.0,32.2,24.0,84,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,27,0.1,31.9,23.8,83,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,28,3.3,32.1,26.2,89,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,4,29,0.0,31.5,24.2,85,1,340,Region III (Central Luzon),"Infanta, Quezon"
2018,4,30,5.8,32.6,25.9,81,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,5,1,8.9,30.6,22.0,90,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,2,2.2,31.0,25.5,88,2,300,Region III (Central Luzon),"Infanta, Quezon"
2018,5,3,8.9,32.0,26.8,88,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,5,4,14.5,32.6,24.6,85,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,5,5,17.5,28.5,22.0,94,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,6,5.1,30.7,23.0,93,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,7,0.0,32.5,24.5,85,1,60,Region III (Central Luzon),"Infanta, Quezon"
2018,5,8,2.3,33.4,23.0,85,2,60,Region III (Central Luzon),"Infanta, Quezon"
2018,5,9,0.0,32.5,27.2,83,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,5,10,0.9,31.5,25.8,87,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,11,0.0,32.0,25.0,85,2,30,Region III (Central Luzon),"Infanta, Quezon"
2018,5,12,1.0,32.3,25.9,86,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,5,13,0.0,32.5,24.5,85,2,330,Region III (Central Luzon),"Infanta, Quezon"
2018,5,14,0.0,32.6,27.6,86,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,15,3.1,30.7,23.0,90,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,16,6.5,32.0,24.0,88,2,350,Region III (Central Luzon),"Infanta, Quezon"
2018,5,17,0.0,32.6,22.1,85,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,5,18,0.0,32.8,24.2,83,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,19,0.8,32.3,23.7,82,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,5,20,27.6,31.8,22.0,89,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,21,8.4,31.7,22.8,92,1,340,Region III (Central Luzon),"Infanta, Quezon"
2018,5,22,0.0,31.6,22.5,88,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,23,0.0,33.1,26.0,82,1,350,Region III (Central Luzon),"Infanta, Quezon"
2018,5,24,1.5,32.1,22.1,86,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,5,25,0.0,32.4,25.1,87,1,290,Region III (Central Luzon),"Infanta, Quezon"
2018,5,26,0.0,33.0,23.0,85,1,340,Region III (Central Luzon),"Infanta, Quezon"
2018,5,27,0.0,33.6,25.9,85,1,340,Region III (Central Luzon),"Infanta, Quezon"
2018,5,28,0.0,33.6,24.0,81,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,5,29,7.6,33.3,24.2,86,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,5,30,11.4,30.5,25.6,88,2,310,Region III (Central Luzon),"Infanta, Quezon"
2018,5,31,18.9,31.8,25.5,93,1,310,Region III (Central Luzon),"Infanta, Quezon"
2018,6,1,0.8,33.0,26.0,85,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,6,2,6.1,31.5,22.9,90,1,340,Region III (Central Luzon),"Infanta, Quezon"
2018,6,3,2.9,33.6,24.0,78,1,100,Region III (Central Luzon),"Infanta, Quezon"
2018,6,4,0.0,34.0,25.2,80,1,300,Region III (Central Luzon),"Infanta, Quezon"
2018,6,5,0.0,34.0,22.0,85,1,350,Region III (Central Luzon),"Infanta, Quezon"
2018,6,6,9.3,31.0,25.1,89,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,6,7,0.5,31.3,23.5,87,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,6,8,-1.0,31.6,25.7,84,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,6,9,17.1,29.9,22.0,88,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,6,10,26.9,29.0,21.6,94,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,6,11,4.8,31.4,25.0,86,2,190,Region III (Central Luzon),"Infanta, Quezon"
2018,6,12,2.3,31.4,22.9,85,2,190,Region III (Central Luzon),"Infanta, Quezon"
2018,6,13,3.8,31.6,22.0,86,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,6,14,0.0,33.0,27.5,82,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,6,15,0.4,33.6,25.6,83,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,6,16,0.0,34.3,27.0,80,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,6,17,0.0,33.6,25.6,79,2,190,Region III (Central Luzon),"Infanta, Quezon"
2018,6,18,0.0,35.2,22.0,71,1,180,Region III (Central Luzon),"Infanta, Quezon"
2018,6,19,0.0,35.1,25.0,77,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,6,20,0.3,33.5,24.3,81,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,6,21,0.0,32.6,23.0,83,1,230,Region III (Central Luzon),"Infanta, Quezon"
2018,6,22,0.2,32.2,21.0,86,1,260,Region III (Central Luzon),"Infanta, Quezon"
2018,6,23,-1.0,33.5,21.9,83,1,90,Region III (Central Luzon),"Infanta, Quezon"
2018,6,24,13.8,33.0,22.2,87,1,160,Region III (Central Luzon),"Infanta, Quezon"
2018,6,25,25.1,30.6,21.7,92,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,6,26,10.7,30.2,22.1,93,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,6,27,0.0,31.0,22.5,92,1,90,Region III (Central Luzon),"Infanta, Quezon"
2018,6,28,0.0,33.3,21.9,86,2,270,Region III (Central Luzon),"Infanta, Quezon"
2018,6,29,0.0,35.4,24.8,80,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,6,30,0.0,32.6,22.9,79,2,240,Region III (Central Luzon),"Infanta, Quezon"
2018,7,1,0.0,34.5,26.2,75,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,2,0.0,35.6,26.5,70,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,3,0.0,35.4,25.7,75,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,4,0.0,35.8,25.8,72,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,5,0.0,35.4,21.5,80,2,240,Region III (Central Luzon),"Infanta, Quezon"
2018,7,6,1.0,33.9,22.0,79,1,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,7,1.8,33.5,24.0,88,2,300,Region III (Central Luzon),"Infanta, Quezon"
2018,7,8,6.7,30.6,21.4,91,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,7,9,0.3,31.9,25.5,81,2,240,Region III (Central Luzon),"Infanta, Quezon"
2018,7,10,-1.0,32.8,25.5,81,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,11,0.0,34.1,23.3,81,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,12,0.0,34.3,22.0,80,1,240,Region III (Central Luzon),"Infanta, Quezon"
2018,7,13,11.6,32.6,23.0,85,1,110,Region III (Central Luzon),"Infanta, Quezon"
2018,7,14,2.1,31.7,21.5,88,1,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,15,0.0,32.7,22.0,81,2,270,Region III (Central Luzon),"Infanta, Quezon"
2018,7,16,3.2,33.0,25.5,78,3,230,Region III (Central Luzon),"Infanta, Quezon"
2018,7,17,18.9,28.7,21.5,93,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,18,0.0,30.2,23.0,84,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,19,18.1,31.5,22.0,87,1,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,20,0.7,30.5,21.5,89,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,21,11.6,31.6,22.0,81,4,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,22,0.0,32.0,22.0,82,2,240,Region III (Central Luzon),"Infanta, Quezon"
2018,7,23,0.0,33.5,26.5,74,2,240,Region III (Central Luzon),"Infanta, Quezon"
2018,7,24,0.0,31.4,22.0,87,1,190,Region III (Central Luzon),"Infanta, Quezon"
2018,7,25,0.0,32.3,22.6,82,1,240,Region III (Central Luzon),"Infanta, Quezon"
2018,7,26,1.3,32.1,21.7,84,1,90,Region III (Central Luzon),"Infanta, Quezon"
2018,7,27,0.0,31.6,21.5,87,1,180,Region III (Central Luzon),"Infanta, Quezon"
2018,7,28,0.3,32.4,21.4,83,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,29,25.4,32.7,22.0,89,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,7,30,0.0,33.4,23.1,81,1,230,Region III (Central Luzon),"Infanta, Quezon"
2018,7,31,0.3,33.0,23.5,84,1,240,Region III (Central Luzon),"Infanta, Quezon"
2018,8,1,0.0,33.1,25.6,80,1,230,Region III (Central Luzon),"Infanta, Quezon"
2018,8,2,0.0,35.5,21.9,79,1,240,Region III (Central Luzon),"Infanta, Quezon"
2018,8,3,4.0,35.1,22.0,77,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,8,4,-1.0,33.0,23.5,81,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,8,5,0.0,32.0,22.2,89,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,8,6,14.3,34.0,21.5,89,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,7,0.4,32.4,21.6,87,1,160,Region III (Central Luzon),"Infanta, Quezon"
2018,8,8,0.0,32.4,27.1,78,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,9,4.9,32.1,22.0,84,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,10,9.2,30.1,22.0,87,2,240,Region III (Central Luzon),"Infanta, Quezon"
2018,8,11,45.5,29.0,21.2,94,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,12,9.2,29.5,21.5,86,3,240,Region III (Central Luzon),"Infanta, Quezon"
2018,8,13,0.5,31.4,26.0,76,4,240,Region III (Central Luzon),"Infanta, Quezon"
2018,8,14,0.0,31.1,25.0,82,3,240,Region III (Central Luzon),"Infanta, Quezon"
2018,8,15,-1.0,33.2,26.7,76,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,8,16,0.0,33.5,24.5,82,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,8,17,0.0,33.4,21.3,84,2,250,Region III (Central Luzon),"Infanta, Quezon"
2018,8,18,0.0,32.5,22.2,79,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,19,1.8,32.5,22.5,80,3,220,Region III (Central Luzon),"Infanta, Quezon"
2018,8,20,0.0,31.0,27.0,80,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,8,21,0.0,32.8,27.0,82,3,230,Region III (Central Luzon),"Infanta, Quezon"
2018,8,22,0.0,33.7,28.0,76,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,23,0.0,33.8,27.1,73,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,24,0.2,34.1,27.4,78,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,25,0.0,33.0,27.5,79,2,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,26,0.0,32.2,26.3,81,1,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,27,0.0,33.9,22.1,81,1,140,Region III (Central Luzon),"Infanta, Quezon"
2018,8,28,0.0,34.1,21.5,81,1,180,Region III (Central Luzon),"Infanta, Quezon"
2018,8,29,0.0,33.5,23.3,81,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,8,30,28.2,31.8,21.5,89,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,8,31,18.9,32.0,21.0,88,2,300,Region III (Central Luzon),"Infanta, Quezon"
2018,9,1,8.7,31.1,21.5,92,2,290,Region III (Central Luzon),"Infanta, Quezon"
2018,9,2,0.0,31.7,24.0,89,2,270,Region III (Central Luzon),"Infanta, Quezon"
2018,9,3,0.0,33.8,24.5,76,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,9,4,0.9,33.7,21.1,82,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,9,5,2.8,31.7,24.1,87,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,9,6,86.2,30.5,21.5,88,1,300,Region III (Central Luzon),"Infanta, Quezon"
2018,9,7,0.4,29.7,21.4,95,1,230,Region III (Central Luzon),"Infanta, Quezon"
2018,9,8,0.0,32.4,25.0,83,2,250,Region III (Central Luzon),"Infanta, Quezon"
2018,9,9,0.0,33.0,24.0,80,1,270,Region III (Central Luzon),"Infanta, Quezon"
2018,9,10,2.6,32.5,22.0,87,1,90,Region III (Central Luzon),"Infanta, Quezon"
2018,9,11,0.0,31.8,21.2,84,2,30,Region III (Central Luzon),"Infanta, Quezon"
2018,9,12,25.9,32.0,22.5,89,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,9,13,0.9,32.6,25.4,87,1,350,Region III (Central Luzon),"Infanta, Quezon"
2018,9,14,19.9,29.5,20.0,92,2,200,Region III (Central Luzon),"Infanta, Quezon"
2018,9,15,0.0,29.8,21.2,85,3,200,Region III (Central Luzon),"Infanta, Quezon"
2018,9,16,10.8,31.0,21.5,92,1,210,Region III (Central Luzon),"Infanta, Quezon"
2018,9,17,1.8,31.0,24.6,89,2,350,Region III (Central Luzon),"Infanta, Quezon"
2018,9,18,2.8,30.2,21.2,87,2,350,Region III (Central Luzon),"Infanta, Quezon"
2018,9,19,12.7,28.5,24.0,93,2,310,Region III (Central Luzon),"Infanta, Quezon"
2018,9,20,14.2,29.5,21.5,95,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,9,21,0.2,31.4,21.5,89,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,9,22,0.6,30.8,21.4,90,1,330,Region III (Central Luzon),"Infanta, Quezon"
2018,9,23,5.8,31.7,21.5,83,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,9,24,0.0,33.2,23.0,82,1,360,Region III (Central Luzon),"Infanta, Quezon"
2018,9,25,0.0,32.7,22.0,85,1,90,Region III (Central Luzon),"Infanta, Quezon"
2018,9,26,0.0,33.8,23.5,83,1,170,Region III (Central Luzon),"Infanta, Quezon"
2018,9,27,0.0,33.5,21.0,84,1,220,Region III (Central Luzon),"Infanta, Quezon"
2018,9,28,0.0,33.0,24.1,83,2,220,Region III (Central Luzon),"Infanta, Quezon"
2018,9,29,0.0,34.2,23.8,80,2,270,Region III (Central Luzon),"Infanta, Quezon"
2018,9,30,0.0,34.0,23.2,88,1,30,Region III (Central Luzon),"Infanta, Quezon"
2018,10,1,36.5,31.7,21.8,87,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,10,2,3.0,30.6,22.1,87,2,70,Region III (Central Luzon),"Infanta, Quezon"
2018,10,3,7.2,31.5,23.0,86,1,20,Region III (Central Luzon),"Infanta, Quezon"
2018,10,4,0.0,33.2,23.0,84,1,290,Region III (Central Luzon),"Infanta, Quezon"
2018,10,5,0.0,33.0,21.2,86,1,330,Region III (Central Luzon),"Infanta, Quezon"
2018,10,6,7.6,32.0,21.4,89,1,320,Region III (Central Luzon),"Infanta, Quezon"
2018,10,7,0.0,31.1,21.6,87,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,10,8,2.3,31.6,22.0,85,2,360,Region III (Central Luzon),"Infanta, Quezon"
2018,10,9,0.5,31.1,21.3,88,2,340,Region III (Central Luzon),"Infanta, Quezon"
2018,10,10,18.6,31.6,22.0,92,1,350,Region III (Central Luzon),"Infanta, Quezon"
2018,10,11,0.2,31.2,24.3,87,2,300,Region III (Central Luzon),"Infanta, Quezon"
2018,10,12,0.5,31.9,21.5,88,2,350,Region III (Central Luzon),"Infanta, Quezon"
2018,10,13,4.3,31.0,24.0,88,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,10,14,6.6,30.8,21.0,92,2,320,Region III (Central Luzon),"Infanta, Quezon"
2018,10,15,27.4,31.0,22.0,95,1,320,Region III (Central Luzon),"Infanta, Quezon"
