Region,Region_slug,Province,Area_display,Area_slug,Area_level,Year,Month,Employed,Weight
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7262.0105
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,5110.9611
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,6884.8854
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,7051.7892
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7141.6664
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7262.0105
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6206.2645
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,5110.9611
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,6712.8698
Region III (Central Luzon),region-iii-central-luzon,City Of Manila,Sampaloc,sampaloc,city/municipality,2023,12,1.0,7141.6664
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,7460.4967
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7460.4967
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6206.2645
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,6553.4555
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Gapan,gapan,city/municipality,2023,12,1.0,5110.9611
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6553.4555
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,5188.0013
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7158.0845
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7158.0845
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7371.4746
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7371.4746
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,6814.0564
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7572.9527
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7022.4104
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6652.2392
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7371.4746
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7022.4104
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,6814.0564
Region III (Central Luzon),region-iii-central-luzon,City Of Manila,Santa Cruz,santa-cruz,city/municipality,2023,12,1.0,7158.0845
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,10645.3813
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7572.9527
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7572.9527
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7022.4104
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7371.4746
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7371.4746
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,8579.4615
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,8209.9723
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7022.4104
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,6988.6649
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Angeles,angeles,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,8579.4615
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7694.6832
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Cabanatuan,cabanatuan,city/municipality,2023,12,1.0,5188.0013
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,6988.6649
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7022.4104
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Macabebe,macabebe,city/municipality,2023,12,1.0,7158.0845
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7371.4746
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7022.4104
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7371.4746
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6299.8148
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7572.9527
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,10645.3813
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6299.8148
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7158.0845
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Science City Of Munoz,science-city-of-munoz,city/municipality,2023,12,1.0,7249.3165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6299.8148
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7371.4746
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6733.2204
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7788.3547
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7073.7416
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,10774.9732
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,8309.9166
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,5251.1576
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,6897.0075
Region III (Central Luzon),region-iii-central-luzon,NCR,Valenzuela,valenzuela,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10774.9732
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6376.5058
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,6897.0075
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7461.2115
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,5251.1576
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6897.0075
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7788.3547
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,6733.2204
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,8683.9038
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,8309.9166
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,8683.9038
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,8309.9166
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7073.7416
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,5251.1576
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5251.1576
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Palayan,palayan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7337.5663
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6376.5058
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,5251.1576
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7073.7416
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7337.5663
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Cuyapo,cuyapo,city/municipality,2023,12,1.0,7337.5663
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10774.9732
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,6897.0075
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,10774.9732
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7788.3547
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6733.2204
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,8309.9166
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7665.1423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10774.9732
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7107.8979
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7337.5663
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6376.5058
Region III (Central Luzon),region-iii-central-luzon,Bulacan,Meycauayan,meycauayan,city/municipality,2023,12,1.0,7107.8979
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7073.7416
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,7245.2237
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,8309.9166
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7461.2115
Region III (Central Luzon),region-iii-central-luzon,Cavite,Kawit,kawit,city/municipality,2023,12,1.0,8683.9038
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Nampicuan,nampicuan,city/municipality,2023,12,1.0,8309.9166
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6376.5058
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6731.8724
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6532.1387
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10204.9503
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7870.3014
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,8224.5037
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6949.3908
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6039.1728
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,8224.5037
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6949.3908
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6039.1728
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7066.4948
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7376.3313
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6377.0163
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6861.9333
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Cabanatuan,cabanatuan,city/municipality,2023,12,1.0,6861.9333
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7376.3313
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6377.0163
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6731.8724
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6532.1387
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,10204.9503
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,10204.9503
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7259.6372
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6039.1728
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6039.1728
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7066.4948
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7376.3313
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,8224.5037
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7870.3014
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7259.6372
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7259.6372
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7066.4948
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7066.4948
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7376.3313
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6699.5231
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,7376.3313
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6377.0163
Region III (Central Luzon),region-iii-central-luzon,Zambales,Olongapo,olongapo,city/municipality,2023,12,1.0,6861.9333
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6949.3908
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7066.4948
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,6861.9333
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7870.3014
Region III (Central Luzon),region-iii-central-luzon,NCR,Makati,makati,city/municipality,2023,12,1.0,7870.3014
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10204.9503
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6731.8724
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6699.5231
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6731.8724
Region III (Central Luzon),region-iii-central-luzon,Nueva Ecija,Zaragoza,zaragoza,city/municipality,2023,12,1.0,6532.1387
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6891.4218
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,8891.0585
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,9552.0165
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4352.1187
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4195.5713
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4195.5713
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9552.0165
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5712.8669
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8891.0585
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4195.5713
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4352.1187
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6380.7217
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Mabalacat City,mabalacat-city,city/municipality,2023,12,1.0,6891.4218
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Mabalacat City,mabalacat-city,city/municipality,2023,12,1.0,8891.0585
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4352.1187
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6380.7217
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4536.6842
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5426.5278
Region III (Central Luzon),region-iii-central-luzon,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,5712.8669
Region III (Central Luzon),region-iii-central-luzon,Pampanga,San Fernando,san-fernando,city/municipality,2023,12,1.0,4536.6842
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4352.1187
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6891.4218
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8891.0585
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4195.5713
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5797.4867
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6380.7217
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5797.4867
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,5712.8669
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6380.7217
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9552.0165
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,9552.0165
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5426.5278
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6891.4218
